Mã,Chiến lược,Ngày tín hiệu quá khứ,Giá tín hiệu,RSI,Ret5 %,Cách MA20 %,Drawdown20 %,Volume ratio,Lợi T+2 %,Lợi T+5 gốc %,Lợi T+5 sau phí %,Lợi T+5 delay gốc %,Lợi T+5 delay sau phí %,Regime thô,Regime gộp,Phương pháp match
ABB,MOMENTUM,2025-07-15 07:00:00,8.21,74.77477477477481,4.719387755102056,5.418592706728309,-1.0843373493975905,1.4071974655475061,1.0962241169305775,1.0962241169305775,0.2962241169305775,1.0962241169305775,0.2962241169305775,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-07-16 07:00:00,8.21,81.37254901960787,1.1083743842364768,5.0476616979080235,-1.0843373493975905,0.811114259403556,1.0962241169305775,9.987819732034087,9.187819732034086,8.79518072289156,7.99518072289156,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-07-17 07:00:00,8.3,81.37254901960787,3.4912718204488824,5.766167569289582,-1.0727056019070313,1.3810320430932064,-1.0843373493975905,9.879518072289128,9.079518072289128,9.879518072289128,9.079518072289128,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-07-18 07:00:00,8.3,81.37254901960787,2.2167487684729315,5.3968253968254,-1.0727056019070313,1.1793067787846165,0.0,12.04819277108433,11.24819277108433,13.276492082825818,12.476492082825818,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-07-22 07:00:00,8.3,76.6666666666667,1.0962241169305775,4.606465435755247,-1.0727056019070313,1.1602594465012421,9.879518072289128,18.67469879518071,17.87469879518071,9.080841638981173,8.280841638981173,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-10-10 07:00:00,11.67,78.74015748031499,3.183023872679036,2.9827038475114698,-1.6020236087689654,1.4476779786651197,-0.7712082262210762,3.941730934018861,3.1417309340188613,3.941730934018861,3.1417309340188613,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-10-13 07:00:00,11.67,75.0,0.7772020725388629,2.6972323667884046,-1.6020236087689654,1.1951330532212885,0.0,-0.7712082262210762,-1.5712082262210763,0.0,-0.8,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-10-15 07:00:00,11.67,72.72727272727272,0.7772020725388629,2.4942912348498103,-1.6020236087689654,1.2423450537963847,3.941730934018861,3.941730934018861,3.1417309340188613,3.146258503401378,2.346258503401378,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-10-16 07:00:00,11.76,81.81818181818181,1.5544041450777257,3.0810360695972205,-0.8431703204047181,1.7303613906600184,-1.5306122448979553,3.911564625850339,3.111564625850339,0.7419620774938185,-0.05803792250618156,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-10-17 07:00:00,12.13,85.82677165354332,3.941730934018861,5.943490982138955,-3.5771065182829798,2.795501147666412,-5.276174773289366,0.7419620774938185,-0.05803792250618156,5.526770293609684,4.726770293609684,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-10-23 07:00:00,12.22,69.19831223628691,3.911564625850339,5.431172080583235,-2.861685214626386,1.7511613026127477,-4.500818330605572,-0.7364975450081857,-1.5364975450081857,-0.7364975450081857,-1.5364975450081857,SIDEWAY / TRUNG TÍNH,SIDEWAY,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-11-26 07:00:00,13.31,72.40437158469946,1.3709063214013772,6.450193945695215,-2.7046783625730986,1.008966540711088,-1.3523666416228375,4.808414725770094,4.008414725770094,5.521936459909216,4.721936459909216,THỊ TRƯỜNG TÍCH CỰC,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-12-04 07:00:00,14.04,67.34693877551018,6.2027231467473465,8.116433081780361,-1.3352073085031724,0.8444494272764913,0.0,2.6353276353276334,1.8353276353276333,2.6353276353276334,1.8353276353276333,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-12-09 07:00:00,14.14,67.84452296819785,6.959152798789714,6.056628539283704,-1.2569832402234637,0.8626382914386089,1.9094766619519143,0.0,-0.8,-1.2569832402234637,-2.056983240223464,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-12-11 07:00:00,14.41,66.66666666666664,2.6353276353276334,6.3704141138259285,-2.437373053486791,0.9371047602549966,-5.69049271339348,-0.6245662734212343,-1.4245662734212343,1.9943019943019946,1.1943019943019946,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-12-19 07:00:00,14.32,72.75747508305648,1.9943019943019946,3.8885664538595544,-3.0467163168584888,0.578470485234943,0.6284916201117374,0.6284916201117374,-0.17150837988826262,-1.2337217272104128,-2.0337217272104127,SIDEWAY / TRUNG TÍNH,SIDEWAY,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2025-12-22 07:00:00,14.59,72.75747508305646,7.358351729212664,5.396229141082154,-1.2186865267433955,1.8803691519403767,-1.2337217272104128,-0.6168608636052064,-1.4168608636052065,0.6245662734212232,-0.17543372657877687,SIDEWAY / TRUNG TÍNH,SIDEWAY,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-01-06 07:00:00,14.59,74.03846153846156,1.2491325468424685,1.9281821992455095,-1.2186865267433955,1.440666800875661,-1.2337217272104128,1.8505825908156304,1.0505825908156303,2.4827586206896513,1.6827586206896512,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-01-14 07:00:00,15.4,73.91304347826089,6.20689655172415,6.305870983329309,-6.097560975609751,0.5402557168910175,-3.2467532467532423,-7.14285714285714,-7.9428571428571395,-5.298013245033106,-6.098013245033106,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-03-27 07:00:00,14.4,80.952380952381,4.347826086956519,5.147864184008766,0.0,1.2679369849852808,2.77777777777779,0.694444444444442,-0.10555555555555807,-0.6849315068493178,-1.4849315068493179,THỊ TRƯỜNG YẾU,RISK OFF,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-03-30 07:00:00,14.6,80.00000000000003,5.797101449275344,6.297779395704373,0.0,0.54212509993528,0.6849315068493178,0.0,-0.8,-1.3513513513513598,-2.1513513513513596,THỊ TRƯỜNG YẾU,RISK OFF,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-03-31 07:00:00,14.8,78.94736842105269,7.246376811594213,7.324147933285019,-1.3333333333333308,1.6079293340907033,-2.0270270270270285,-1.3513513513513598,-2.1513513513513596,-0.6802721088435382,-1.4802721088435382,THỊ TRƯỜNG YẾU,RISK OFF,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-04-01 07:00:00,14.7,88.235294117647,5.755395683453224,6.213872832369938,-2.0000000000000018,1.3339054578913376,-1.3605442176870652,1.3605442176870763,0.5605442176870763,2.758620689655178,1.9586206896551779,SIDEWAY / TRUNG TÍNH,SIDEWAY,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-04-02 07:00:00,14.5,77.77777777777777,5.072463768115942,4.466858789625361,-3.3333333333333326,1.576992019747033,0.6896551724137945,0.6896551724137945,-0.11034482758620556,0.6896551724137945,-0.11034482758620556,THỊ TRƯỜNG TÍCH CỰC,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-04-03 07:00:00,14.5,77.77777777777777,0.694444444444442,4.204096298957949,-3.3333333333333326,0.5504054659126715,0.6896551724137945,1.379310344827589,0.5793103448275889,0.6849315068493178,-0.11506849315068224,THỊ TRƯỜNG TÍCH CỰC,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-04-08 07:00:00,14.9,78.94736842105262,1.3605442176870763,5.598866052445084,-2.614379084967322,0.8848048405902809,-1.34228187919464,-2.684563758389269,-3.4845637583892692,-0.6849315068493178,-1.4849315068493179,THỊ TRƯỜNG TÍCH CỰC,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-04-09 07:00:00,14.6,68.18181818181814,0.6896551724137945,3.034580098800266,-4.575163398692816,0.45184551137395274,0.0,0.0,-0.8,-0.6802721088435382,-1.4802721088435382,THỊ TRƯỜNG TÍCH CỰC,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-04-10 07:00:00,14.7,69.56521739130432,1.379310344827589,3.302881236823607,-3.9215686274509887,0.5625210753808896,-0.6802721088435382,-0.6802721088435382,-1.4802721088435382,0.0,-0.8,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-05-07 07:00:00,15.3,70.58823529411771,2.0000000000000018,3.273709078636511,-4.374999999999996,2.530673600390022,-0.6535947712418388,-0.6535947712418388,-1.453594771241839,0.0,-0.8,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-05-08 07:00:00,15.2,70.58823529411764,2.0134228187919323,2.3913775682047778,-5.000000000000004,0.7054730440884107,0.0,0.0,-0.8,0.0,-0.8,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-05-11 07:00:00,15.2,68.75,1.3333333333333197,2.288021534320328,-5.000000000000004,1.7518913110005623,0.0,0.657894736842124,-0.14210526315787608,0.657894736842124,-0.14210526315787608,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-05-12 07:00:00,15.2,68.75,2.0134228187919323,2.0819341840160988,-5.000000000000004,0.8879718139835208,0.0,0.0,-0.8,0.0,-0.8,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,MOMENTUM,2026-05-18 07:00:00,15.3,66.66666666666666,0.657894736842124,1.8981018981018893,-4.374999999999996,0.9448049490438408,0.0,1.3071895424836555,0.5071895424836554,1.9736842105263275,1.1736842105263274,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,BOTTOM,2025-05-21 07:00:00,7.02,69.99999999999996,1.298701298701288,2.902374670184682,-1.2658227848101333,1.9279750350196683,-1.2820512820512775,6.552706552706566,5.752706552706567,7.936507936507953,7.136507936507953,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,BOTTOM,2025-05-27 07:00:00,7.3,75.22935779816511,5.339105339105332,5.7434634605634916,-1.2178619756427533,3.3090788288964053,1.2328767123287676,1.2328767123287676,0.43287671232876757,-1.2032085561497374,-2.0032085561497377,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,BOTTOM,2025-05-28 07:00:00,7.48,77.1186440677966,6.552706552706566,7.78097982708934,-1.1889035667106973,3.6434603840426676,-2.406417112299475,-1.2032085561497374,-2.0032085561497377,0.0,-0.8,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,BOTTOM,2025-05-29 07:00:00,7.39,71.65354330708657,6.6378066378066425,5.927040779760628,-2.3778071334214057,1.5060757094412662,0.0,0.0,-0.8,1.2328767123287676,0.43287671232876757,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,BOTTOM,2025-05-30 07:00:00,7.3,66.91176470588232,5.339105339105332,4.226156482010279,-3.566710700132103,1.1310328270232568,1.2328767123287676,0.0,-0.8,-1.2178619756427533,-2.017861975642753,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,BOTTOM,2025-06-02 07:00:00,7.39,68.96551724137927,5.270655270655267,5.098485387186247,-2.3778071334214057,1.1907641364140797,0.0,-2.571041948579156,-3.3710419485791556,-2.571041948579156,-3.3710419485791556,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
ABB,BOTTOM,2025-06-03 07:00:00,7.39,66.91176470588232,1.2328767123287676,4.689049440430648,-2.3778071334214057,1.055060124910667,0.0,-1.2178619756427533,-2.017861975642753,-1.2178619756427533,-2.017861975642753,THỊ TRƯỜNG MẠNH,RISK ON,MATCH TƯƠNG ĐỒNG NỚI LỎNG
