train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2024-03-15,2024-06-14,2024-06-15,2024-07-14,1,5,100.0,16.3,True
2024-04-15,2024-07-14,2024-07-15,2024-08-14,6,16,75.0,2.47,True
2024-05-15,2024-08-14,2024-08-15,2024-09-14,22,8,50.0,-0.53,False
2025-01-15,2025-04-14,2025-04-15,2025-05-14,1,7,42.86,1.68,True
2025-03-15,2025-06-14,2025-06-15,2025-07-14,7,8,25.0,-2.28,False
2025-06-15,2025-09-14,2025-09-15,2025-10-14,15,8,0.0,-2.81,False
2025-08-15,2025-11-14,2025-11-15,2025-12-14,16,5,40.0,0.38,True
2025-10-15,2026-01-14,2026-01-15,2026-02-14,9,6,83.33,8.96,True
2025-11-15,2026-02-14,2026-02-15,2026-03-14,11,6,66.67,15.74,True
2026-01-15,2026-04-14,2026-04-15,2026-05-14,13,9,55.56,-0.27,False
