train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2024-02-02,2024-06-01,2024-06-02,2024-07-01,3,5,0.0,-2.43,False
2024-03-02,2024-07-01,2024-07-02,2024-08-01,8,8,50.0,0.18,True
2024-05-02,2024-09-01,2024-09-02,2024-10-01,7,10,10.0,-1.56,False
2024-06-02,2024-10-01,2024-10-02,2024-11-01,6,11,72.73,1.13,True
2024-07-02,2024-11-01,2024-11-02,2024-12-01,3,11,45.45,0.08,True
2026-02-02,2026-06-01,2026-06-02,2026-07-01,6,5,80.0,10.36,True
