train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2024-02-22,2024-06-21,2024-06-22,2024-07-21,21,5,80.0,3.01,True
2024-03-22,2024-07-21,2024-07-22,2024-08-21,14,5,20.0,-3.25,False
2024-04-22,2024-08-21,2024-08-22,2024-09-21,13,5,100.0,6.17,True
2024-06-22,2024-10-21,2024-10-22,2024-11-21,16,11,18.18,-0.59,False
2024-07-22,2024-11-21,2024-11-22,2024-12-21,22,8,87.5,1.19,True
2024-08-22,2024-12-21,2024-12-22,2025-01-21,25,5,0.0,-4.47,False
2024-10-22,2025-02-21,2025-02-22,2025-03-21,24,11,18.18,-1.0,False
2024-11-22,2025-03-21,2025-03-22,2025-04-21,24,10,40.0,-1.54,False
2025-04-22,2025-08-21,2025-08-22,2025-09-21,7,14,57.14,0.25,True
2025-05-22,2025-09-21,2025-09-22,2025-10-21,18,5,40.0,-1.99,False
2025-07-22,2025-11-21,2025-11-22,2025-12-21,23,7,0.0,-2.88,False
2025-09-22,2026-01-21,2026-01-22,2026-02-21,16,7,42.86,2.46,True
2025-10-22,2026-02-21,2026-02-22,2026-03-21,13,7,28.57,-2.97,False
