train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2024-02-02,2024-05-01,2024-05-02,2024-06-01,30,8,50.0,0.51,True
2024-03-02,2024-06-01,2024-06-02,2024-07-01,25,7,28.57,-1.06,False
2024-05-02,2024-08-01,2024-08-02,2024-09-01,15,8,0.0,-2.92,False
2024-06-02,2024-09-01,2024-09-02,2024-10-01,7,5,0.0,-1.57,False
2024-07-02,2024-10-01,2024-10-02,2024-11-01,5,7,57.14,-0.19,False
2024-08-02,2024-11-01,2024-11-02,2024-12-01,12,6,50.0,-0.88,False
2024-09-02,2024-12-01,2024-12-02,2025-01-01,18,10,100.0,3.55,True
2024-11-02,2025-02-01,2025-02-02,2025-03-01,19,12,50.0,0.05,True
2025-02-02,2025-05-01,2025-05-02,2025-06-01,15,11,63.64,1.75,True
2025-04-02,2025-07-01,2025-07-02,2025-08-01,4,15,86.67,5.44,True
2025-05-02,2025-08-01,2025-08-02,2025-09-01,19,8,25.0,-5.59,False
2025-08-02,2025-11-01,2025-11-02,2025-12-01,10,7,0.0,-2.73,False
2025-10-02,2026-01-01,2026-01-02,2026-02-01,7,10,80.0,10.6,True
2025-11-02,2026-02-01,2026-02-02,2026-03-01,9,6,0.0,-10.96,False
2026-01-02,2026-04-01,2026-04-02,2026-05-01,4,7,14.29,-3.21,False
