train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2024-02-07,2024-05-06,2024-05-07,2024-06-06,3,14,71.43,1.2,True
2024-03-07,2024-06-06,2024-06-07,2024-07-06,14,6,0.0,-1.91,False
2024-05-07,2024-08-06,2024-08-07,2024-09-06,24,5,20.0,-0.29,False
2024-07-07,2024-10-06,2024-10-07,2024-11-06,9,6,50.0,0.92,True
2024-09-07,2024-12-06,2024-12-07,2025-01-06,6,6,0.0,-2.29,False
2024-11-07,2025-02-06,2025-02-07,2025-03-06,10,6,66.67,0.22,True
2024-12-07,2025-03-06,2025-03-07,2025-04-06,7,11,27.27,-4.13,False
2025-01-07,2025-04-06,2025-04-07,2025-05-06,18,5,80.0,0.83,True
2025-02-07,2025-05-06,2025-05-07,2025-06-06,17,10,50.0,0.5,True
2025-03-07,2025-06-06,2025-06-07,2025-07-06,21,5,40.0,1.4,True
2025-04-07,2025-07-06,2025-07-07,2025-08-06,15,6,100.0,6.98,True
2025-05-07,2025-08-06,2025-08-07,2025-09-06,21,17,64.71,1.96,True
2025-08-07,2025-11-06,2025-11-07,2025-12-06,20,6,33.33,-1.33,False
2026-01-07,2026-04-06,2026-04-07,2026-05-06,3,8,100.0,2.72,True
2026-02-07,2026-05-06,2026-05-07,2026-06-06,11,8,87.5,2.6,True
