train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2023-12-22,2024-03-21,2024-03-22,2024-04-21,18,10,30.0,-5.02,False
2024-02-22,2024-05-21,2024-05-22,2024-06-21,15,5,20.0,-1.2,False
2024-03-22,2024-06-21,2024-06-22,2024-07-21,15,8,50.0,1.83,True
2024-04-22,2024-07-21,2024-07-22,2024-08-21,13,7,14.29,-2.85,False
2024-05-22,2024-08-21,2024-08-22,2024-09-21,20,7,14.29,-2.09,False
2024-06-22,2024-09-21,2024-09-22,2024-10-21,15,7,0.0,-2.98,False
2024-08-22,2024-11-21,2024-11-22,2024-12-21,8,13,76.92,2.26,True
2024-09-22,2024-12-21,2024-12-22,2025-01-21,21,9,0.0,-3.08,False
2024-11-22,2025-02-21,2025-02-22,2025-03-21,26,7,28.57,-0.79,False
2025-01-22,2025-04-21,2025-04-22,2025-05-21,11,5,100.0,3.08,True
2025-02-22,2025-05-21,2025-05-22,2025-06-21,7,5,20.0,-0.24,False
2025-03-22,2025-06-21,2025-06-22,2025-07-21,5,7,100.0,3.35,True
2025-04-22,2025-07-21,2025-07-22,2025-08-21,12,11,45.45,-1.52,False
2025-05-22,2025-08-21,2025-08-22,2025-09-21,13,5,60.0,0.53,True
2025-06-22,2025-09-21,2025-09-22,2025-10-21,13,13,23.08,-1.91,False
2025-07-22,2025-10-21,2025-10-22,2025-11-21,19,6,83.33,4.02,True
2025-09-22,2025-12-21,2025-12-22,2026-01-21,22,8,25.0,-1.18,False
2025-10-22,2026-01-21,2026-01-22,2026-02-21,17,8,62.5,-0.06,False
2025-11-22,2026-02-21,2026-02-22,2026-03-21,19,5,0.0,-5.12,False
2025-12-22,2026-03-21,2026-03-22,2026-04-21,21,12,33.33,-0.15,False
2026-01-22,2026-04-21,2026-04-22,2026-05-21,25,5,60.0,2.88,True
