train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2024-02-22,2024-06-21,2024-06-22,2024-07-21,6,5,100.0,3.61,True
2024-03-22,2024-07-21,2024-07-22,2024-08-21,11,8,62.5,3.52,True
2024-05-22,2024-09-21,2024-09-22,2024-10-21,18,7,28.57,-0.57,False
2024-09-22,2025-01-21,2025-01-22,2025-02-21,19,11,81.82,2.17,True
2024-10-22,2025-02-21,2025-02-22,2025-03-21,13,5,80.0,1.56,True
2024-11-22,2025-03-21,2025-03-22,2025-04-21,14,7,0.0,-11.91,False
2025-04-22,2025-08-21,2025-08-22,2025-09-21,4,9,66.67,1.88,True
2025-05-22,2025-09-21,2025-09-22,2025-10-21,13,5,0.0,-5.46,False
2025-07-22,2025-11-21,2025-11-22,2025-12-21,18,8,25.0,-1.71,False
2025-08-22,2025-12-21,2025-12-22,2026-01-21,19,11,45.45,-0.49,False
2025-10-22,2026-02-21,2026-02-22,2026-03-21,7,5,20.0,-2.91,False
2025-11-22,2026-03-21,2026-03-22,2026-04-21,5,8,12.5,-1.81,False
2026-01-22,2026-05-21,2026-05-22,2026-06-21,13,6,50.0,-0.99,False
