train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2024-03-29,2024-07-28,2024-07-29,2024-08-28,7,5,40.0,0.02,True
2024-04-29,2024-08-28,2024-08-29,2024-09-28,9,5,20.0,-0.62,False
2024-05-29,2024-09-28,2024-09-29,2024-10-28,14,5,60.0,0.53,True
2024-06-29,2024-10-28,2024-10-29,2024-11-28,19,11,27.27,-0.25,False
2024-10-29,2025-02-27,2025-02-28,2025-03-27,14,12,16.67,-3.98,False
2024-12-29,2025-04-28,2025-04-29,2025-05-28,19,5,100.0,1.49,True
2025-05-28,2025-09-27,2025-09-28,2025-10-27,7,5,100.0,11.16,True
2025-06-28,2025-10-27,2025-10-28,2025-11-27,6,5,80.0,2.39,True
2025-10-28,2026-02-27,2026-02-28,2026-03-27,8,5,40.0,-1.89,False
2025-11-28,2026-03-27,2026-03-28,2026-04-27,11,7,42.86,-0.58,False
