train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2024-01-22,2024-05-21,2024-05-22,2024-06-21,23,5,40.0,-0.86,False
2024-02-22,2024-06-21,2024-06-22,2024-07-21,19,6,0.0,-3.49,False
2024-03-22,2024-07-21,2024-07-22,2024-08-21,15,5,80.0,2.52,True
2024-04-22,2024-08-21,2024-08-22,2024-09-21,18,6,0.0,-1.43,False
2024-05-22,2024-09-21,2024-09-22,2024-10-21,22,7,71.43,1.03,True
2024-06-22,2024-10-21,2024-10-22,2024-11-21,24,6,0.0,-1.48,False
2024-07-22,2024-11-21,2024-11-22,2024-12-21,24,8,37.5,0.58,True
2024-08-22,2024-12-21,2024-12-22,2025-01-21,27,5,20.0,-2.87,False
2024-10-22,2025-02-21,2025-02-22,2025-03-21,22,7,14.29,-0.98,False
2024-12-22,2025-04-21,2025-04-22,2025-05-21,15,5,80.0,2.67,True
2025-01-22,2025-05-21,2025-05-22,2025-06-21,11,5,100.0,4.68,True
2025-02-22,2025-06-21,2025-06-22,2025-07-21,13,13,61.54,0.43,True
2025-04-22,2025-08-21,2025-08-22,2025-09-21,23,6,83.33,1.61,True
2025-05-22,2025-09-21,2025-09-22,2025-10-21,28,8,37.5,-1.24,False
2025-06-22,2025-10-21,2025-10-22,2025-11-21,31,5,80.0,4.8,True
2025-07-22,2025-11-21,2025-11-22,2025-12-21,23,6,83.33,1.63,True
2025-09-22,2026-01-21,2026-01-22,2026-02-21,22,8,87.5,5.75,True
2025-10-22,2026-02-21,2026-02-22,2026-03-21,22,5,40.0,4.25,True
2025-11-22,2026-03-21,2026-03-22,2026-04-21,19,6,33.33,-0.31,False
