train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2023-12-22,2024-02-21,2024-02-22,2024-03-21,20,12,33.33,-0.61,False
2024-01-22,2024-03-21,2024-03-22,2024-04-21,13,10,20.0,-4.81,False
2024-03-22,2024-05-21,2024-05-22,2024-06-21,12,5,20.0,-3.33,False
2024-04-22,2024-06-21,2024-06-22,2024-07-21,7,5,80.0,3.01,True
2024-05-22,2024-07-21,2024-07-22,2024-08-21,5,4,0.0,-4.36,False
2024-06-22,2024-08-21,2024-08-22,2024-09-21,9,7,100.0,5.68,True
2024-08-22,2024-10-21,2024-10-22,2024-11-21,9,3,33.33,-0.27,False
2024-09-22,2024-11-21,2024-11-22,2024-12-21,3,15,66.67,0.75,True
2024-10-22,2024-12-21,2024-12-22,2025-01-21,5,7,0.0,-6.44,False
2024-12-22,2025-02-21,2025-02-22,2025-03-21,8,11,18.18,-1.0,False
2025-01-22,2025-03-21,2025-03-22,2025-04-21,12,14,35.71,-2.85,False
2025-02-22,2025-04-21,2025-04-22,2025-05-21,25,4,100.0,7.0,True
2025-03-22,2025-05-21,2025-05-22,2025-06-21,18,4,25.0,-17.39,False
2025-04-22,2025-06-21,2025-06-22,2025-07-21,8,3,100.0,3.92,True
2025-06-22,2025-08-21,2025-08-22,2025-09-21,3,12,58.33,0.74,True
2025-07-22,2025-09-21,2025-09-22,2025-10-21,12,9,22.22,-3.06,False
2025-08-22,2025-10-21,2025-10-22,2025-11-21,13,4,0.0,-5.18,False
2025-09-22,2025-11-21,2025-11-22,2025-12-21,5,4,0.0,-2.16,False
2025-10-22,2025-12-21,2025-12-22,2026-01-21,8,3,100.0,15.51,True
2025-11-22,2026-01-21,2026-01-22,2026-02-21,4,3,33.33,2.11,True
2025-12-22,2026-02-21,2026-02-22,2026-03-21,3,9,44.44,-1.26,False
2026-01-22,2026-03-21,2026-03-22,2026-04-21,12,4,0.0,-7.68,False
2026-02-22,2026-04-21,2026-04-22,2026-05-21,11,6,50.0,1.03,True
