train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2024-02-02,2024-06-01,2024-06-02,2024-07-01,19,8,50.0,-0.89,False
2024-03-02,2024-07-01,2024-07-02,2024-08-01,19,5,80.0,1.47,True
2024-04-02,2024-08-01,2024-08-02,2024-09-01,13,5,40.0,-0.19,False
2024-05-02,2024-09-01,2024-09-02,2024-10-01,16,5,80.0,1.92,True
2024-06-02,2024-10-01,2024-10-02,2024-11-01,17,8,87.5,3.16,True
2024-08-02,2024-12-01,2024-12-02,2025-01-01,21,6,50.0,3.84,True
2024-10-02,2025-02-01,2025-02-02,2025-03-01,17,5,80.0,1.22,True
2024-11-02,2025-03-01,2025-03-02,2025-04-01,14,8,12.5,-1.7,False
2025-01-02,2025-05-01,2025-05-02,2025-06-01,17,7,57.14,1.2,True
2025-05-02,2025-09-01,2025-09-02,2025-10-01,15,5,100.0,5.05,True
2025-10-02,2026-02-01,2026-02-02,2026-03-01,15,5,0.0,-4.44,False
2025-12-02,2026-04-01,2026-04-02,2026-05-01,15,6,50.0,1.29,True
