train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2024-01-15,2024-05-14,2024-05-15,2024-06-14,13,5,100.0,3.64,True
2024-02-15,2024-06-14,2024-06-15,2024-07-14,18,6,100.0,1.7,True
2024-04-15,2024-08-14,2024-08-15,2024-09-14,22,6,100.0,2.68,True
2024-06-15,2024-10-14,2024-10-15,2024-11-14,19,12,8.33,-1.49,False
2024-07-15,2024-11-14,2024-11-15,2024-12-14,25,7,57.14,0.49,True
2024-12-15,2025-04-14,2025-04-15,2025-05-14,6,8,100.0,2.02,True
2025-01-15,2025-05-14,2025-05-15,2025-06-14,14,5,80.0,1.94,True
2025-04-15,2025-08-14,2025-08-15,2025-09-14,13,5,100.0,0.9,True
2025-05-15,2025-09-14,2025-09-15,2025-10-14,10,10,50.0,0.62,True
2025-06-15,2025-10-14,2025-10-15,2025-11-14,15,8,12.5,-2.6,False
2025-07-15,2025-11-14,2025-11-15,2025-12-14,17,5,60.0,0.84,True
2025-10-15,2026-02-14,2026-02-15,2026-03-14,11,9,11.11,-2.26,False
2025-11-15,2026-03-14,2026-03-15,2026-04-14,11,8,50.0,0.58,True
2025-12-15,2026-04-14,2026-04-15,2026-05-14,14,9,11.11,-1.78,False
