train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2024-05-29,2024-09-28,2024-09-29,2024-10-28,6,6,33.33,0.36,True
2024-06-29,2024-10-28,2024-10-29,2024-11-28,9,6,100.0,1.13,True
2024-09-29,2025-01-28,2025-01-29,2025-02-27,10,6,16.67,-0.89,False
2024-10-29,2025-02-27,2025-02-28,2025-03-27,4,13,7.69,-3.9,False
2024-11-29,2025-03-28,2025-03-29,2025-04-28,5,7,28.57,-9.51,False
2025-01-29,2025-05-28,2025-05-29,2025-06-28,4,5,60.0,2.73,True
2025-05-28,2025-09-27,2025-09-28,2025-10-27,9,9,88.89,2.88,True
2025-06-28,2025-10-27,2025-10-28,2025-11-27,13,10,50.0,0.84,True
2025-10-28,2026-02-27,2026-02-28,2026-03-27,10,6,50.0,0.53,True
2025-12-28,2026-04-27,2026-04-28,2026-05-27,3,7,71.43,0.59,True
