train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2024-01-28,2024-05-27,2024-05-28,2024-06-27,21,6,100.0,7.21,True
2024-04-28,2024-08-27,2024-08-28,2024-09-27,11,7,0.0,-3.33,False
2024-05-28,2024-09-27,2024-09-28,2024-10-27,10,6,33.33,-0.08,False
2024-06-28,2024-10-27,2024-10-28,2024-11-27,14,10,90.0,2.96,True
2024-07-28,2024-11-27,2024-11-28,2024-12-27,20,5,40.0,-0.08,False
2024-09-28,2025-01-27,2025-01-28,2025-02-27,25,10,30.0,-0.12,False
2024-11-28,2025-03-27,2025-03-28,2025-04-27,21,5,40.0,-2.21,False
2025-02-28,2025-06-27,2025-06-28,2025-07-27,8,9,88.89,4.51,True
2025-03-28,2025-07-27,2025-07-28,2025-08-27,8,8,75.0,3.16,True
2025-05-28,2025-09-27,2025-09-28,2025-10-27,13,10,70.0,4.14,True
2025-09-28,2026-01-27,2026-01-28,2026-02-27,3,8,75.0,4.52,True
2025-11-28,2026-03-27,2026-03-28,2026-04-27,4,6,0.0,-1.63,False
