train_start,train_end,test_start,test_end,train_samples,test_samples,test_win_rate,test_avg_return,test_positive
2024-04-05,2024-08-04,2024-08-05,2024-09-04,7,5,100.0,9.05,True
2024-05-05,2024-09-04,2024-09-05,2024-10-04,8,6,100.0,6.54,True
2024-07-05,2024-11-04,2024-11-05,2024-12-04,13,6,0.0,-6.14,False
2024-08-05,2024-12-04,2024-12-05,2025-01-04,12,6,33.33,-0.65,False
2024-10-05,2025-02-04,2025-02-05,2025-03-04,15,5,60.0,2.66,True
2024-11-05,2025-03-04,2025-03-05,2025-04-04,16,6,16.67,-3.12,False
2025-01-05,2025-05-04,2025-05-05,2025-06-04,11,5,100.0,5.48,True
2025-02-05,2025-06-04,2025-06-05,2025-07-04,12,8,87.5,2.76,True
2025-04-05,2025-08-04,2025-08-05,2025-09-04,13,8,25.0,-3.38,False
2025-05-05,2025-09-04,2025-09-05,2025-10-04,15,5,0.0,-3.12,False
2025-06-05,2025-10-04,2025-10-05,2025-11-04,10,7,0.0,-5.23,False
2025-10-05,2026-02-04,2026-02-05,2026-03-04,17,8,25.0,-3.62,False
2025-12-05,2026-04-04,2026-04-05,2026-05-04,11,10,30.0,-0.97,False
