Ngày tín hiệu,Số mã trong danh mục,Lợi nhuận danh mục T+5 sau phí %,Win danh mục,Danh sách mã,Điểm TB,Equity giả lập,Drawdown giả lập %
2025-12-08 07:00:00,3,-8.01,0,"GVR-BOTTOM, VIX-BOTTOM, VOS-BOTTOM",100.0,6.415760848445622,-42.237933730475255
2025-12-09 07:00:00,4,-3.05,0,"GVR-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, ABB-MOMENTUM",92.2,6.2200801425680305,-43.99967675169576
2025-12-10 07:00:00,4,-3.85,0,"GVR-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, ABB-MOMENTUM",92.2,5.980607057079162,-46.15568919675547
2025-12-11 07:00:00,4,-3.91,0,"GVR-BOTTOM, VOS-BOTTOM, VHM-BOTTOM, ABB-MOMENTUM",92.2,5.746765321147366,-48.26100174916233
2025-12-12 07:00:00,2,0.95,1,"VIX-BOTTOM, VOS-BOTTOM",100.0,5.801359591698267,-47.76948126577937
2025-12-15 07:00:00,2,2.78,1,"GVR-BOTTOM, VOS-BOTTOM",100.0,5.9626373883474795,-46.31747284496803
2025-12-16 07:00:00,4,5.7,1,"VHM-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",100.0,6.302507719483286,-43.257568797131206
2025-12-17 07:00:00,4,8.08,1,"VHM-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",100.0,6.811750343217535,-38.67278035593941
2025-12-18 07:00:00,4,4.69,1,"VHM-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",100.0,7.131221434314437,-35.796533754632975
2025-12-19 07:00:00,5,0.49,1,"VHM-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM, ABB-MOMENTUM",93.8,7.166164419342577,-35.48193677003068
2025-12-22 07:00:00,4,0.19,1,"VHM-BOTTOM, GVR-BOTTOM, VOS-BOTTOM, ABB-MOMENTUM",92.2,7.179780131739328,-35.359352449893734
2025-12-23 07:00:00,1,-3.95,0,VOS-BOTTOM,100.0,6.896178816535625,-37.912658028122934
2025-12-24 07:00:00,1,-5.47,0,VIX-BOTTOM,100.0,6.518957835271126,-41.30883563398461
2025-12-25 07:00:00,1,-9.51,0,VIX-BOTTOM,100.0,5.899004945136842,-46.890365365192665
2025-12-26 07:00:00,2,14.49,1,"VHM-BOTTOM, TVS-MOMENTUM",82.5,6.7537707616871705,-39.194779306609085
2025-12-29 07:00:00,2,7.2,1,"GVR-BOTTOM, TVS-MOMENTUM",82.5,7.240042256528647,-34.81680341668494
2025-12-30 07:00:00,2,8.26,1,"GVR-BOTTOM, CTR-BOTTOM",84.0,7.838069746917913,-29.43267137890312
2025-12-31 07:00:00,3,14.35,1,"GVR-BOTTOM, CTR-MOMENTUM, CTR-BOTTOM",86.0,8.962832755600633,-19.30625972177572
2026-01-05 07:00:00,3,17.41,1,"GVR-BOTTOM, VOS-BOTTOM, CTR-BOTTOM",89.3,10.523261938350704,-5.257479539336874
2026-01-06 07:00:00,4,10.47,1,"VOS-BOTTOM, CTR-MOMENTUM, ABB-MOMENTUM, CTR-BOTTOM",81.8,11.625047463296022,0.0
2026-01-07 07:00:00,2,14.15,1,"VOS-BOTTOM, CTR-BOTTOM",84.0,13.269991679352408,0.0
2026-01-08 07:00:00,2,11.97,1,"VOS-BOTTOM, CTR-BOTTOM",84.0,14.85840968337089,0.0
2026-01-14 07:00:00,2,-5.72,0,"VHM-BOTTOM, ABB-MOMENTUM",84.5,14.008508649482074,-5.720000000000014
2026-01-15 07:00:00,2,-3.9,0,"VHM-BOTTOM, ABB-MOMENTUM",84.5,13.462176812152274,-9.396920000000009
2026-01-16 07:00:00,2,1.56,1,"VOS-BOTTOM, VHM-BOTTOM",100.0,13.67218677042185,-7.983511952
2026-01-19 07:00:00,3,-2.72,0,"VOS-BOTTOM, VHM-BOTTOM, ANV-MOMENTUM",95.0,13.300303290266376,-10.486360426905605
2026-01-20 07:00:00,2,-6.4,0,"VHM-BOTTOM, ANV-MOMENTUM",92.5,12.449083879689328,-16.215233359583646
2026-01-21 07:00:00,2,-10.05,0,"VOS-BOTTOM, VHM-BOTTOM",100.0,11.19795094978055,-24.635602406945488
2026-01-22 07:00:00,3,-3.37,0,"VHM-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",84.3,10.820580002772946,-27.175382605831423
2026-01-23 07:00:00,3,-3.0,0,"VHM-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",84.3,10.495962602689758,-29.36012112765648
2026-01-26 07:00:00,2,2.88,1,"VOS-BOTTOM, CTR-BOTTOM",84.0,10.798246325647222,-27.32569261613299
2026-01-27 07:00:00,2,5.81,1,"VOS-BOTTOM, CTR-BOTTOM",84.0,11.425624437167325,-23.103315357130317
2026-01-28 07:00:00,3,8.05,1,"VOS-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",84.3,12.345387204359294,-16.913132243379316
2026-01-29 07:00:00,2,3.79,1,"VOS-BOTTOM, ANV-MOMENTUM",92.5,12.813277379404513,-13.764139955403387
2026-01-30 07:00:00,2,1.23,1,"VOS-BOTTOM, ANV-MOMENTUM",92.5,12.970880691171187,-12.703438876854856
2026-02-02 07:00:00,3,-4.61,0,"VOS-BOTTOM, VIX-BOTTOM, ANV-MOMENTUM",95.0,12.372923091308195,-16.727810344631845
2026-02-03 07:00:00,3,-7.88,0,"VOS-BOTTOM, VIX-BOTTOM, ANV-MOMENTUM",95.0,11.39793675171311,-23.28965888947485
2026-02-04 07:00:00,2,-6.46,0,"VIX-BOTTOM, ANV-MOMENTUM",92.5,10.661630037552442,-28.245146925214783
2026-02-05 07:00:00,3,-6.52,0,"VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",100.0,9.966491759104022,-32.92356334569079
2026-02-06 07:00:00,3,-1.02,0,"VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",100.0,9.864833543161161,-33.607742999564735
2026-02-09 07:00:00,3,4.36,1,"VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",100.0,10.294940285642989,-30.713040594345753
2026-02-10 07:00:00,3,9.05,1,"VOS-BOTTOM, GVR-BOTTOM, VIX-BOTTOM",100.0,11.22663238149368,-24.442570768134043
2026-02-11 07:00:00,4,8.08,1,"GVR-BOTTOM, VOS-BOTTOM, VHM-BOTTOM, VIX-BOTTOM",100.0,12.13374427791837,-18.33753048619927
2026-02-12 07:00:00,4,5.02,1,"GVR-BOTTOM, VOS-BOTTOM, VIX-BOTTOM, VHM-BOTTOM",100.0,12.742858240669872,-14.238074516606469
2026-02-13 07:00:00,3,5.26,1,"GVR-BOTTOM, VOS-BOTTOM, VHM-BOTTOM",100.0,13.413132584129107,-9.726997236179969
2026-02-23 07:00:00,2,-0.39,0,"GVR-BOTTOM, VHM-BOTTOM",100.0,13.360821367051003,-10.079061946958879
2026-02-24 07:00:00,2,-0.7,0,"GVR-BOTTOM, VHM-BOTTOM",100.0,13.267295617481645,-10.708508513330163
2026-02-25 07:00:00,3,0.01,1,"VOS-BOTTOM, VHM-BOTTOM, CTR-BOTTOM",89.3,13.268622347043394,-10.6995793641815
2026-02-26 07:00:00,3,0.87,1,"VOS-BOTTOM, GVR-BOTTOM, VHM-BOTTOM",100.0,13.38405936146267,-9.92266570464988
2026-02-27 07:00:00,1,-6.43,0,GVR-BOTTOM,100.0,12.52346434452062,-15.714638299840889
2026-03-02 07:00:00,2,-11.28,0,"VIX-BOTTOM, VHM-BOTTOM",100.0,11.110817566458694,-25.22202709961885
2026-03-05 07:00:00,2,-6.18,0,"VHM-BOTTOM, GVR-BOTTOM",100.0,10.424169040851547,-29.843305824862398
2026-03-06 07:00:00,3,-7.11,0,"VHM-BOTTOM, GVR-BOTTOM, VOS-BOTTOM",100.0,9.683010622047002,-34.83144678071468
2026-03-09 07:00:00,1,-2.32,0,VIX-BOTTOM,100.0,9.458364775615511,-36.34335721540211
2026-03-11 07:00:00,3,-1.2,0,"VHM-BOTTOM, VIX-BOTTOM, GVR-BOTTOM",100.0,9.344864398308125,-37.10723692881728
2026-03-12 07:00:00,3,-2.89,0,"VHM-BOTTOM, VIX-BOTTOM, GVR-BOTTOM",100.0,9.07479781719702,-38.92483778157446
2026-03-13 07:00:00,2,-0.39,0,"VHM-BOTTOM, VIX-BOTTOM",100.0,9.03940610570995,-39.163030914226326
2026-03-16 07:00:00,2,-4.42,0,"VHM-BOTTOM, VIX-BOTTOM",100.0,8.63986435583757,-41.852024947817526
2026-03-17 07:00:00,2,-5.97,0,"VHM-BOTTOM, VIX-BOTTOM",100.0,8.124064453794068,-45.32345905843281
2026-03-18 07:00:00,2,-0.93,0,"VHM-BOTTOM, VIX-BOTTOM",100.0,8.048510654373784,-45.831950889189386
2026-03-19 07:00:00,2,-2.0,0,"VHM-BOTTOM, VIX-BOTTOM",100.0,7.887540441286308,-46.9153118714056
2026-03-20 07:00:00,2,2.24,1,"VIX-BOTTOM, VHM-BOTTOM",100.0,8.064221347171122,-45.726214857325076
2026-03-23 07:00:00,1,4.3,1,VHM-BOTTOM,100.0,8.410982865099479,-43.39244209619007
2026-03-24 07:00:00,1,5.59,1,VIX-BOTTOM,100.0,8.88115680725854,-40.22807960936709
2026-03-26 07:00:00,3,5.95,1,"VHM-BOTTOM, VIX-BOTTOM, CTR-BOTTOM",89.3,9.409585637290425,-36.671650346124416
2026-03-27 07:00:00,2,-0.86,0,"ABB-MOMENTUM, CTR-BOTTOM",68.5,9.328663200809727,-37.21627415314776
2026-03-30 07:00:00,2,-2.43,0,"ABB-MOMENTUM, CTR-BOTTOM",68.5,9.101976685030051,-38.74191869122626
2026-03-31 07:00:00,2,-2.75,0,"ABB-MOMENTUM, CTR-BOTTOM",68.5,8.851672326191725,-40.42651592721753
2026-04-01 07:00:00,2,0.62,1,"GVR-BOTTOM, CTR-BOTTOM",84.0,8.906552694614113,-40.057160325966294
2026-04-02 07:00:00,4,1.47,1,"GVR-BOTTOM, ANV-MOMENTUM, ABB-MOMENTUM, CTR-BOTTOM",80.5,9.037479019224941,-39.176000582757986
2026-04-03 07:00:00,4,2.38,1,"GVR-BOTTOM, ANV-MOMENTUM, ABB-MOMENTUM, CTR-BOTTOM",80.5,9.252571019882495,-37.72838939662763
2026-04-06 07:00:00,3,5.85,1,"VIX-BOTTOM, GVR-BOTTOM, CTR-BOTTOM",89.3,9.793846424545622,-34.08550017633033
2026-04-07 07:00:00,3,3.35,1,"GVR-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",84.3,10.121940279767902,-31.877364432237385
2026-04-08 07:00:00,5,-1.77,0,"VOS-BOTTOM, GVR-BOTTOM, CTR-MOMENTUM, ANV-MOMENTUM, ABB-MOMENTUM",88.8,9.94278193681601,-33.08313508178679
2026-04-09 07:00:00,5,-0.87,0,"VOS-BOTTOM, GVR-BOTTOM, CTR-MOMENTUM, ANV-MOMENTUM, ABB-MOMENTUM",88.8,9.85627973396571,-33.66531180657525
2026-04-10 07:00:00,5,-0.11,0,"VOS-BOTTOM, CTR-MOMENTUM, ANV-MOMENTUM, ABB-MOMENTUM, CTR-BOTTOM",82.4,9.845437826258348,-33.73827996358801
2026-04-13 07:00:00,3,1.51,1,"VOS-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",84.3,9.994103937434847,-32.73772799103821
2026-04-14 07:00:00,4,-1.14,0,"GVR-BOTTOM, VOS-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",88.2,9.88017115254809,-33.50451789194037
2026-04-15 07:00:00,3,-2.34,0,"GVR-BOTTOM, VOS-BOTTOM, CTR-BOTTOM",89.3,9.648975147578465,-35.06051217326897
2026-04-16 07:00:00,4,-1.24,0,"GVR-BOTTOM, VOS-BOTTOM, CTR-MOMENTUM, CTR-BOTTOM",89.5,9.529327855748493,-35.86576182232042
2026-04-17 07:00:00,5,-2.14,0,"GVR-BOTTOM, VOS-BOTTOM, CTR-MOMENTUM, ANV-MOMENTUM, CTR-BOTTOM",88.6,9.325400239635476,-37.23823451932275
2026-04-20 07:00:00,4,-2.79,0,"GVR-BOTTOM, VOS-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",88.2,9.065221572949646,-38.98928777623365
2026-04-21 07:00:00,3,-1.65,0,"GVR-BOTTOM, VOS-BOTTOM, ANV-MOMENTUM",95.0,8.915645416995977,-39.9959645279258
2026-04-22 07:00:00,3,1.02,1,"GVR-BOTTOM, VOS-BOTTOM, ANV-MOMENTUM",95.0,9.006585000249336,-39.38392336611064
2026-04-23 07:00:00,3,0.3,1,"GVR-BOTTOM, VOS-BOTTOM, CTR-BOTTOM",89.3,9.033604755250083,-39.20207513620898
2026-04-24 07:00:00,3,0.69,1,"GVR-BOTTOM, VOS-BOTTOM, CTR-BOTTOM",89.3,9.095936628061308,-38.78256945464883
2026-04-28 07:00:00,5,1.69,1,"GVR-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, CTR-MOMENTUM, CTR-BOTTOM",91.6,9.249657957075543,-37.7479948784324
2026-04-29 07:00:00,3,4.57,1,"VIX-BOTTOM, GVR-BOTTOM, VOS-BOTTOM",100.0,9.672367325713896,-34.90307824437675
2026-05-04 07:00:00,4,2.62,1,"VIX-BOTTOM, VOS-BOTTOM, ABB-MOMENTUM, PDR-MOMENTUM",84.5,9.9257833496476,-33.19753889437942
2026-05-05 07:00:00,2,7.41,1,"VIX-BOTTOM, PDR-MOMENTUM",84.5,10.661283895856489,-28.24747652645293
2026-05-06 07:00:00,3,-0.99,0,"VOS-BOTTOM, ABB-MOMENTUM, PDR-MOMENTUM",79.3,10.555737185287509,-28.957826508841055
2026-05-07 07:00:00,3,-0.62,0,"VOS-BOTTOM, PDR-MOMENTUM, ABB-MOMENTUM",79.3,10.490291614738727,-29.398287984486238
2026-05-08 07:00:00,1,-0.8,0,ABB-MOMENTUM,69.0,10.406369281820817,-29.96310168061035
2026-05-11 07:00:00,2,6.08,1,"GVR-BOTTOM, ABB-MOMENTUM",84.5,11.039076534155523,-25.704858262791454
2026-05-12 07:00:00,1,-0.8,0,ABB-MOMENTUM,69.0,10.95076392188228,-26.29921939668912
2026-05-13 07:00:00,2,1.23,1,"VHM-BOTTOM, VOS-BOTTOM",100.0,11.08545831812143,-25.392699795268403
2026-05-14 07:00:00,2,-0.5,0,"VHM-BOTTOM, VOS-BOTTOM",100.0,11.030031026530823,-25.76573629629206
2026-05-15 07:00:00,2,-3.5,0,"VHM-BOTTOM, VOS-BOTTOM",100.0,10.643979940602243,-28.363935525921846
2026-05-18 07:00:00,4,0.4,1,"VHM-BOTTOM, VOS-BOTTOM, ABB-MOMENTUM, CTR-BOTTOM",84.2,10.686555860364653,-28.07739126802553
2026-05-19 07:00:00,2,-3.7,0,"VOS-BOTTOM, GVR-BOTTOM",100.0,10.29115329353116,-30.738527791108584
2026-05-20 07:00:00,4,-1.05,0,"VOS-BOTTOM, VHM-BOTTOM, PDR-MOMENTUM, ABB-MOMENTUM",84.5,10.183096183949083,-31.465773249301943
2026-05-21 07:00:00,3,-2.33,0,"VOS-BOTTOM, GVR-BOTTOM, ABB-MOMENTUM",89.7,9.945830042863069,-33.06262073259322
2026-05-22 07:00:00,4,-1.7,0,"VOS-BOTTOM, GVR-BOTTOM, ABB-MOMENTUM, CTR-BOTTOM",84.2,9.776750932134396,-34.20055618013913
