Ngày tín hiệu,Số mã trong danh mục,Lợi nhuận danh mục T+5 sau phí %,Win danh mục,Danh sách mã,Điểm TB,Equity giả lập,Drawdown giả lập %
2024-10-01 07:00:00,1,-2.17,0,ABB-MOMENTUM,69.0,2.5242795717427353,-10.03610219795853
2024-10-02 07:00:00,1,-3.4,0,ABB-MOMENTUM,69.0,2.4384540663034824,-13.094874723227933
2024-10-03 07:00:00,1,-2.17,0,ABB-MOMENTUM,69.0,2.385539613064697,-14.98071594173389
2024-10-04 07:00:00,1,5.14,1,CTR-MOMENTUM,90.0,2.508156349176222,-10.61072474113901
2024-10-07 07:00:00,1,3.58,1,CTR-MOMENTUM,90.0,2.597948346476731,-7.4105886868717885
2024-10-16 07:00:00,1,-6.13,0,CTR-MOMENTUM,90.0,2.4386941128377075,-13.086319600366547
2024-10-25 07:00:00,1,-4.24,0,PDR-MOMENTUM,69.0,2.335293482453389,-16.771459649310994
2024-10-28 07:00:00,1,-3.85,0,PDR-MOMENTUM,69.0,2.2453846833789335,-19.97575845281252
2024-10-29 07:00:00,1,-0.8,0,PDR-MOMENTUM,69.0,2.227421605911902,-20.615952385190017
2024-11-06 07:00:00,1,-1.76,0,PDR-MOMENTUM,69.0,2.1882189856478527,-22.01311162321067
2024-11-11 07:00:00,1,-6.5,0,VIX-BOTTOM,100.0,2.0459847515807423,-27.082259367701976
2024-11-12 07:00:00,1,-8.71,0,VIX-BOTTOM,100.0,1.8677794797180598,-33.433394576775136
2024-11-13 07:00:00,1,-5.47,0,VIX-BOTTOM,100.0,1.765611942177482,-37.07458789342552
2024-11-14 07:00:00,1,-1.3,0,VIX-BOTTOM,100.0,1.7426589869291749,-37.892618250811
2024-11-15 07:00:00,1,-0.54,0,VIX-BOTTOM,100.0,1.7332486283997575,-38.2279981122566
2024-11-18 07:00:00,1,-1.43,0,VIX-BOTTOM,100.0,1.708463173013641,-39.111337739251326
2024-11-19 07:00:00,1,4.67,1,VIX-BOTTOM,100.0,1.788248403193378,-36.26783721167437
2024-11-20 07:00:00,1,3.07,1,VIX-BOTTOM,100.0,1.8431476291714146,-34.311259814072784
2024-11-21 07:00:00,1,0.46,1,VIX-BOTTOM,100.0,1.851626108265603,-34.00909160921752
2024-11-22 07:00:00,1,2.53,1,VIX-BOTTOM,100.0,1.8984722488047228,-32.339521626930726
2024-11-25 07:00:00,1,1.35,1,VIX-BOTTOM,100.0,1.9241016241635867,-31.42610516889428
2024-11-26 07:00:00,2,-3.27,0,"VIX-BOTTOM, PDR-MOMENTUM",84.5,1.8611835010534374,-33.66847152987143
2024-11-27 07:00:00,2,-4.58,0,"VIX-BOTTOM, PDR-MOMENTUM",84.5,1.7759412967051902,-36.706455533803314
2024-11-28 07:00:00,2,2.48,1,"VIX-BOTTOM, PDR-MOMENTUM",84.5,1.8199846408634788,-35.13677563104164
2024-11-29 07:00:00,2,1.83,1,"VIX-BOTTOM, PDR-MOMENTUM",84.5,1.8532903597912804,-33.949778625089714
2024-12-20 07:00:00,1,-0.47,0,CTR-MOMENTUM,90.0,1.8445798951002614,-34.26021466555178
2024-12-31 07:00:00,1,-2.95,0,VIX-BOTTOM,100.0,1.7901647881948037,-36.199538332918
2025-01-06 07:00:00,1,-5.74,0,VIX-BOTTOM,100.0,1.687409329352422,-39.86168483260851
2025-01-07 07:00:00,1,-5.66,0,VIX-BOTTOM,100.0,1.591901961311075,-43.26551347108287
2025-01-08 07:00:00,1,-4.81,0,VIX-BOTTOM,100.0,1.5153314769720123,-45.99444227312378
2025-01-09 07:00:00,2,-0.85,0,"VIX-BOTTOM, CTR-MOMENTUM",95.0,1.5024511594177503,-46.453489513802225
2025-01-10 07:00:00,1,2.18,1,VIX-BOTTOM,100.0,1.5352045946930573,-45.28617558520311
2025-01-13 07:00:00,1,3.57,1,VIX-BOTTOM,100.0,1.5900113987235995,-43.33289205359486
2025-01-14 07:00:00,1,5.13,1,VIX-BOTTOM,100.0,1.67157898347812,-40.425869415944284
2025-01-15 07:00:00,1,1.09,1,VIX-BOTTOM,100.0,1.6897991943980315,-39.77651139257807
2025-01-16 07:00:00,2,1.78,1,"VIX-BOTTOM, CTR-MOMENTUM",95.0,1.7198776200583166,-38.70453329536596
2025-01-17 07:00:00,1,3.54,1,VIX-BOTTOM,100.0,1.7807612878083812,-36.53467377402191
2025-01-20 07:00:00,1,2.47,1,VIX-BOTTOM,100.0,1.824746091617248,-34.967080216240255
2025-01-22 07:00:00,1,5.15,1,VIX-BOTTOM,100.0,1.9187205153355364,-31.617884847376622
2025-02-05 07:00:00,1,-0.8,0,ABB-MOMENTUM,69.0,1.9033707512128522,-32.16494176859761
2025-02-06 07:00:00,1,-0.8,0,ABB-MOMENTUM,69.0,1.8881437852031493,-32.70762223444883
2025-02-07 07:00:00,2,-0.4,0,"ABB-MOMENTUM, PDR-MOMENTUM",69.0,1.8805912100623368,-32.976791745511036
2025-02-10 07:00:00,1,5.87,1,ABB-MOMENTUM,69.0,1.9909819140929959,-29.042529420972542
2025-02-11 07:00:00,1,3.15,1,ABB-MOMENTUM,69.0,2.0536978443869254,-26.80736909773317
2025-02-12 07:00:00,1,4.1,1,TVS-MOMENTUM,65.0,2.137899456006789,-23.806471230740232
2025-02-13 07:00:00,1,5.43,1,TVS-MOMENTUM,65.0,2.253987396467958,-19.669162618569413
2025-02-14 07:00:00,2,2.74,1,"ABB-MOMENTUM, TVS-MOMENTUM",67.0,2.3157466511311804,-17.468097674318205
2025-02-17 07:00:00,1,-0.8,0,ABB-MOMENTUM,69.0,2.297220677922131,-18.12835289292366
2025-02-18 07:00:00,1,0.47,1,ABB-MOMENTUM,69.0,2.308017615108365,-17.7435561515204
2025-02-19 07:00:00,1,-0.8,0,ABB-MOMENTUM,69.0,2.2895534741874983,-18.401607702308233
2025-02-20 07:00:00,2,-0.4,0,"PDR-MOMENTUM, ABB-MOMENTUM",69.0,2.2803952602907485,-18.728001271498997
2025-02-21 07:00:00,2,-0.73,0,"PDR-MOMENTUM, ABB-MOMENTUM",69.0,2.263748374890626,-19.321286862217047
2025-02-24 07:00:00,1,3.11,1,PDR-MOMENTUM,69.0,2.3341509493497243,-16.812178883632
2025-02-25 07:00:00,2,-1.01,0,"PDR-MOMENTUM, ABB-MOMENTUM",69.0,2.3105760247612923,-17.65237587690731
2025-02-27 07:00:00,1,0.18,1,PDR-MOMENTUM,69.0,2.314735061605863,-17.504150153485742
2025-03-11 07:00:00,1,4.01,1,ABB-MOMENTUM,69.0,2.407555937576258,-14.19606657464052
2025-03-17 07:00:00,1,-4.32,0,ABB-MOMENTUM,69.0,2.3035495210729633,-17.90279649861606
2025-03-19 07:00:00,1,-5.69,0,ABB-MOMENTUM,69.0,2.172477553323912,-22.5741273778448
2025-03-20 07:00:00,1,-3.79,0,PDR-MOMENTUM,69.0,2.0901406540529353,-25.508567950224492
2025-03-21 07:00:00,1,-5.7,0,PDR-MOMENTUM,69.0,1.9710026367719178,-29.7545795770617
2025-04-08 07:00:00,1,11.78,1,VIX-BOTTOM,100.0,2.2031867473836497,-21.47966905123957
2025-04-10 07:00:00,1,11.84,1,VIX-BOTTOM,100.0,2.464044058273874,-12.182861866906325
2025-05-07 07:00:00,1,4.94,1,VIX-BOTTOM,100.0,2.5857678347526036,-7.844695243131494
2025-05-09 07:00:00,1,-1.71,0,PDR-MOMENTUM,69.0,2.541551204778334,-9.42055095447395
2025-05-12 07:00:00,1,0.11,1,PDR-MOMENTUM,69.0,2.5443469111035903,-9.32091356052387
2025-05-13 07:00:00,1,0.12,1,PDR-MOMENTUM,69.0,2.547400127396915,-9.212098656796485
2025-05-14 07:00:00,1,-1.06,0,PDR-MOMENTUM,69.0,2.5203976860465076,-10.174450411034442
2025-05-15 07:00:00,1,-3.33,0,ABB-MOMENTUM,69.0,2.436468443101159,-13.16564121234699
2025-05-16 07:00:00,1,-2.08,0,ABB-MOMENTUM,69.0,2.3857898994846547,-14.971795875130178
2025-05-19 07:00:00,1,0.5,1,ABB-MOMENTUM,69.0,2.3977188489820778,-14.546654854505835
2025-05-20 07:00:00,1,-0.49,0,CTR-MOMENTUM,90.0,2.3859700266220654,-14.965376245718765
2025-05-21 07:00:00,1,5.75,1,ABB-MOMENTUM,69.0,2.523163303152834,-10.075885379847593
2025-05-27 07:00:00,2,-1.5,0,"CTR-MOMENTUM, ABB-MOMENTUM",79.5,2.4853158536055417,-11.42474709914988
2025-05-28 07:00:00,1,-2.0,0,ABB-MOMENTUM,69.0,2.435609536533431,-13.196252157166876
2025-05-29 07:00:00,1,-0.8,0,ABB-MOMENTUM,69.0,2.4161246602411635,-13.890682139909549
2025-05-30 07:00:00,2,1.25,1,"PDR-MOMENTUM, ABB-MOMENTUM",69.0,2.446326218494178,-12.814315666658416
2025-06-02 07:00:00,2,-2.94,0,"ABB-MOMENTUM, TVS-MOMENTUM",67.0,2.374404227670449,-15.377574786058668
2025-06-03 07:00:00,1,-2.02,0,ABB-MOMENTUM,69.0,2.326441262271506,-17.086947775380278
2025-06-04 07:00:00,2,-2.35,0,"ANV-MOMENTUM, TVS-MOMENTUM",75.0,2.2717698926081256,-19.035404502658835
2025-06-05 07:00:00,1,-1.43,0,ANV-MOMENTUM,85.0,2.2392835831438296,-20.193198218270815
2025-06-06 07:00:00,1,-0.8,0,ANV-MOMENTUM,85.0,2.221369314478679,-20.831652632524655
2025-06-11 07:00:00,1,0.39,1,ABB-MOMENTUM,69.0,2.2300326548051457,-20.522896077791497
2025-06-12 07:00:00,1,-0.8,0,ABB-MOMENTUM,69.0,2.2121923935667045,-21.158712909169164
2025-06-13 07:00:00,2,1.77,1,"VIX-BOTTOM, ABB-MOMENTUM",84.5,2.251348198932835,-19.76322212766146
2025-06-16 07:00:00,1,5.55,1,ANV-MOMENTUM,85.0,2.376298023973608,-15.310080955746663
2025-06-17 07:00:00,2,5.34,1,"VIX-BOTTOM, ANV-MOMENTUM",92.5,2.503192338453798,-10.787639278783544
2025-06-18 07:00:00,2,5.17,1,"VIX-BOTTOM, ANV-MOMENTUM",92.5,2.6326073823518596,-6.175360229496651
2025-06-19 07:00:00,2,7.84,1,"VIX-BOTTOM, ANV-MOMENTUM",92.5,2.8390038011282455,0.0
2025-06-20 07:00:00,5,2.3,1,"VIX-BOTTOM, CTR-MOMENTUM, ANV-MOMENTUM, ABB-MOMENTUM, PDR-MOMENTUM",82.6,2.9043008885541948,0.0
2025-06-23 07:00:00,4,5.91,1,"VIX-BOTTOM, ANV-MOMENTUM, PDR-MOMENTUM, CTR-BOTTOM",80.5,3.0759450710677476,0.0
2025-06-24 07:00:00,3,8.35,1,"VIX-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",84.3,3.3327864845019044,0.0
2025-06-25 07:00:00,2,14.87,1,"ANV-MOMENTUM, CTR-BOTTOM",76.5,3.8283718347473377,0.0
2025-06-26 07:00:00,2,10.47,1,"ANV-MOMENTUM, CTR-BOTTOM",76.5,4.229202365845384,0.0
2025-06-30 07:00:00,2,1.2,1,"PDR-MOMENTUM, CTR-BOTTOM",68.5,4.279952794235529,0.0
2025-07-01 07:00:00,1,0.57,1,CTR-BOTTOM,68.0,4.304348525162672,0.0
2025-07-02 07:00:00,3,3.14,1,"CTR-MOMENTUM, PDR-MOMENTUM, CTR-BOTTOM",75.7,4.43950506885278,0.0
2025-07-03 07:00:00,1,1.1,1,CTR-BOTTOM,68.0,4.48833962461016,0.0
2025-07-04 07:00:00,1,-0.89,0,CTR-BOTTOM,68.0,4.4483934019511295,-0.8900000000000019
2025-07-07 07:00:00,1,-0.7,0,CTR-BOTTOM,68.0,4.4172546481374715,-1.5837700000000066
2025-07-08 07:00:00,2,-2.63,0,"CTR-MOMENTUM, CTR-BOTTOM",79.0,4.301080850891456,-4.172116849000007
2025-07-09 07:00:00,2,-0.63,0,"ABB-MOMENTUM, CTR-BOTTOM",68.5,4.27398404153084,-4.7758325128513075
2025-07-10 07:00:00,3,-0.03,0,"CTR-MOMENTUM, ABB-MOMENTUM, CTR-BOTTOM",75.7,4.27270184631838,-4.8043997630974555
2025-07-11 07:00:00,2,-0.58,0,"ABB-MOMENTUM, CTR-BOTTOM",68.5,4.247920175609734,-5.356534244471489
2025-07-14 07:00:00,3,-3.35,0,"CTR-MOMENTUM, ABB-MOMENTUM, CTR-BOTTOM",75.7,4.105614849726807,-8.527090347281696
2025-07-15 07:00:00,2,-1.24,0,"ABB-MOMENTUM, CTR-BOTTOM",68.5,4.054705225590195,-9.66135442697541
2025-07-16 07:00:00,2,2.53,1,"ABB-MOMENTUM, CTR-BOTTOM",68.5,4.157289267797627,-7.3757866939778705
2025-07-17 07:00:00,2,4.79,1,"ANV-MOMENTUM, ABB-MOMENTUM",77.0,4.356423423725134,-2.9390868766194123
2025-07-18 07:00:00,2,8.71,1,"ANV-MOMENTUM, ABB-MOMENTUM",77.0,4.7358679039315925,0.0
2025-07-21 07:00:00,1,5.85,1,ANV-MOMENTUM,85.0,5.012916176311591,0.0
2025-07-22 07:00:00,2,7.06,1,"ANV-MOMENTUM, ABB-MOMENTUM",77.0,5.366828058359189,0.0
2025-07-23 07:00:00,1,-6.7,0,ANV-MOMENTUM,85.0,5.007250578449124,-6.699999999999995
2025-07-25 07:00:00,1,-7.53,0,ANV-MOMENTUM,85.0,4.630204609891905,-13.725489999999995
2025-07-28 07:00:00,1,-2.21,0,ANV-MOMENTUM,85.0,4.527877088013294,-15.632156670999997
2025-07-31 07:00:00,1,17.75,1,ANV-MOMENTUM,85.0,5.331575271135653,-0.6568644801024925
2025-08-05 07:00:00,1,10.72,1,ANV-MOMENTUM,85.0,5.903120140201395,0.0
2025-08-06 07:00:00,3,7.1,1,"VHM-BOTTOM, ANV-MOMENTUM, PDR-MOMENTUM",84.7,6.322241670155694,0.0
2025-08-07 07:00:00,2,-3.26,0,"VHM-BOTTOM, ANV-MOMENTUM",92.5,6.116136591708618,-3.2599999999999962
2025-08-08 07:00:00,2,-2.67,0,"VHM-BOTTOM, ANV-MOMENTUM",92.5,5.952835744709998,-5.842957999999998
2025-08-11 07:00:00,2,0.45,1,"VHM-BOTTOM, ANV-MOMENTUM",92.5,5.979623505561193,-5.419251310999995
2025-08-12 07:00:00,2,0.62,1,"VHM-BOTTOM, ANV-MOMENTUM",92.5,6.0166971712956725,-4.832850669128197
2025-08-13 07:00:00,2,2.71,1,"VHM-BOTTOM, ANV-MOMENTUM",92.5,6.179749664637785,-2.2538209222615735
2025-08-14 07:00:00,1,5.48,1,VHM-BOTTOM,100.0,6.518399946259935,0.0
2025-08-15 07:00:00,2,7.36,1,"VHM-BOTTOM, TVS-MOMENTUM",82.5,6.998154182304665,0.0
2025-08-18 07:00:00,2,-2.27,0,"VHM-BOTTOM, ANV-MOMENTUM",92.5,6.8392960823663485,-2.2700000000000164
2025-08-19 07:00:00,2,3.68,1,"VHM-BOTTOM, ANV-MOMENTUM",92.5,7.09098217819743,0.0
2025-08-20 07:00:00,1,-2.47,0,ANV-MOMENTUM,85.0,6.915834918395952,-2.4700000000000055
2025-08-25 07:00:00,1,3.57,1,VHM-BOTTOM,100.0,7.162730224982688,0.0
2025-08-29 07:00:00,1,2.7,1,ANV-MOMENTUM,85.0,7.35612394105722,0.0
2025-09-03 07:00:00,1,2.2,1,ANV-MOMENTUM,85.0,7.517958667760479,0.0
2025-09-04 07:00:00,1,1.94,1,ANV-MOMENTUM,85.0,7.663807065915033,0.0
2025-09-05 07:00:00,1,3.58,1,ANV-MOMENTUM,85.0,7.938171358874792,0.0
2025-09-09 07:00:00,1,0.27,1,ANV-MOMENTUM,85.0,7.959604421543753,0.0
2025-09-10 07:00:00,1,1.18,1,ANV-MOMENTUM,85.0,8.05352775371797,0.0
2025-09-11 07:00:00,1,-3.1,0,ANV-MOMENTUM,85.0,7.8038683933527135,-3.1000000000000028
2025-09-12 07:00:00,1,-4.49,0,ANV-MOMENTUM,85.0,7.453474702491176,-7.450810000000008
2025-09-15 07:00:00,2,-7.77,0,"ANV-MOMENTUM, CTR-BOTTOM",76.5,6.874339718107612,-14.641882063000011
2025-09-16 07:00:00,2,-3.01,0,"ANV-MOMENTUM, CTR-BOTTOM",76.5,6.667422092592572,-17.211161412903706
2025-09-17 07:00:00,3,-3.25,0,"VHM-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",84.3,6.450730874583313,-19.901798666984337
2025-09-18 07:00:00,2,-3.0,0,"VHM-BOTTOM, CTR-BOTTOM",84.0,6.257208948345814,-22.30474470697481
2025-09-19 07:00:00,4,-1.06,0,"VIX-BOTTOM, VHM-BOTTOM, CTR-MOMENTUM, CTR-BOTTOM",89.5,6.1908825334933475,-23.128314413080886
2025-09-22 07:00:00,1,1.61,1,VHM-BOTTOM,100.0,6.29055574228259,-21.89068027513149
2025-09-23 07:00:00,1,3.56,1,VHM-BOTTOM,100.0,6.514499526707851,-19.109988492926167
2025-09-24 07:00:00,1,2.47,1,VHM-BOTTOM,100.0,6.675407665017535,-17.11200520870144
2025-09-25 07:00:00,2,-5.08,0,"VHM-BOTTOM, PDR-MOMENTUM",84.5,6.336296955634644,-21.322715344099407
2025-09-26 07:00:00,2,-3.42,0,"VHM-BOTTOM, CTR-BOTTOM",84.0,6.119595599751939,-24.01347847933122
2025-09-29 07:00:00,2,-3.04,0,"VHM-BOTTOM, CTR-BOTTOM",84.0,5.93355989351948,-26.32346873355954
2025-09-30 07:00:00,2,1.5,1,"VHM-BOTTOM, ANV-MOMENTUM",92.5,6.022563291922272,-25.21832076456294
2025-10-01 07:00:00,2,8.1,1,"VHM-BOTTOM, ANV-MOMENTUM",92.5,6.510390918567976,-19.161004746492548
2025-10-02 07:00:00,2,14.19,1,"VHM-BOTTOM, ANV-MOMENTUM",92.5,7.4342153899127705,-7.6899513200198495
2025-10-03 07:00:00,3,10.99,1,"VHM-BOTTOM, VIX-BOTTOM, ANV-MOMENTUM",95.0,8.251235661264184,0.0
2025-10-06 07:00:00,2,12.43,1,"VHM-BOTTOM, ANV-MOMENTUM",92.5,9.276864253959323,0.0
2025-10-07 07:00:00,2,13.51,1,"VHM-BOTTOM, ANV-MOMENTUM",92.5,10.530168614669227,0.0
2025-10-08 07:00:00,2,5.48,1,"VHM-BOTTOM, ANV-MOMENTUM",92.5,11.107221854753101,0.0
2025-10-09 07:00:00,1,-7.24,0,ANV-MOMENTUM,85.0,10.303058992468976,-7.240000000000002
2025-10-10 07:00:00,2,-0.12,0,"ANV-MOMENTUM, ABB-MOMENTUM",77.0,10.290695321678013,-7.351311999999998
2025-10-13 07:00:00,3,-8.46,0,"GVR-BOTTOM, ANV-MOMENTUM, ABB-MOMENTUM",84.7,9.420102497464054,-15.189391004800001
2025-10-14 07:00:00,2,-6.46,0,"GVR-BOTTOM, ANV-MOMENTUM",92.5,8.811563876127876,-20.66815634588992
2025-10-15 07:00:00,2,-0.55,0,"GVR-BOTTOM, ABB-MOMENTUM",84.5,8.763100274809172,-21.104481485987524
2025-10-16 07:00:00,2,-0.88,0,"GVR-BOTTOM, ABB-MOMENTUM",84.5,8.685984992390852,-21.798762048910834
2025-10-17 07:00:00,2,-1.44,0,"GVR-BOTTOM, ABB-MOMENTUM",84.5,8.560906808500423,-22.924859875406522
2025-10-20 07:00:00,1,-2.19,0,VHM-BOTTOM,100.0,8.373422949394264,-24.612805444135123
2025-10-21 07:00:00,3,-3.19,0,"VHM-BOTTOM, VIX-BOTTOM, CTR-BOTTOM",89.3,8.106310757308586,-27.017656950467217
2025-10-22 07:00:00,3,3.74,1,"GVR-BOTTOM, ABB-MOMENTUM, CTR-BOTTOM",79.0,8.409486779631928,-24.28811732041468
2025-10-23 07:00:00,5,0.8,1,"GVR-BOTTOM, VIX-BOTTOM, ANV-MOMENTUM, ABB-MOMENTUM, CTR-BOTTOM",84.4,8.476762673868983,-23.682422258978008
2025-10-24 07:00:00,3,1.75,1,"GVR-BOTTOM, ABB-MOMENTUM, CTR-BOTTOM",79.0,8.62510602066169,-22.346864648510124
2025-10-27 07:00:00,3,-2.58,0,"GVR-BOTTOM, VHM-BOTTOM, CTR-BOTTOM",89.3,8.402578285328618,-24.35031554057857
2025-10-28 07:00:00,4,-4.59,0,"GVR-BOTTOM, VHM-BOTTOM, VIX-BOTTOM, CTR-BOTTOM",92.0,8.016899942032033,-27.822636057266013
2025-10-29 07:00:00,3,-1.49,0,"GVR-BOTTOM, VHM-BOTTOM, CTR-BOTTOM",89.3,7.8974481328957555,-28.89807878001276
2025-10-30 07:00:00,1,0.45,1,GVR-BOTTOM,100.0,7.932986649493786,-28.578120134522823
2025-10-31 07:00:00,1,-3.73,0,CTR-BOTTOM,68.0,7.637086247467668,-31.242156253505115
2025-11-03 07:00:00,2,-3.06,0,"GVR-BOTTOM, CTR-BOTTOM",84.0,7.403391408295158,-33.346146272147855
2025-11-04 07:00:00,2,-2.45,0,"GVR-BOTTOM, CTR-BOTTOM",84.0,7.222008318791927,-34.97916568848023
2025-11-05 07:00:00,1,0.19,1,CTR-BOTTOM,68.0,7.235730134597632,-34.85562610328834
2025-11-06 07:00:00,2,1.57,1,"GVR-BOTTOM, CTR-BOTTOM",84.0,7.349331097710815,-33.83285943310996
2025-11-07 07:00:00,1,2.9,1,CTR-BOTTOM,68.0,7.562461699544428,-31.914012356670163
2025-11-10 07:00:00,1,3.2,1,VOS-BOTTOM,100.0,7.80446047392985,-29.735260752083605
2025-11-11 07:00:00,3,3.07,1,"VOS-BOTTOM, GVR-BOTTOM, CTR-BOTTOM",89.3,8.044057410479496,-27.578133257172567
2025-11-12 07:00:00,3,0.92,1,"VOS-BOTTOM, CTR-MOMENTUM, CTR-BOTTOM",86.0,8.118062738655908,-26.911852083138555
2025-11-13 07:00:00,2,-0.97,0,"VOS-BOTTOM, CTR-BOTTOM",84.0,8.039317530090946,-27.62080711793211
2025-11-14 07:00:00,3,-2.33,0,"VOS-BOTTOM, GVR-BOTTOM, CTR-BOTTOM",89.3,7.852001431639827,-29.30724231208429
2025-11-17 07:00:00,3,0.57,1,"VHM-BOTTOM, VOS-BOTTOM, CTR-BOTTOM",89.3,7.896757839800173,-28.904293593263176
2025-11-18 07:00:00,5,-3.03,0,"VHM-BOTTOM, VOS-BOTTOM, GVR-BOTTOM, ANV-MOMENTUM, PDR-MOMENTUM",90.8,7.657486077254228,-31.058493497387296
2025-11-19 07:00:00,5,-0.65,0,"VHM-BOTTOM, VOS-BOTTOM, GVR-BOTTOM, ANV-MOMENTUM, PDR-MOMENTUM",90.8,7.607712417752076,-31.506613289654283
2025-11-20 07:00:00,5,-0.92,0,"VHM-BOTTOM, GVR-BOTTOM, VOS-BOTTOM, ANV-MOMENTUM, PDR-MOMENTUM",90.8,7.537721463508757,-32.13675244738946
2025-11-21 07:00:00,5,-2.13,0,"VHM-BOTTOM, VOS-BOTTOM, GVR-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",90.6,7.377167996336021,-33.582239620260054
2025-11-24 07:00:00,4,-1.68,0,"VHM-BOTTOM, VOS-BOTTOM, GVR-BOTTOM, ANV-MOMENTUM",96.2,7.253231573997575,-34.6980579946397
2025-11-25 07:00:00,2,0.86,1,"VHM-BOTTOM, VOS-BOTTOM",100.0,7.315609365533954,-34.13646129339361
2025-11-26 07:00:00,4,1.35,1,"VHM-BOTTOM, GVR-BOTTOM, VOS-BOTTOM, ABB-MOMENTUM",92.2,7.414370091968663,-33.24730352085441
2025-11-27 07:00:00,2,2.22,1,"VOS-BOTTOM, GVR-BOTTOM",100.0,7.578969108010367,-31.765393659017384
2025-11-28 07:00:00,2,3.66,1,"VOS-BOTTOM, GVR-BOTTOM",100.0,7.856359377363546,-29.268007066937418
2025-12-01 07:00:00,2,3.01,1,"VOS-BOTTOM, GVR-BOTTOM",100.0,8.09283579462219,-27.138974079652233
2025-12-02 07:00:00,3,1.41,1,"VOS-BOTTOM, GVR-BOTTOM, ABB-MOMENTUM",89.7,8.206944779326362,-26.111633614175332
2025-12-03 07:00:00,2,-0.56,0,"VOS-BOTTOM, GVR-BOTTOM",100.0,8.160985888562134,-26.52540846593595
2025-12-04 07:00:00,3,-3.5,0,"GVR-BOTTOM, ABB-MOMENTUM, PDR-MOMENTUM",79.3,7.875351382462459,-29.09701916962819
2025-12-05 07:00:00,1,-11.44,0,VIX-BOTTOM,100.0,6.974411184308753,-37.208320176622735
