Ngày,Mã,Giá,Hành động,Quyết định,Chiến lược,Risk Status,Score gốc,AI Confidence,RS20,RSI,Volume Ratio,ATR %,Dist MA20 %,Lợi TB T+2 %,Lợi TB T+5 %,Điểm V14.1,Điểm trước chặn,Tổng điểm cộng,Tổng điểm trừ,Hạng V14.1,Nhóm ưu tiên V14.1,Lý do cộng điểm,Lý do trừ điểm,Lý do khác biệt,Lý do chặn điểm
2026-05-21,VIX,19.1,WAIT,CHá» PULLBACK,MOMENTUM,PASS,75,88.0,6.52,72.22,0.88,4.58,6.48,,,63.0,63.0,40,27,B THEO DÕI,THEO DÕI THẬN TRỌNG,+12 Risk PASS | +5 Score gốc tốt 75 | +5 AI tốt 88 | +2 Win lịch sử hơi tốt 55.0% | +4 RS20 dương tốt 6.5 | +1 RSI hơi cao 72.2 | +4 ADX xu hướng tốt 29.9 | +5 ATR an toàn 4.6,-6 Tín hiệu còn chờ | -8 Mẫu lịch sử ít | -7 Mẫu OOS ít | -6 Mẫu regime ít,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít | Tín hiệu còn chờ | Mẫu lịch sử ít | Mẫu OOS ít | Mẫu regime ít | Risk PASS | Score gốc tốt 75 | AI tốt 88 | Win lịch sử hơi tốt 55.0% | RS20 dương tốt 6.5,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít
2026-05-21,BID,43.8,WAIT,CHá» PULLBACK,MOMENTUM,PASS,75,78.0,4.76,67.79,0.73,3.45,4.46,,,63.0,63.0,40,27,B THEO DÕI,THEO DÕI THẬN TRỌNG,+12 Risk PASS | +5 Score gốc tốt 75 | +5 AI tốt 78 | +2 Win lịch sử hơi tốt 55.0% | +1 RS20 dương nhẹ 4.8 | +1 RSI hơi cao 67.8 | +4 ADX xu hướng tốt 59.4 | +5 ATR an toàn 3.5,-6 Tín hiệu còn chờ | -8 Mẫu lịch sử ít | -7 Mẫu OOS ít | -6 Mẫu regime ít,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít | Tín hiệu còn chờ | Mẫu lịch sử ít | Mẫu OOS ít | Mẫu regime ít | Risk PASS | Score gốc tốt 75 | AI tốt 78 | Win lịch sử hơi tốt 55.0% | RS20 dương nhẹ 4.8,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít
2026-05-21,SBT,21.6,WAIT,CHá» PULLBACK,MOMENTUM,PASS,75,95.0,1.6,80.49,1.19,1.34,5.02,,,60.0,60.0,44,34,B THEO DÕI,THEO DÕI THẬN TRỌNG,+12 Risk PASS | +5 Score gốc tốt 75 | +8 AI rất cao 95 | +2 Win lịch sử hơi tốt 55.0% | +1 RS20 dương nhẹ 1.6 | +2 Volume ổn 1.19 | +4 ADX xu hướng tốt 80.6 | +5 ATR an toàn 1.3,-6 Tín hiệu còn chờ | -8 Mẫu lịch sử ít | -7 Mẫu OOS ít | -6 Mẫu regime ít | -7 RSI nóng 80.5,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít | Tín hiệu còn chờ | Mẫu lịch sử ít | Mẫu OOS ít | Mẫu regime ít | RSI nóng 80.5 | Risk PASS | Score gốc tốt 75 | AI rất cao 95 | Win lịch sử hơi tốt 55.0% | RS20 dương nhẹ 1.6,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít
2026-05-21,CMG,27.9,WATCHLIST,THEO DÃI,BOTTOM_WATCH,PASS,60,63.0,-6.88,51.22,1.12,2.65,0.19,,,59.0,59.0,30,21,C YẾU / CHỈ QUAN SÁT,KHÔNG ƯU TIÊN,+4 Tín hiệu theo dõi | +12 Risk PASS | +2 Win lịch sử hơi tốt 55.0% | +2 Volume ổn 1.12 | +5 ATR an toàn 2.6 | +5 Khoảng cách MA20 đẹp 0.2%,-8 Mẫu lịch sử ít | -7 Mẫu OOS ít | -6 Mẫu regime ít,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít | Mẫu lịch sử ít | Mẫu OOS ít | Mẫu regime ít | Tín hiệu theo dõi | Risk PASS | Win lịch sử hơi tốt 55.0% | Volume ổn 1.12 | ATR an toàn 2.6,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít
2026-05-21,SKG,9.23,WATCHLIST,THEO DÃI Máº NH,BOTTOM_WATCH,PASS,60,67.0,-5.58,29.49,1.55,1.67,-2.59,,,56.0,56.0,32,26,C YẾU / CHỈ QUAN SÁT,KHÔNG ƯU TIÊN,+4 Tín hiệu theo dõi | +12 Risk PASS | +2 Win lịch sử hơi tốt 55.0% | +5 Volume mạnh 1.55 | +4 ADX xu hướng tốt 30.1 | +5 ATR an toàn 1.7,-8 Mẫu lịch sử ít | -7 Mẫu OOS ít | -6 Mẫu regime ít | -5 RSI yếu 29.5,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít | Mẫu lịch sử ít | Mẫu OOS ít | Mẫu regime ít | RSI yếu 29.5 | Tín hiệu theo dõi | Risk PASS | Win lịch sử hơi tốt 55.0% | Volume mạnh 1.55 | ADX xu hướng tốt 30.1,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít
2026-05-21,TPB,15.6,BUY NOW,CHá» XÃC NHáº¬N,BOTTOM,PASS,80,71.0,-8.13,32.43,0.74,1.95,-2.24,,,55.0,55.0,41,36,C YẾU / CHỈ QUAN SÁT,KHÔNG ƯU TIÊN,+10 Tín hiệu mua rõ | +12 Risk PASS | +5 Score gốc tốt 80 | +2 Win lịch sử hơi tốt 55.0% | +4 ADX xu hướng tốt 37.2 | +5 ATR an toàn 1.9 | +3 Bottom mạnh 80,-8 Mẫu lịch sử ít | -7 Mẫu OOS ít | -6 Mẫu regime ít | -10 RS20 yếu -8.1 | -5 RSI yếu 32.4,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít | Mẫu lịch sử ít | Mẫu OOS ít | Mẫu regime ít | RS20 yếu -8.1 | RSI yếu 32.4 | Tín hiệu mua rõ | Risk PASS | Score gốc tốt 80 | Win lịch sử hơi tốt 55.0% | ADX xu hướng tốt 37.2,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít
2026-05-21,SSI,27.1,BUY NOW,CHá» XÃC NHáº¬N,BOTTOM,PASS,80,71.0,-9.64,43.37,0.94,2.45,-2.87,,,53.0,53.0,37,34,C YẾU / CHỈ QUAN SÁT,KHÔNG ƯU TIÊN,+10 Tín hiệu mua rõ | +12 Risk PASS | +5 Score gốc tốt 80 | +2 Win lịch sử hơi tốt 55.0% | +5 ATR an toàn 2.5 | +3 Bottom mạnh 80,-8 Mẫu lịch sử ít | -7 Mẫu OOS ít | -6 Mẫu regime ít | -10 RS20 yếu -9.6 | -3 ADX yếu 13.4,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít | Mẫu lịch sử ít | Mẫu OOS ít | Mẫu regime ít | RS20 yếu -9.6 | ADX yếu 13.4 | Tín hiệu mua rõ | Risk PASS | Score gốc tốt 80 | Win lịch sử hơi tốt 55.0% | ATR an toàn 2.5,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít
2026-05-21,ORS,13.1,WATCHLIST,THEO DÃI,BOTTOM_WATCH,PASS,65,54.0,-6.58,48.84,0.72,3.16,-1.96,,,50.0,50.0,27,27,C YẾU / CHỈ QUAN SÁT,KHÔNG ƯU TIÊN,+4 Tín hiệu theo dõi | +12 Risk PASS | +2 Win lịch sử hơi tốt 55.0% | +4 ADX xu hướng tốt 35.9 | +5 ATR an toàn 3.2,-6 AI thấp 54 | -8 Mẫu lịch sử ít | -7 Mẫu OOS ít | -6 Mẫu regime ít,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít | AI thấp 54 | Mẫu lịch sử ít | Mẫu OOS ít | Mẫu regime ít | Tín hiệu theo dõi | Risk PASS | Win lịch sử hơi tốt 55.0% | ADX xu hướng tốt 35.9 | ATR an toàn 3.2,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít
2026-05-21,MBS,19.3,WATCHLIST,THEO DÃI,BOTTOM_WATCH,PASS,65,56.0,-8.18,48.15,1.03,3.15,-1.28,,,48.0,48.0,29,31,D BỎ QUA,KHÔNG ƯU TIÊN,+4 Tín hiệu theo dõi | +12 Risk PASS | +2 Win lịch sử hơi tốt 55.0% | +2 Volume ổn 1.03 | +4 ADX xu hướng tốt 52.8 | +5 ATR an toàn 3.1,-8 Mẫu lịch sử ít | -7 Mẫu OOS ít | -6 Mẫu regime ít | -10 RS20 yếu -8.2,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít | Mẫu lịch sử ít | Mẫu OOS ít | Mẫu regime ít | RS20 yếu -8.2 | Tín hiệu theo dõi | Risk PASS | Win lịch sử hơi tốt 55.0% | Volume ổn 1.03 | ADX xu hướng tốt 52.8,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít
2026-05-21,DBC,21.75,WATCHLIST,THEO DÃI,BOTTOM_WATCH,PASS,65,56.0,-9.71,27.03,0.8,1.72,-3.6,,,41.0,41.0,27,36,D BỎ QUA,KHÔNG ƯU TIÊN,+4 Tín hiệu theo dõi | +12 Risk PASS | +2 Win lịch sử hơi tốt 55.0% | +4 ADX xu hướng tốt 36.6 | +5 ATR an toàn 1.7,-8 Mẫu lịch sử ít | -7 Mẫu OOS ít | -6 Mẫu regime ít | -10 RS20 yếu -9.7 | -5 RSI yếu 27.0,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít | Mẫu lịch sử ít | Mẫu OOS ít | Mẫu regime ít | RS20 yếu -9.7 | RSI yếu 27.0 | Tín hiệu theo dõi | Risk PASS | Win lịch sử hơi tốt 55.0% | ADX xu hướng tốt 36.6 | ATR an toàn 1.7,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít
2026-05-21,MBB,24.8,WATCHLIST,THEO DÃI,BOTTOM_WATCH,PASS,65,60.0,-9.14,22.22,1.12,1.53,-4.0,,,39.0,39.0,25,36,D BỎ QUA,KHÔNG ƯU TIÊN,+4 Tín hiệu theo dõi | +12 Risk PASS | +2 Win lịch sử hơi tốt 55.0% | +2 Volume ổn 1.12 | +5 ATR an toàn 1.5,-8 Mẫu lịch sử ít | -7 Mẫu OOS ít | -6 Mẫu regime ít | -10 RS20 yếu -9.1 | -5 RSI yếu 22.2,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít | Mẫu lịch sử ít | Mẫu OOS ít | Mẫu regime ít | RS20 yếu -9.1 | RSI yếu 22.2 | Tín hiệu theo dõi | Risk PASS | Win lịch sử hơi tốt 55.0% | Volume ổn 1.12 | ATR an toàn 1.5,Bị chặn A+ vì mẫu lịch sử/OOS/regime còn ít
