time,open,high,low,close,volume
2024-01-29,43.29,43.48,42.86,42.95,4132041
2024-01-30,42.95,43.77,42.86,43.72,7142787
2024-01-31,44.01,44.2,43.0,43.34,8747005
2024-02-01,43.34,44.97,43.34,44.49,11309166
2024-02-02,44.78,45.65,44.4,45.65,11953031
2024-02-05,45.74,45.84,45.07,45.65,7541893
2024-02-06,45.74,45.74,45.07,45.26,5406983
2024-02-07,45.22,45.31,44.73,44.88,5709528
2024-02-15,45.22,45.26,44.16,44.16,9344418
2024-02-16,44.69,44.88,44.11,44.59,5004113
2024-02-19,44.78,45.46,44.44,45.07,7508409
2024-02-20,45.22,45.22,44.3,45.07,7874063
2024-02-21,44.97,44.97,44.3,44.4,6482170
2024-02-22,44.59,44.59,43.53,43.63,11207252
2024-02-23,43.63,43.87,42.33,42.37,17645284
2024-02-26,42.37,42.86,41.46,42.71,13536146
2024-02-27,43.05,43.53,42.76,43.1,9639563
2024-02-28,43.34,44.16,43.1,43.63,13794972
2024-02-29,44.69,45.26,44.3,44.49,13896914
2024-03-01,44.83,45.55,44.4,44.88,15367910
2024-03-04,44.88,46.18,44.88,45.65,16601088
2024-03-05,45.84,48.15,45.74,48.15,22389795
2024-03-06,48.15,48.44,46.52,46.9,15090680
2024-03-07,46.9,47.43,46.32,47.19,9444782
2024-03-08,47.43,47.43,45.26,45.99,20605075
2024-03-11,45.74,46.52,44.54,44.69,13810505
2024-03-12,44.44,46.13,44.35,45.02,16655934
2024-03-13,45.07,46.9,45.07,46.76,8938689
2024-03-14,47.0,47.19,45.36,45.5,13310287
2024-03-15,45.5,45.94,44.83,45.6,8872873
2024-03-18,45.46,46.18,43.96,44.2,12159957
2024-03-19,44.3,44.69,43.67,43.82,8067807
2024-03-20,43.92,46.85,43.92,46.23,20647586
2024-03-21,46.71,47.14,46.23,46.71,9100016
2024-03-22,46.9,47.57,46.23,47.29,12088266
2024-03-25,47.19,48.44,46.52,46.52,10372726
2024-03-26,46.52,47.09,46.03,46.85,7526287
2024-03-27,47.0,49.5,46.76,48.83,12745979
2024-03-28,48.92,50.27,48.54,49.12,11657703
2024-03-29,49.12,50.08,48.92,49.21,11817070
2024-04-01,48.92,50.66,48.83,49.5,13705151
2024-04-02,49.12,49.69,48.1,49.69,12316214
2024-04-03,49.12,49.31,48.06,48.35,14389427
2024-04-04,48.15,48.83,47.19,48.83,13053485
2024-04-05,48.15,49.6,47.62,49.12,8147867
2024-04-08,49.12,49.12,47.96,48.15,6087872
2024-04-09,48.15,51.14,47.96,50.85,19495883
2024-04-10,50.95,51.23,49.79,50.08,10164178
2024-04-11,49.31,50.85,49.31,50.37,6972154
2024-04-12,50.37,50.66,49.69,50.08,6668264
2024-04-15,49.79,50.08,47.67,48.06,16511173
2024-04-16,47.67,48.15,46.9,48.06,11621543
2024-04-17,48.54,48.54,47.14,47.57,6953731
2024-04-19,47.43,47.48,46.27,46.42,9476611
2024-04-22,47.38,47.57,46.37,46.8,12295137
2024-04-23,47.29,48.44,46.85,47.96,18045910
2024-04-24,48.35,50.37,48.01,50.37,11536286
2024-04-25,50.17,51.81,49.5,51.81,19326311
2024-04-26,51.52,52.97,51.04,52.87,11871272
2024-05-02,53.93,54.7,52.68,53.55,21962618
2024-05-03,53.64,55.09,52.97,53.64,29623206
2024-05-06,54.03,56.63,53.74,56.15,11265169
2024-05-07,56.63,57.3,55.38,57.11,9467128
2024-05-08,56.43,57.11,56.05,56.92,8131162
2024-05-09,56.82,57.01,56.24,56.72,10479475
2024-05-10,56.63,56.82,55.28,56.72,9755665
2024-05-13,56.72,56.72,55.86,56.15,7244896
2024-05-14,56.34,58.75,55.86,57.88,16227401
2024-05-15,58.36,59.81,57.78,58.55,13076073
2024-05-16,58.65,58.84,57.49,57.69,12949145
2024-05-17,57.59,58.07,56.82,57.4,8968094
