time,open,high,low,close,volume
2025-08-13 07:00:00,28.8,28.95,28.5,28.65,5413300
2025-08-14 07:00:00,28.9,28.95,28.15,28.25,7251400
2025-08-15 07:00:00,28.3,28.8,28.05,28.1,4437700
2025-08-18 07:00:00,28.1,29.8,28.0,28.7,8891000
2025-08-19 07:00:00,28.75,28.9,28.2,28.25,5878400
2025-08-20 07:00:00,28.25,28.4,26.55,27.5,7342100
2025-08-21 07:00:00,27.5,27.9,27.15,27.3,4317600
2025-08-22 07:00:00,26.9,27.5,26.25,26.3,5505500
2025-08-25 07:00:00,26.6,27.05,26.0,26.0,3347500
2025-08-26 07:00:00,26.05,26.9,26.05,26.75,2217800
2025-08-27 07:00:00,27.1,27.1,26.6,26.75,3369400
2025-08-28 07:00:00,26.85,27.0,26.65,26.65,2034200
2025-08-29 07:00:00,26.95,27.2,26.7,26.7,2754200
2025-09-03 07:00:00,26.7,27.2,26.4,26.65,4596400
2025-09-04 07:00:00,26.7,26.95,26.65,26.95,4256900
2025-09-05 07:00:00,27.2,28.1,27.15,27.3,7748800
2025-09-08 07:00:00,27.3,27.65,26.45,26.5,4295700
2025-09-09 07:00:00,26.7,26.7,26.05,26.4,3508400
2025-09-10 07:00:00,26.5,26.65,26.15,26.35,2106200
2025-09-11 07:00:00,26.4,26.45,25.75,26.25,2626000
2025-09-12 07:00:00,26.45,26.85,26.3,26.65,2044100
2025-09-15 07:00:00,26.75,27.4,26.65,27.4,4718700
2025-09-16 07:00:00,27.65,27.8,27.4,27.5,5022900
2025-09-17 07:00:00,27.5,27.7,26.9,26.9,2971700
2025-09-18 07:00:00,26.8,27.1,26.45,26.55,2143400
2025-09-19 07:00:00,26.55,26.8,25.8,25.8,4849600
2025-09-22 07:00:00,26.15,26.35,25.85,25.85,2092400
2025-09-23 07:00:00,26.1,26.2,25.85,26.0,947800
2025-09-24 07:00:00,26.0,26.35,25.85,26.2,1562500
2025-09-25 07:00:00,26.35,26.8,26.3,26.65,1561800
2025-09-26 07:00:00,26.7,26.8,26.25,26.25,1637100
2025-09-29 07:00:00,26.3,26.3,26.0,26.0,1571800
2025-09-30 07:00:00,25.7,25.75,24.85,25.1,11670200
2025-10-01 07:00:00,25.1,25.3,24.95,25.0,3948800
2025-10-02 07:00:00,25.1,25.25,23.85,23.85,8470100
2025-10-03 07:00:00,23.85,24.4,23.85,24.05,4978000
2025-10-06 07:00:00,24.25,24.65,24.1,24.6,4820500
2025-10-07 07:00:00,24.9,24.9,24.05,24.05,3732000
2025-10-08 07:00:00,24.5,24.5,24.0,24.1,2837700
2025-10-09 07:00:00,24.2,24.35,24.05,24.1,3656900
2025-10-10 07:00:00,24.4,24.7,24.15,24.45,3968300
2025-10-13 07:00:00,24.4,24.4,23.95,24.2,4652700
2025-10-14 07:00:00,24.2,24.4,23.9,23.95,5768100
2025-10-15 07:00:00,24.0,24.05,23.35,23.4,8837200
2025-10-16 07:00:00,23.55,23.85,23.25,23.85,3904900
2025-10-17 07:00:00,23.9,23.95,23.15,23.15,6057500
2025-10-20 07:00:00,23.15,23.65,22.1,22.15,5348900
2025-10-21 07:00:00,22.25,23.2,22.2,23.2,5032800
2025-10-22 07:00:00,23.2,23.5,22.9,23.5,3775800
2025-10-23 07:00:00,23.5,23.65,23.1,23.3,1656700
2025-10-24 07:00:00,23.3,23.4,22.85,23.0,1801100
2025-10-27 07:00:00,23.2,23.85,22.95,23.6,5454500
2025-10-28 07:00:00,23.6,23.7,23.3,23.7,3230900
2025-10-29 07:00:00,24.0,24.25,23.85,23.95,4503900
2025-10-30 07:00:00,24.0,24.2,23.85,24.0,2785500
2025-10-31 07:00:00,24.0,24.45,23.95,24.0,5212400
2025-11-03 07:00:00,24.05,24.15,23.2,23.2,3766100
2025-11-04 07:00:00,23.2,23.7,22.6,23.7,4559900
2025-11-05 07:00:00,23.9,24.95,23.7,24.9,12026900
2025-11-06 07:00:00,24.95,24.95,24.4,24.45,3929000
2025-11-07 07:00:00,24.45,24.75,23.5,23.65,5475700
2025-11-10 07:00:00,23.7,23.9,23.3,23.3,3612600
2025-11-11 07:00:00,23.45,23.6,23.05,23.2,2725000
2025-11-12 07:00:00,23.5,23.65,23.3,23.6,2172200
2025-11-13 07:00:00,23.85,24.65,23.75,23.95,5923200
2025-11-14 07:00:00,23.85,24.1,23.75,23.85,2410900
2025-11-17 07:00:00,24.05,24.45,23.85,24.35,3941500
2025-11-18 07:00:00,24.5,24.5,23.95,24.15,3464800
2025-11-19 07:00:00,24.15,25.15,24.15,24.45,11481000
