time,open,high,low,close,volume
2023-11-27 07:00:00,1095.59,1096.84,1085.69,1088.06,507177400
2023-11-28 07:00:00,1088.54,1095.43,1076.45,1095.43,593255200
2023-11-29 07:00:00,1097.28,1105.28,1095.43,1102.8,562813100
2023-11-30 07:00:00,1101.75,1107.45,1094.13,1094.13,659979600
2023-12-01 07:00:00,1099.18,1102.2,1090.08,1102.16,569333300
2023-12-04 07:00:00,1107.74,1123.96,1102.16,1120.49,1038038200
2023-12-05 07:00:00,1122.28,1124.11,1113.55,1115.97,753445900
2023-12-06 07:00:00,1118.06,1126.43,1115.97,1126.43,776768800
2023-12-07 07:00:00,1127.52,1129.83,1109.51,1121.49,1298392700
2023-12-08 07:00:00,1121.78,1127.46,1119.43,1124.44,737605100
2023-12-11 07:00:00,1127.92,1129.15,1120.32,1125.5,618307400
2023-12-12 07:00:00,1127.85,1129.77,1123.35,1127.63,539184200
2023-12-13 07:00:00,1130.19,1131.21,1112.08,1114.2,763977100
2023-12-14 07:00:00,1118.14,1120.36,1107.86,1110.13,603922700
2023-12-15 07:00:00,1109.36,1112.79,1102.3,1102.3,684449900
2023-12-18 07:00:00,1103.36,1103.74,1091.45,1091.88,544297600
2023-12-19 07:00:00,1091.9,1096.3,1082.29,1096.3,561157600
2023-12-20 07:00:00,1097.62,1102.27,1093.38,1100.76,470483400
2023-12-21 07:00:00,1096.22,1102.43,1094.47,1102.43,451416900
2023-12-22 07:00:00,1102.23,1104.65,1099.32,1103.06,496287600
2023-12-25 07:00:00,1104.46,1118.31,1104.27,1117.66,550839600
2023-12-26 07:00:00,1118.3,1123.11,1117.93,1122.25,575288900
2023-12-27 07:00:00,1123.49,1126.47,1121.99,1121.99,570737700
2023-12-28 07:00:00,1122.77,1130.58,1120.5,1128.93,608466000
2023-12-29 07:00:00,1131.68,1135.05,1129.93,1129.93,616484900
2024-01-02 07:00:00,1138.01,1139.71,1128.69,1131.72,777337200
2024-01-03 07:00:00,1131.97,1144.17,1128.32,1144.17,657568100
2024-01-04 07:00:00,1145.49,1160.08,1144.17,1150.72,1141608900
2024-01-05 07:00:00,1151.43,1155.84,1149.08,1154.68,760282600
2024-01-08 07:00:00,1157.54,1162.56,1155.48,1160.19,814410600
2024-01-09 07:00:00,1161.45,1162.83,1155.46,1158.59,799457700
2024-01-10 07:00:00,1158.82,1166.1,1155.94,1161.54,935719400
2024-01-11 07:00:00,1162.49,1169.1,1157.43,1162.22,782237200
2024-01-12 07:00:00,1159.25,1161.91,1146.75,1154.7,1037940400
2024-01-15 07:00:00,1158.33,1163.75,1154.12,1154.12,559640600
2024-01-16 07:00:00,1149.93,1163.12,1147.71,1163.12,570974600
2024-01-17 07:00:00,1161.95,1168.46,1160.45,1162.53,694094400
2024-01-18 07:00:00,1164.35,1169.73,1162.62,1169.06,569563600
2024-01-19 07:00:00,1171.5,1181.5,1169.06,1181.5,630781700
2024-01-22 07:00:00,1185.6,1186.96,1175.54,1182.86,770796000
2024-01-23 07:00:00,1184.13,1184.74,1173.78,1177.5,600595700
2024-01-24 07:00:00,1175.58,1180.3,1172.0,1172.97,644055900
2024-01-25 07:00:00,1173.7,1173.83,1168.5,1170.37,480699500
2024-01-26 07:00:00,1173.26,1176.76,1173.26,1175.67,498217000
2024-01-29 07:00:00,1177.23,1180.46,1174.88,1175.69,552811300
2024-01-30 07:00:00,1175.97,1179.92,1174.13,1179.65,564656400
2024-01-31 07:00:00,1181.81,1182.53,1163.13,1164.31,1022547900
2024-02-01 07:00:00,1162.6,1174.5,1162.45,1173.02,578639500
2024-02-02 07:00:00,1174.25,1178.27,1169.7,1172.55,790756000
2024-02-05 07:00:00,1174.41,1188.45,1173.54,1186.06,769953100
2024-02-06 07:00:00,1188.22,1190.92,1185.68,1188.48,566198900
2024-02-07 07:00:00,1190.68,1199.52,1190.5,1198.53,664714300
2024-02-15 07:00:00,1203.08,1207.56,1198.53,1202.5,843733100
2024-02-16 07:00:00,1205.3,1210.25,1204.29,1209.7,783875500
2024-02-19 07:00:00,1213.38,1225.48,1212.58,1224.97,975154800
2024-02-20 07:00:00,1228.08,1230.47,1222.66,1230.06,843779800
2024-02-21 07:00:00,1231.5,1234.22,1222.92,1230.04,886110400
2024-02-22 07:00:00,1230.65,1232.09,1226.15,1227.31,795021800
2024-02-23 07:00:00,1228.21,1240.81,1211.55,1212.0,1245742100
2024-02-26 07:00:00,1213.65,1225.21,1210.52,1224.17,834749900
2024-02-27 07:00:00,1228.98,1237.6,1226.49,1237.46,916784900
2024-02-28 07:00:00,1242.06,1254.55,1236.32,1254.55,899523200
2024-02-29 07:00:00,1257.56,1264.39,1247.7,1252.73,1012951600
2024-03-01 07:00:00,1256.72,1258.76,1247.87,1258.28,890614800
2024-03-04 07:00:00,1264.07,1268.25,1256.54,1261.41,1060738400
2024-03-05 07:00:00,1262.89,1269.98,1257.81,1269.98,927988200
2024-03-06 07:00:00,1270.05,1277.51,1256.3,1262.73,1001224394
2024-03-07 07:00:00,1263.51,1269.88,1260.24,1268.46,948074000
2024-03-08 07:00:00,1270.14,1274.3,1247.35,1247.35,1308498300
2024-03-11 07:00:00,1248.54,1254.01,1233.49,1235.49,922753300
2024-03-12 07:00:00,1234.87,1248.33,1233.14,1245.0,792213500
2024-03-13 07:00:00,1245.25,1270.51,1245.25,1270.51,890291900
2024-03-14 07:00:00,1272.16,1276.41,1258.67,1264.26,1021281000
2024-03-15 07:00:00,1263.46,1271.63,1252.36,1263.78,1008834600
2024-03-18 07:00:00,1264.17,1269.9,1221.67,1243.56,1616423600
2024-03-19 07:00:00,1246.54,1249.75,1238.92,1242.46,782479600
2024-03-20 07:00:00,1243.78,1261.55,1235.46,1260.08,859094600
2024-03-21 07:00:00,1268.02,1276.42,1264.2,1276.42,1135242300
2024-03-22 07:00:00,1281.56,1291.27,1276.38,1281.8,1180774200
2024-03-25 07:00:00,1281.63,1286.84,1264.51,1267.86,1165944800
2024-03-26 07:00:00,1267.95,1282.5,1264.42,1282.21,858426100
2024-03-27 07:00:00,1284.59,1286.72,1276.95,1283.09,803249600
2024-03-28 07:00:00,1293.9,1293.9,1285.52,1290.18,888388100
2024-03-29 07:00:00,1292.7,1293.04,1282.44,1284.09,790542600
2024-04-01 07:00:00,1282.37,1286.8,1274.09,1281.52,899388500
2024-04-02 07:00:00,1275.83,1287.04,1268.48,1287.04,1031022100
2024-04-03 07:00:00,1285.26,1288.99,1271.47,1271.47,995560400
2024-04-04 07:00:00,1272.91,1277.62,1265.12,1268.25,921606500
2024-04-05 07:00:00,1258.58,1265.14,1253.56,1255.11,1034849200
2024-04-08 07:00:00,1255.51,1258.4,1246.87,1250.35,790344900
2024-04-09 07:00:00,1252.4,1262.82,1247.7,1262.82,648177200
2024-04-10 07:00:00,1266.52,1268.72,1258.56,1258.56,633149400
2024-04-11 07:00:00,1255.46,1262.03,1248.11,1258.2,642873900
2024-04-12 07:00:00,1259.02,1278.39,1259.02,1276.6,696705300
2024-04-15 07:00:00,1276.16,1281.81,1216.61,1216.61,1056598900
2024-04-16 07:00:00,1216.65,1222.45,1191.73,1215.68,1214696500
2024-04-17 07:00:00,1215.98,1221.47,1193.01,1193.01,766171800
2024-04-19 07:00:00,1188.47,1190.96,1165.99,1174.85,1024630300
2024-04-22 07:00:00,1183.77,1193.88,1181.13,1190.22,615914300
2024-04-23 07:00:00,1189.98,1192.8,1169.61,1177.4,672945800
2024-04-24 07:00:00,1186.47,1207.61,1177.4,1205.61,691475300
2024-04-25 07:00:00,1206.52,1208.41,1200.21,1204.97,489174900
2024-04-26 07:00:00,1199.6,1216.6,1198.73,1209.52,574409200
2024-05-02 07:00:00,1212.13,1216.36,1206.28,1216.36,513763800
2024-05-03 07:00:00,1219.75,1225.75,1218.33,1221.03,567269900
2024-05-06 07:00:00,1227.25,1241.58,1224.22,1241.58,666198300
2024-05-07 07:00:00,1246.25,1250.63,1240.09,1248.63,592485900
2024-05-08 07:00:00,1243.61,1251.62,1234.76,1250.46,819607600
2024-05-09 07:00:00,1254.12,1256.8,1243.29,1248.64,638850100
2024-05-10 07:00:00,1252.04,1252.5,1237.46,1244.7,593429800
2024-05-13 07:00:00,1248.19,1249.2,1233.56,1240.18,636191500
2024-05-14 07:00:00,1247.49,1252.52,1240.88,1243.28,529153100
2024-05-15 07:00:00,1248.61,1257.92,1243.28,1254.39,759159700
2024-05-16 07:00:00,1264.69,1271.66,1261.19,1268.78,808769400
2024-05-17 07:00:00,1270.49,1274.27,1266.32,1273.11,830841100
2024-05-20 07:00:00,1281.52,1285.19,1277.36,1277.58,957652300
2024-05-21 07:00:00,1278.44,1281.29,1267.29,1277.14,840139100
2024-05-22 07:00:00,1280.47,1283.06,1263.87,1266.91,987232400
2024-05-23 07:00:00,1266.02,1281.03,1262.29,1281.03,833709000
2024-05-24 07:00:00,1280.77,1285.07,1250.28,1261.93,1179910300
2024-05-27 07:00:00,1263.46,1267.68,1257.27,1267.68,598637500
2024-05-28 07:00:00,1272.85,1281.73,1269.37,1281.73,744100500
2024-05-29 07:00:00,1284.74,1285.63,1271.6,1272.64,967116000
2024-05-30 07:00:00,1267.62,1269.07,1251.8,1266.32,958531600
2024-05-31 07:00:00,1268.86,1271.07,1261.43,1261.72,617748900
2024-06-03 07:00:00,1272.37,1284.48,1271.65,1280.0,930997200
2024-06-04 07:00:00,1286.14,1289.31,1281.98,1283.52,785860800
2024-06-05 07:00:00,1284.36,1293.93,1284.35,1284.35,810156400
2024-06-06 07:00:00,1288.79,1292.02,1278.4,1283.56,797941200
2024-06-07 07:00:00,1284.99,1293.03,1283.13,1287.58,604686400
2024-06-10 07:00:00,1292.89,1297.39,1287.44,1290.67,778972900
2024-06-11 07:00:00,1295.04,1296.41,1279.47,1284.41,859304400
2024-06-12 07:00:00,1285.2,1301.35,1281.71,1300.19,769901500
2024-06-13 07:00:00,1305.69,1306.01,1297.6,1301.51,829312700
2024-06-14 07:00:00,1303.37,1305.02,1279.91,1279.91,1009525700
2024-06-17 07:00:00,1281.85,1283.1,1272.54,1274.77,779686100
2024-06-18 07:00:00,1280.29,1286.52,1278.38,1279.5,633180900
2024-06-19 07:00:00,1283.0,1284.14,1270.66,1279.79,767825600
2024-06-20 07:00:00,1280.98,1286.54,1273.54,1282.3,818094800
2024-06-21 07:00:00,1284.99,1288.06,1279.44,1282.02,702735900
2024-06-24 07:00:00,1281.19,1284.84,1252.66,1254.12,1098142200
2024-06-25 07:00:00,1256.11,1260.07,1250.25,1256.56,547152400
2024-06-26 07:00:00,1258.42,1262.67,1247.55,1261.24,589079700
2024-06-27 07:00:00,1260.71,1262.49,1255.12,1259.09,469667500
2024-06-28 07:00:00,1260.77,1262.61,1240.15,1245.32,671599000
2024-07-01 07:00:00,1245.22,1254.56,1240.07,1254.56,432927800
2024-07-02 07:00:00,1258.96,1270.47,1257.93,1269.79,470400200
2024-07-03 07:00:00,1269.96,1278.14,1268.23,1276.85,501951100
2024-07-04 07:00:00,1279.12,1283.13,1274.58,1279.89,475717900
2024-07-05 07:00:00,1281.21,1284.98,1276.93,1283.04,589226400
2024-07-08 07:00:00,1285.79,1287.14,1277.68,1283.56,664000500
2024-07-09 07:00:00,1286.7,1294.15,1283.62,1293.71,757408500
2024-07-10 07:00:00,1295.78,1297.96,1285.94,1285.94,678093600
2024-07-11 07:00:00,1291.17,1293.32,1283.8,1283.8,636332300
2024-07-12 07:00:00,1284.57,1288.67,1277.16,1280.75,546830500
2024-07-15 07:00:00,1281.0,1286.37,1276.27,1279.82,474359200
2024-07-16 07:00:00,1280.64,1291.47,1279.37,1281.18,637199000
2024-07-17 07:00:00,1287.48,1290.76,1256.42,1268.66,1082362800
2024-07-18 07:00:00,1271.15,1274.67,1256.21,1274.44,652389000
2024-07-19 07:00:00,1275.28,1279.94,1260.68,1264.78,726065300
2024-07-22 07:00:00,1261.42,1267.43,1245.02,1254.64,834239700
2024-07-23 07:00:00,1256.36,1258.74,1231.81,1231.81,662804800
2024-07-24 07:00:00,1226.06,1242.4,1218.65,1238.47,658299500
2024-07-25 07:00:00,1232.92,1235.67,1226.2,1233.19,421019600
2024-07-26 07:00:00,1235.08,1242.11,1234.05,1242.11,417284900
2024-07-29 07:00:00,1245.91,1249.68,1243.08,1246.6,464637300
2024-07-30 07:00:00,1247.23,1248.73,1236.97,1245.06,602301200
2024-07-31 07:00:00,1246.7,1255.77,1246.3,1251.51,685428100
