symbol,signal_date,entry_date,signal,weighted_score,score_bucket,regime,regime_score,close_signal_day,entry_price,raw_entry_open,volume_ratio,rs5,rs10,rs20,ret5,ret20,rsi14,dist_ma20_pct,drawdown20_pct,atr_pct,min_exit_hold_bars,score_notes,factor_regime,factor_trend,factor_rs,factor_pullback,factor_volume,factor_momentum,factor_drawdown,factor_breakout,ret_t1_pct,ret_t2_pct,ret_t3_pct,ret_t5_pct,ret_t10_pct,max_favorable_t5_pct,max_drawdown_t5_pct,sellable_date_tplus,ret_sellable_tplus_pct,result_t5
HDG,2024-04-01,2024-04-02,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,23.56,23.595,23.56,0.654,1.357,-0.973,2.654,2.435,4.248,62.385,1.508,-3.758,3.432,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=1.36,RS10=-0.97,RS20=2.65 | pullback:near MA20 ideal,dist=1.51% | volume:volume weak 0.65x | momentum:ret5=2.43,rsi=62.4,macd_up=False | drawdown:healthy pullback -3.76% | breakout:no breakout",20.0,20.0,0.0,15.0,-5.0,4.0,5.0,0.0,0.228,-0.45,-3.84,-3.84,-10.621,2.302,-5.536,2024-04-05,-3.84,FAIL
IJC,2024-04-01,2024-04-02,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,12.56,12.539,12.52,0.698,2.127,-0.772,6.124,3.205,7.719,62.64,2.816,-5.279,3.992,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=2.13,RS10=-0.77,RS20=6.12 | pullback:near MA20 acceptable,dist=2.82% | volume:volume weak 0.70x | momentum:ret5=3.20,rsi=62.6,macd_up=True | drawdown:healthy pullback -5.28% | breakout:no breakout",20.0,20.0,4.0,9.0,-5.0,5.0,5.0,0.0,-1.407,-3.56,-7.308,-7.947,-12.971,2.042,-9.223,2024-04-05,-7.308,FAIL
IVS,2024-04-01,2024-04-02,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,13.3,13.32,13.3,2.568,3.647,-1.526,6.536,4.724,8.13,59.574,2.544,-8.276,4.672,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA20>MA50|MA20 slope up | rs:RS5=3.65,RS10=-1.53,RS20=6.54 | pullback:near MA20 acceptable,dist=2.54% | volume:volume high but ok 2.57x | momentum:ret5=4.72,rsi=59.6,macd_up=True | drawdown:healthy pullback -8.28% | breakout:no breakout",20.0,15.0,7.0,9.0,3.0,5.0,5.0,0.0,-3.453,-1.951,2.553,-1.201,-15.465,7.509,-5.705,2024-04-05,2.553,FAIL
DHA,2024-04-02,2024-04-03,WEIGHTED_SCORE,88.0,80+,TĂNG MẠNH,100.0,44.05,44.116,44.05,1.155,-2.182,-2.971,-3.346,-1.806,-2.002,42.885,-0.587,-3.716,1.802,3,"regime:regime=TĂNG MẠNH:20.0 | trend:MA5>MA20 | rs:RS5=-2.18,RS10=-2.97,RS20=-3.35 | pullback:near MA20 ideal,dist=-0.59% | volume:volume acceptable 1.16x | momentum:ret5=-1.81,rsi=42.9,macd_up=False | drawdown:healthy pullback -3.72% | breakout:no breakout",20.0,5.0,-11.0,15.0,4.0,0.0,5.0,0.0,-1.674,-2.989,-4.009,-5.437,-12.849,1.086,-5.845,2024-04-08,-4.009,FAIL
ASM,2024-04-08,2024-04-09,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,55.0,10.54,10.596,10.58,0.536,1.307,7.631,11.645,-1.126,12.848,64.359,3.694,-5.893,4.202,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=1.31,RS10=7.63,RS20=11.65 | pullback:near MA20 acceptable,dist=3.69% | volume:volume weak 0.54x | momentum:ret5=-1.13,rsi=64.4,macd_up=False | drawdown:healthy pullback -5.89% | breakout:no breakout",7.0,20.0,15.0,9.0,-5.0,2.0,5.0,0.0,-0.45,-1.677,1.06,-11.775,-12.152,2.365,-12.152,2024-04-12,1.06,FAIL
DXG,2024-04-08,2024-04-09,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,55.0,16.16,16.224,16.2,0.563,0.194,1.629,10.015,-2.238,11.218,63.421,1.782,-5.275,3.607,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=0.19,RS10=1.63,RS20=10.02 | pullback:near MA20 ideal,dist=1.78% | volume:volume weak 0.56x | momentum:ret5=-2.24,rsi=63.4,macd_up=False | drawdown:healthy pullback -5.28% | breakout:no breakout",7.0,20.0,10.0,15.0,-5.0,2.0,5.0,0.0,-1.436,-3.223,-0.45,-11.298,-16.845,1.284,-13.517,2024-04-12,-0.45,FAIL
BVS,2024-04-08,2024-04-09,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,55.0,33.43,33.48,33.43,1.46,7.856,9.744,7.16,5.424,8.363,64.508,4.467,-12.096,5.688,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=7.86,RS10=9.74,RS20=7.16 | pullback:not pullback zone,dist=4.47% | volume:volume good 1.46x | momentum:ret5=5.42,rsi=64.5,macd_up=False | drawdown:moderate dd -12.10% | breakout:no breakout",7.0,20.0,15.0,0.0,10.0,4.0,2.0,0.0,6.719,9.586,10.154,-0.719,3.553,11.287,-5.318,2024-04-12,10.154,FLAT
VIP,2024-04-08,2024-04-09,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,55.0,9.9,9.915,9.9,0.839,3.247,2.712,0.544,0.815,1.747,63.83,0.62,-2.174,1.494,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=3.25,RS10=2.71,RS20=0.54 | pullback:near MA20 ideal,dist=0.62% | volume:volume weak 0.84x | momentum:ret5=0.81,rsi=63.8,macd_up=True | drawdown:healthy pullback -2.17% | breakout:no breakout",7.0,20.0,6.0,15.0,-5.0,5.0,5.0,0.0,-1.761,-1.257,-1.257,-3.98,-2.669,-0.75,-3.98,2024-04-12,-1.257,FAIL
SKG,2024-04-08,2024-04-09,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,55.0,14.23,14.251,14.23,1.072,2.432,8.374,7.258,0.0,8.46,60.855,4.368,-3.851,2.685,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=2.43,RS10=8.37,RS20=7.26 | pullback:not pullback zone,dist=4.37% | volume:volume acceptable 1.07x | momentum:ret5=0.00,rsi=60.9,macd_up=False | drawdown:healthy pullback -3.85% | breakout:no breakout",7.0,20.0,12.0,0.0,4.0,2.0,5.0,0.0,-0.169,5.094,3.55,-3.257,-13.15,5.706,-6.625,2024-04-12,3.55,FAIL
IVS,2024-04-08,2024-04-09,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,55.0,13.6,13.721,13.7,0.443,4.688,8.468,9.366,2.256,10.569,57.143,3.069,-6.207,3.676,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=4.69,RS10=8.47,RS20=9.37 | pullback:near MA20 acceptable,dist=3.07% | volume:volume weak 0.44x | momentum:ret5=2.26,rsi=57.1,macd_up=True | drawdown:healthy pullback -6.21% | breakout:no breakout",7.0,20.0,15.0,9.0,-5.0,5.0,5.0,0.0,-6.28,-5.552,-4.094,-17.942,-15.026,-0.75,-17.942,2024-04-12,-4.094,FAIL
MSH,2024-04-08,2024-04-09,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,55.0,25.01,24.767,24.73,1.015,6.294,5.33,8.78,3.862,9.982,59.245,2.201,-5.408,2.665,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=6.29,RS10=5.33,RS20=8.78 | pullback:near MA20 acceptable,dist=2.20% | volume:volume acceptable 1.02x | momentum:ret5=3.86,rsi=59.2,macd_up=False | drawdown:healthy pullback -5.41% | breakout:no breakout",7.0,20.0,15.0,9.0,4.0,4.0,5.0,0.0,0.317,-1.944,0.317,-3.72,-3.074,2.198,-6.91,2024-04-12,0.317,FAIL
HDB,2024-04-08,2024-04-09,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,55.0,14.76,14.782,14.76,1.206,2.027,2.894,2.231,-0.405,3.434,68.605,1.906,-2.445,2.516,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=2.03,RS10=2.89,RS20=2.23 | pullback:near MA20 ideal,dist=1.91% | volume:volume good 1.21x | momentum:ret5=-0.40,rsi=68.6,macd_up=True | drawdown:healthy pullback -2.45% | breakout:no breakout",7.0,20.0,3.0,15.0,10.0,3.0,5.0,0.0,-0.247,-0.044,1.241,-2.141,-6.741,1.347,-4.238,2024-04-12,1.241,FAIL
HAG,2024-04-08,2024-04-09,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,55.0,13.0,13.07,13.05,1.828,5.199,5.799,5.355,2.767,6.557,70.175,3.441,-1.515,3.352,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=5.20,RS10=5.80,RS20=5.35 | pullback:near MA20 acceptable,dist=3.44% | volume:volume good 1.83x | momentum:ret5=2.77,rsi=70.2,macd_up=True | drawdown:healthy pullback -1.52% | breakout:no breakout",7.0,14.0,15.0,9.0,10.0,3.0,5.0,0.0,2.228,1.463,2.228,-3.893,-6.188,4.989,-8.866,2024-04-12,2.228,FAIL
PVD,2024-04-08,2024-04-09,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,55.0,32.17,32.318,32.27,0.667,2.588,4.988,8.256,0.156,9.459,59.413,1.36,-5.743,3.239,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=2.59,RS10=4.99,RS20=8.26 | pullback:near MA20 ideal,dist=1.36% | volume:volume weak 0.67x | momentum:ret5=0.16,rsi=59.4,macd_up=False | drawdown:healthy pullback -5.74% | breakout:no breakout",7.0,20.0,7.0,15.0,-5.0,4.0,5.0,0.0,-4.07,-3.637,-1.038,-7.102,-8.928,0.612,-10.877,2024-04-12,-1.038,FAIL
MWG,2024-04-08,2024-04-09,WEIGHTED_SCORE,99.0,80+,BÌNH THƯỜNG,55.0,48.9,48.973,48.9,0.526,-0.293,4.895,6.554,-2.725,7.757,70.638,1.876,-4.938,3.526,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-0.29,RS10=4.90,RS20=6.55 | pullback:near MA20 ideal,dist=1.88% | volume:volume weak 0.53x | momentum:ret5=-2.73,rsi=70.6,macd_up=False | drawdown:healthy pullback -4.94% | breakout:no breakout",7.0,20.0,7.0,15.0,-5.0,0.0,5.0,0.0,3.552,4.145,3.552,-0.654,4.145,5.641,-3.043,2024-04-12,3.552,FLAT
CTR,2024-04-08,2024-04-09,WEIGHTED_SCORE,99.0,80+,BÌNH THƯỜNG,55.0,121.47,120.31,120.13,1.161,-3.141,-0.927,11.688,-5.574,12.89,59.698,-1.163,-13.606,4.742,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-3.14,RS10=-0.93,RS20=11.69 | pullback:near MA20 ideal,dist=-1.16% | volume:volume acceptable 1.16x | momentum:ret5=-5.57,rsi=59.7,macd_up=False | drawdown:moderate dd -13.61% | breakout:no breakout",7.0,14.0,5.0,15.0,4.0,2.0,2.0,0.0,-0.367,-2.594,-0.691,-5.296,-1.248,1.553,-12.452,2024-04-12,-0.691,FAIL
DIG,2024-04-08,2024-04-09,WEIGHTED_SCORE,98.0,80+,BÌNH THƯỜNG,55.0,27.77,27.862,27.82,0.617,-1.776,1.67,21.294,-4.208,22.497,64.89,3.438,-5.319,4.169,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-1.78,RS10=1.67,RS20=21.29 | pullback:near MA20 acceptable,dist=3.44% | volume:volume weak 0.62x | momentum:ret5=-4.21,rsi=64.9,macd_up=False | drawdown:healthy pullback -5.32% | breakout:no breakout",7.0,20.0,10.0,9.0,-5.0,2.0,5.0,0.0,0.017,2.17,4.037,-6.838,-11.325,4.849,-9.459,2024-04-12,4.037,FAIL
HHS,2024-04-08,2024-04-09,WEIGHTED_SCORE,98.0,80+,BÌNH THƯỜNG,55.0,8.71,8.673,8.66,0.429,1.975,4.336,10.464,-0.457,11.667,62.381,2.743,-4.6,3.485,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=1.98,RS10=4.34,RS20=10.46 | pullback:near MA20 acceptable,dist=2.74% | volume:volume weak 0.43x | momentum:ret5=-0.46,rsi=62.4,macd_up=False | drawdown:healthy pullback -4.60% | breakout:no breakout",7.0,20.0,10.0,9.0,-5.0,2.0,5.0,0.0,0.703,6.468,6.468,-4.485,-5.177,6.86,-7.829,2024-04-12,6.468,FAIL
VHM,2024-04-08,2024-04-09,WEIGHTED_SCORE,97.0,80+,BÌNH THƯỜNG,55.0,43.0,43.165,43.1,1.62,2.665,2.439,-0.145,0.233,1.058,51.471,0.444,-2.384,1.761,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=2.67,RS10=2.44,RS20=-0.15 | pullback:near MA20 ideal,dist=0.44% | volume:volume good 1.62x | momentum:ret5=0.23,rsi=51.5,macd_up=False | drawdown:healthy pullback -2.38% | breakout:no breakout",7.0,14.0,-8.0,15.0,10.0,4.0,5.0,0.0,2.099,1.983,2.794,-1.376,-6.242,3.189,-5.894,2024-04-12,2.794,FAIL
QNS,2024-04-08,2024-04-09,WEIGHTED_SCORE,97.0,80+,BÌNH THƯỜNG,55.0,39.72,39.86,39.8,0.518,1.832,3.253,2.181,-0.601,3.384,56.508,0.572,-2.766,1.401,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=1.83,RS10=3.25,RS20=2.18 | pullback:near MA20 ideal,dist=0.57% | volume:volume weak 0.52x | momentum:ret5=-0.60,rsi=56.5,macd_up=False | drawdown:healthy pullback -2.77% | breakout:no breakout",7.0,20.0,3.0,15.0,-5.0,2.0,5.0,0.0,0.554,1.181,1.582,-2.407,-3.46,3.716,-3.46,2024-04-12,1.582,FAIL
PVS,2024-04-08,2024-04-09,WEIGHTED_SCORE,97.0,80+,BÌNH THƯỜNG,55.0,38.54,38.137,38.08,0.898,5.646,9.366,14.498,3.214,15.701,77.256,6.713,-6.252,4.287,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=5.65,RS10=9.37,RS20=14.50 | pullback:not pullback zone,dist=6.71% | volume:volume weak 0.90x | momentum:ret5=3.21,rsi=77.3,macd_up=False | drawdown:healthy pullback -6.25% | breakout:no breakout",7.0,20.0,18.0,0.0,-5.0,2.0,5.0,0.0,-0.45,2.435,3.169,-4.304,-5.746,4.547,-7.923,2024-04-12,3.169,FAIL
AAA,2024-04-08,2024-04-09,WEIGHTED_SCORE,97.0,80+,BÌNH THƯỜNG,55.0,10.56,10.576,10.56,0.825,1.032,3.707,3.559,-1.401,4.762,60.0,0.581,-5.206,3.037,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=1.03,RS10=3.71,RS20=3.56 | pullback:near MA20 ideal,dist=0.58% | volume:volume weak 0.82x | momentum:ret5=-1.40,rsi=60.0,macd_up=False | drawdown:healthy pullback -5.21% | breakout:no breakout",7.0,20.0,3.0,15.0,-5.0,2.0,5.0,0.0,-0.45,-2.719,-2.246,-10.378,-11.418,1.047,-14.066,2024-04-12,-2.246,FAIL
BSR,2024-04-08,2024-04-09,WEIGHTED_SCORE,97.0,80+,BÌNH THƯỜNG,55.0,11.91,11.928,11.91,0.9,5.016,4.498,1.914,2.584,3.117,68.182,2.293,-2.934,2.375,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=5.02,RS10=4.50,RS20=1.91 | pullback:near MA20 acceptable,dist=2.29% | volume:volume weak 0.90x | momentum:ret5=2.58,rsi=68.2,macd_up=True | drawdown:healthy pullback -2.93% | breakout:no breakout",7.0,20.0,6.0,9.0,-5.0,5.0,5.0,0.0,-1.959,-0.953,-0.953,-3.468,-7.995,1.262,-6.989,2024-04-12,-0.953,FAIL
TCB,2024-04-08,2024-04-09,WEIGHTED_SCORE,96.0,80+,BÌNH THƯỜNG,55.0,21.49,21.522,21.49,0.926,-1.716,2.941,11.428,-4.148,12.631,70.519,2.324,-6.606,3.311,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-1.72,RS10=2.94,RS20=11.43 | pullback:near MA20 acceptable,dist=2.32% | volume:volume weak 0.93x | momentum:ret5=-4.15,rsi=70.5,macd_up=False | drawdown:healthy pullback -6.61% | breakout:no breakout",7.0,20.0,10.0,9.0,-5.0,0.0,5.0,0.0,-0.125,-1.286,3.732,-0.45,2.849,3.571,-3.284,2024-04-12,3.732,FLAT
CTS,2024-04-09,2024-04-10,WEIGHTED_SCORE,93.0,80+,BÌNH THƯỜNG,55.0,26.55,26.59,26.55,0.541,-1.923,2.463,1.675,-3.804,3.107,53.112,0.465,-6.646,3.75,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA20>MA50|MA20 slope up | rs:RS5=-1.92,RS10=2.46,RS20=1.68 | pullback:near MA20 ideal,dist=0.47% | volume:volume weak 0.54x | momentum:ret5=-3.80,rsi=53.1,macd_up=True | drawdown:healthy pullback -6.65% | breakout:no breakout",7.0,15.0,3.0,15.0,-5.0,3.0,5.0,0.0,0.077,6.132,-1.24,-1.879,-7.031,9.743,-4.662,2024-04-15,-1.24,FAIL
BID,2024-04-09,2024-04-10,WEIGHTED_SCORE,93.0,80+,BÌNH THƯỜNG,55.0,43.09,43.235,43.17,1.056,3.437,0.958,-0.091,1.556,1.341,48.148,1.041,-7.053,2.674,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA20>MA50 | rs:RS5=3.44,RS10=0.96,RS20=-0.09 | pullback:near MA20 ideal,dist=1.04% | volume:volume acceptable 1.06x | momentum:ret5=1.56,rsi=48.1,macd_up=True | drawdown:healthy pullback -7.05% | breakout:no breakout",7.0,12.0,-5.0,15.0,4.0,5.0,5.0,0.0,-0.08,0.684,-6.325,-9.332,-6.51,2.465,-9.54,2024-04-15,-6.325,FAIL
VIX,2024-04-09,2024-04-10,WEIGHTED_SCORE,76.0,70-79,BÌNH THƯỜNG,55.0,12.6,12.619,12.6,0.788,-4.298,-4.668,3.133,-6.18,4.564,46.207,-2.89,-8.364,3.622,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50|MA20 slope up | rs:RS5=-4.30,RS10=-4.67,RS20=3.13 | pullback:near MA20 acceptable,dist=-2.89% | volume:volume weak 0.79x | momentum:ret5=-6.18,rsi=46.2,macd_up=True | drawdown:healthy pullback -8.36% | breakout:no breakout",7.0,9.0,-2.0,9.0,-5.0,3.0,5.0,0.0,-2.986,-1.242,-8.057,-13.922,-13.446,-0.274,-14.159,2024-04-15,-8.057,FAIL
LCG,2024-04-09,2024-04-10,WEIGHTED_SCORE,76.0,70-79,BÌNH THƯỜNG,55.0,11.88,11.948,11.93,0.387,-3.154,-3.826,0.02,-5.036,1.452,49.077,-2.487,-8.615,3.367,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50|MA20 slope up | rs:RS5=-3.15,RS10=-3.83,RS20=0.02 | pullback:near MA20 acceptable,dist=-2.49% | volume:volume weak 0.39x | momentum:ret5=-5.04,rsi=49.1,macd_up=True | drawdown:healthy pullback -8.62% | breakout:no breakout",7.0,9.0,-2.0,9.0,-5.0,3.0,5.0,0.0,-4.216,-2.291,-8.987,-16.436,-14.26,-0.415,-16.436,2024-04-15,-8.987,FAIL
AGR,2024-04-09,2024-04-10,WEIGHTED_SCORE,74.0,70-79,BÌNH THƯỜNG,55.0,19.17,19.249,19.22,0.619,-3.731,1.252,-0.749,-5.613,0.683,52.424,-0.964,-8.496,3.819,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50|MA20 slope up | rs:RS5=-3.73,RS10=1.25,RS20=-0.75 | pullback:near MA20 ideal,dist=-0.96% | volume:volume weak 0.62x | momentum:ret5=-5.61,rsi=52.4,macd_up=True | drawdown:healthy pullback -8.50% | breakout:no breakout",7.0,9.0,-10.0,15.0,-5.0,3.0,5.0,0.0,-1.177,2.148,-4.97,-7.307,-14.165,5.64,-11.1,2024-04-15,-4.97,FAIL
CTD,2024-04-09,2024-04-10,WEIGHTED_SCORE,73.0,70-79,BÌNH THƯỜNG,55.0,63.12,63.485,63.39,0.477,1.315,-0.945,-0.455,-0.567,0.976,47.638,-1.262,-8.455,2.345,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50|MA20 slope up | rs:RS5=1.31,RS10=-0.94,RS20=-0.46 | pullback:near MA20 ideal,dist=-1.26% | volume:volume weak 0.48x | momentum:ret5=-0.57,rsi=47.6,macd_up=True | drawdown:healthy pullback -8.46% | breakout:no breakout",7.0,9.0,-11.0,15.0,-5.0,3.0,5.0,0.0,-3.506,-1.694,-8.515,-11.303,-9.759,-0.75,-11.303,2024-04-15,-8.515,FAIL
POW,2024-04-09,2024-04-10,WEIGHTED_SCORE,67.0,60-69,BÌNH THƯỜNG,55.0,9.35,9.364,9.35,0.752,-0.315,0.141,-3.217,-2.197,-1.786,45.349,-0.89,-3.409,1.604,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend: | rs:RS5=-0.31,RS10=0.14,RS20=-3.22 | pullback:near MA20 ideal,dist=-0.89% | volume:volume weak 0.75x | momentum:ret5=-2.20,rsi=45.3,macd_up=True | drawdown:healthy pullback -3.41% | breakout:no breakout",7.0,0.0,-8.0,15.0,-5.0,3.0,5.0,0.0,-1.304,-0.877,-1.731,-3.547,-7.071,1.493,-4.828,2024-04-15,-1.731,FAIL
OCB,2024-04-09,2024-04-10,WEIGHTED_SCORE,67.0,60-69,BÌNH THƯỜNG,55.0,10.68,10.696,10.68,0.48,0.497,0.127,-1.804,-1.385,-0.373,52.288,-0.734,-3.957,2.02,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend: | rs:RS5=0.50,RS10=0.13,RS20=-1.80 | pullback:near MA20 ideal,dist=-0.73% | volume:volume weak 0.48x | momentum:ret5=-1.39,rsi=52.3,macd_up=True | drawdown:healthy pullback -3.96% | breakout:no breakout",7.0,0.0,-8.0,15.0,-5.0,3.0,5.0,0.0,-0.45,1.327,-4.189,-6.246,-7.275,2.055,-7.555,2024-04-15,-4.189,FAIL
BVB,2024-04-09,2024-04-10,WEIGHTED_SCORE,67.0,60-69,BÌNH THƯỜNG,55.0,9.66,9.584,9.57,0.839,1.882,1.512,-2.354,0.0,-0.923,46.154,-0.232,-2.719,1.93,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend: | rs:RS5=1.88,RS10=1.51,RS20=-2.35 | pullback:near MA20 ideal,dist=-0.23% | volume:volume weak 0.84x | momentum:ret5=0.00,rsi=46.2,macd_up=True | drawdown:healthy pullback -2.72% | breakout:no breakout",7.0,0.0,-8.0,15.0,-5.0,3.0,5.0,0.0,4.245,3.306,-1.389,-0.45,2.367,6.658,-3.267,2024-04-15,-1.389,FLAT
MSN,2024-04-09,2024-04-10,WEIGHTED_SCORE,65.0,60-69,BÌNH THƯỜNG,55.0,73.5,73.61,73.5,0.719,0.54,0.837,-8.039,-1.342,-6.607,37.821,-2.938,-9.926,2.75,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50 | rs:RS5=0.54,RS10=0.84,RS20=-8.04 | pullback:near MA20 acceptable,dist=-2.94% | volume:volume weak 0.72x | momentum:ret5=-1.34,rsi=37.8,macd_up=True | drawdown:healthy pullback -9.93% | breakout:no breakout",7.0,6.0,-8.0,9.0,-5.0,1.0,5.0,0.0,-2.759,-2.623,-9.416,-9.552,-7.786,-0.206,-12.54,2024-04-15,-9.416,FAIL
ELC,2024-04-09,2024-04-10,WEIGHTED_SCORE,65.0,60-69,BÌNH THƯỜNG,55.0,19.09,19.459,19.43,0.382,-3.707,1.512,-5.646,-5.589,-4.215,42.333,-2.877,-8.617,2.993,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50|MA20 slope up | rs:RS5=-3.71,RS10=1.51,RS20=-5.65 | pullback:near MA20 acceptable,dist=-2.88% | volume:volume weak 0.38x | momentum:ret5=-5.59,rsi=42.3,macd_up=False | drawdown:healthy pullback -8.62% | breakout:no breakout",7.0,9.0,-10.0,9.0,-5.0,0.0,5.0,0.0,-2.608,-2.403,-8.415,-9.289,-8.415,-0.133,-12.269,2024-04-15,-8.415,FAIL
ABB,2024-04-09,2024-04-10,WEIGHTED_SCORE,64.0,60-69,BÌNH THƯỜNG,55.0,7.2,7.211,7.2,1.113,0.512,-1.059,-4.002,-1.37,-2.571,39.13,-1.7,-3.743,2.331,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend: | rs:RS5=0.51,RS10=-1.06,RS20=-4.00 | pullback:near MA20 acceptable,dist=-1.70% | volume:volume acceptable 1.11x | momentum:ret5=-1.37,rsi=39.1,macd_up=False | drawdown:healthy pullback -3.74% | breakout:no breakout",7.0,0.0,-11.0,9.0,4.0,0.0,5.0,0.0,3.433,3.433,0.937,-1.698,-1.698,3.133,-2.946,2024-04-15,0.937,FAIL
HDG,2024-04-09,2024-04-10,WEIGHTED_SCORE,64.0,60-69,BÌNH THƯỜNG,55.0,22.76,22.914,22.88,0.469,-2.968,-0.721,-0.186,-4.849,1.246,44.118,-2.485,-7.026,2.799,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50|MA20 slope up | rs:RS5=-2.97,RS10=-0.72,RS20=-0.19 | pullback:near MA20 acceptable,dist=-2.49% | volume:volume weak 0.47x | momentum:ret5=-4.85,rsi=44.1,macd_up=False | drawdown:healthy pullback -7.03% | breakout:no breakout",7.0,9.0,-11.0,9.0,-5.0,0.0,5.0,0.0,-0.973,-0.624,-7.258,-9.702,-7.956,0.821,-11.098,2024-04-15,-7.258,FAIL
