pattern,conditions,n,win,fail,flat,winrate_pct,failrate_pct,avg_ret_t2_pct,avg_ret_t5_pct,avg_drawdown_t5_pct,combo_size
COMBO_2,drawdown20 -10% to 0% + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,734,250,358,126,34.06,48.77,-0.22,-0.425,-4.965,2
COMBO_2,volume_ratio 1.2-2.0x + market_context fomo/hưng phấn,76,28,37,11,36.84,48.68,-0.482,-0.135,-5.93,2
COMBO_2,volume_ratio 1.2-2.0x + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,76,28,37,11,36.84,48.68,-0.482,-0.135,-5.93,2
COMBO_2,drawdown20 -10% to 0% + label:market_context_MARKET_ỦNG_HỘ,1089,348,530,211,31.96,48.67,-0.269,-0.304,-4.24,2
COMBO_2,stock_ret5 > 8% + label:market_regime_TĂNG_MẠNH,111,39,54,18,35.14,48.65,-0.176,-0.487,-6.636,2
COMBO_2,stock_ret5 > 8% + market_context fomo/hưng phấn,37,15,18,4,40.54,48.65,0.338,-0.45,-7.471,2
COMBO_2,stock_ret5 > 8% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,37,15,18,4,40.54,48.65,0.338,-0.45,-7.471,2
COMBO_2,volume_ratio > 3x + drawdown20 -10% to 0%,37,12,18,7,32.43,48.65,-0.271,-0.922,-5.316,2
COMBO_2,volume_ratio > 3x + label:risk_context_PULLBACK_LÀNH_MẠNH,37,12,18,7,32.43,48.65,-0.271,-0.922,-5.316,2
COMBO_2,market_ret5 > 4% + label:volume_context_VOLUME_CẠN,37,9,18,10,24.32,48.65,-0.597,-0.212,-4.917,2
COMBO_2,stock_dist_ma20 < -3% + label:score_bucket_60-69,403,129,196,78,32.01,48.64,-1.093,-0.981,-5.138,2
COMBO_2,market_dist_ma20 > 5% + label:risk_context_RISK_TRUNG_TÍNH,33,14,16,3,42.42,48.48,-0.067,-0.031,-5.575,2
COMBO_2,volatility_contraction20 < 0.8 + label:volatility_context_VOLATILITY_CO_HẸP,1214,384,587,243,31.63,48.35,-0.743,-0.881,-4.552,2
COMBO_2,drawdown20 -10% to 0% + label:market_context_MARKET_TRUNG_TÍNH,364,111,176,77,30.49,48.35,-0.998,-1.821,-5.59,2
COMBO_2,market_dist_ma20 > 5% + label:market_regime_TĂNG_MẠNH,116,43,56,17,37.07,48.28,-0.229,-0.41,-5.854,2
COMBO_2,market_ret5 > 4% + drawdown20 -10% to 0%,114,36,55,23,31.58,48.25,-0.066,-0.154,-5.317,2
COMBO_2,market_ret5 > 4% + label:risk_context_PULLBACK_LÀNH_MẠNH,114,36,55,23,31.58,48.25,-0.066,-0.154,-5.317,2
COMBO_2,volume_ratio < 1x + volatility_contraction20 < 0.8,993,316,479,198,31.82,48.24,-0.758,-0.883,-4.523,2
COMBO_2,volume_ratio < 1x + label:volatility_context_VOLATILITY_CO_HẸP,993,316,479,198,31.82,48.24,-0.758,-0.883,-4.523,2
COMBO_2,volume_ratio > 3x + label:score_bucket_80+,56,15,27,14,26.79,48.21,-0.678,-1.377,-5.255,2
COMBO_2,volatility_contraction20 < 0.8 + label:extension_context_KHÔNG_QUÁ_NÓNG,1046,326,504,216,31.17,48.18,-0.669,-0.91,-4.427,2
COMBO_2,stock_ret20 > 15% + label:market_regime_TĂNG_MẠNH,191,73,92,26,38.22,48.17,-0.518,-0.166,-6.376,2
COMBO_2,stock_ret5 > 8% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,106,39,51,16,36.79,48.11,-0.356,-0.474,-6.012,2
COMBO_2,market_ret5 > 4% + label:market_regime_TĂNG_MẠNH,131,48,63,20,36.64,48.09,-0.14,-0.332,-5.604,2
COMBO_2,volume_ratio 1.2-2.0x + market_dist_ma20 > 5%,50,17,24,9,34.0,48.0,0.057,-0.522,-5.472,2
COMBO_2,sideway_score20 >= 2 + label:volume_context_VOLUME_CẠN,465,139,223,103,29.89,47.96,-0.454,-0.753,-3.685,2
COMBO_2,stock_dist_ma20 3-8% + label:structure_context_KHÔNG_RÕ_NỀN,732,254,351,127,34.7,47.95,-0.191,-0.301,-5.032,2
COMBO_2,volume_ratio 1.2-2.0x + label:market_regime_RẤT_YẾU,121,51,58,12,42.15,47.93,-0.342,-0.657,-5.679,2
COMBO_2,stock_dist_ma20 > 8% + market_context fomo/hưng phấn,44,16,21,7,36.36,47.73,-0.377,-0.577,-7.452,2
COMBO_2,stock_dist_ma20 > 8% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,44,16,21,7,36.36,47.73,-0.377,-0.577,-7.452,2
COMBO_2,market_context fomo/hưng phấn + label:entry_context_ENTRY_XA_MA20___FOMO,44,16,21,7,36.36,47.73,-0.377,-0.577,-7.452,2
COMBO_2,volume_ratio 1.2-2.0x + label:volatility_context_VOLATILITY_TRUNG_TÍNH,283,100,135,48,35.34,47.7,-0.259,-0.115,-4.604,2
COMBO_2,stock_dist_ma20 < -3% + label:market_context_MARKET_TRUNG_TÍNH,193,53,92,48,27.46,47.67,-1.443,-1.33,-5.499,2
COMBO_2,stock_ret20 > 15% + label:volume_context_VOLUME_TRUNG_TÍNH,139,54,66,19,38.85,47.48,-0.414,-0.617,-6.895,2
COMBO_2,stock_dist_ma20 > 8% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,97,39,46,12,40.21,47.42,-0.162,0.072,-5.913,2
COMBO_2,volume_ratio < 1x + label:market_regime_TÍCH_CỰC,376,129,178,69,34.31,47.34,-0.504,-0.293,-4.05,2
COMBO_2,volatility_contraction20 < 0.8 + drawdown20 -10% to 0%,858,275,406,177,32.05,47.32,-0.458,-0.688,-4.244,2
COMBO_2,volatility_contraction20 < 0.8 + label:risk_context_PULLBACK_LÀNH_MẠNH,858,275,406,177,32.05,47.32,-0.458,-0.688,-4.244,2
COMBO_2,drawdown20 -10% to 0% + label:volatility_context_VOLATILITY_CO_HẸP,858,275,406,177,32.05,47.32,-0.458,-0.688,-4.244,2
COMBO_2,drawdown20 -10% to 0% + label:score_bucket_80+,1880,636,889,355,33.83,47.29,-0.219,-0.248,-4.42,2
COMBO_2,volatility_contraction20 > 1.3 + label:market_context_MARKET_TRUNG_TÍNH,142,45,67,30,31.69,47.18,-0.488,-1.628,-5.747,2
COMBO_2,stock_dist_ma20 3-8% + label:volume_context_VOLUME_TRUNG_TÍNH,318,110,150,58,34.59,47.17,-0.05,-0.501,-5.065,2
COMBO_2,market_ret5 > 4% + label:risk_context_RISK_TRUNG_TÍNH,53,22,25,6,41.51,47.17,-0.909,-0.134,-6.0,2
COMBO_2,stock_ret20 > 15% + drawdown20 -10% to 0%,263,104,124,35,39.54,47.15,0.29,0.179,-6.072,2
COMBO_2,stock_ret20 > 15% + label:risk_context_PULLBACK_LÀNH_MẠNH,263,104,124,35,39.54,47.15,0.29,0.179,-6.072,2
COMBO_2,drawdown20 -10% to 0% + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,263,104,124,35,39.54,47.15,0.29,0.179,-6.072,2
COMBO_2,volume_ratio 1.2-2.0x + label:extension_context_KHÔNG_QUÁ_NÓNG,526,186,247,93,35.36,46.96,-0.115,-0.153,-4.531,2
COMBO_2,stock_ret20 > 15% + label:volume_context_VOLUME_CẠN,115,43,54,18,37.39,46.96,-0.029,0.053,-6.005,2
COMBO_2,sideway_score20 >= 2 + label:market_context_MARKET_TRUNG_TÍNH,196,58,92,46,29.59,46.94,-1.079,-1.859,-5.061,2
COMBO_2,stock_dist_ma20 > 8% + label:score_bucket_70-79,32,12,15,5,37.5,46.88,2.081,-0.657,-6.666,2
COMBO_2,stock_dist_ma20 > 8% + volume_ratio 1.2-2.0x,94,36,44,14,38.3,46.81,0.067,-0.468,-6.643,2
COMBO_2,volume_ratio 1.2-2.0x + label:entry_context_ENTRY_XA_MA20___FOMO,94,36,44,14,38.3,46.81,0.067,-0.468,-6.643,2
COMBO_2,volume_ratio < 1x + label:volume_context_VOLUME_CẠN,1370,470,638,262,34.31,46.57,-0.277,-0.251,-4.272,2
COMBO_2,volume_ratio < 1x + label:score_bucket_80+,1292,444,601,247,34.37,46.52,-0.339,-0.31,-4.394,2
COMBO_2,stock_ret5 > 8% + label:score_bucket_60-69,43,19,20,4,44.19,46.51,-0.064,1.055,-6.331,2
COMBO_2,volume_ratio > 3x + market_context risk-off,43,17,20,6,39.53,46.51,0.834,0.97,-4.942,2
COMBO_2,volume_ratio > 3x + label:market_context_MARKET_RISK-OFF,43,17,20,6,39.53,46.51,0.834,0.97,-4.942,2
COMBO_2,volume_ratio < 1x + label:volatility_context_VOLATILITY_TRUNG_TÍNH,1026,351,477,198,34.21,46.49,-0.495,-0.396,-4.467,2
COMBO_2,volume_ratio 1.2-2.0x + label:volume_context_VOLUME_TĂNG_VỪA,370,137,172,61,37.03,46.49,-0.11,0.061,-4.811,2
COMBO_2,sideway_score20 >= 2 + label:score_bucket_80+,732,237,340,155,32.38,46.45,-0.353,-0.465,-3.752,2
COMBO_2,volume_ratio 1.2-2.0x + drawdown20 -10% to 0%,522,188,242,92,36.02,46.36,0.047,-0.002,-4.777,2
COMBO_2,volume_ratio 1.2-2.0x + label:risk_context_PULLBACK_LÀNH_MẠNH,522,188,242,92,36.02,46.36,0.047,-0.002,-4.777,2
COMBO_2,drawdown20 < -15% + label:volume_context_VOLUME_TĂNG_VỪA,41,13,19,9,31.71,46.34,-1.42,-0.742,-5.129,2
COMBO_2,volume_ratio 1.2-2.0x + label:structure_context_KHÔNG_RÕ_NỀN,447,173,207,67,38.7,46.31,-0.021,0.006,-5.367,2
COMBO_2,drawdown20 -10% to 0% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,1238,426,573,239,34.41,46.28,-0.509,-0.381,-4.399,2
COMBO_2,stock_ret5 > 8% + label:score_bucket_80+,199,79,92,28,39.7,46.23,0.243,0.21,-5.765,2
COMBO_2,drawdown20 < -15% + label:structure_context_KHÔNG_RÕ_NỀN,221,80,102,39,36.2,46.15,-0.875,-0.645,-5.144,2
COMBO_2,drawdown20 < -15% + label:risk_context_DRAWDOWN_SÂU,221,80,102,39,36.2,46.15,-0.875,-0.645,-5.144,2
COMBO_2,volume_ratio < 1x + label:volume_context_VOLUME_TĂNG_VỪA,143,46,66,31,32.17,46.15,-0.815,-0.706,-4.483,2
COMBO_2,volume_ratio > 3x + volatility_contraction20 > 1.3,52,18,24,10,34.62,46.15,0.573,0.25,-4.965,2
COMBO_2,volume_ratio > 3x + label:volatility_context_VOLATILITY_MỞ_RỘNG,52,18,24,10,34.62,46.15,0.573,0.25,-4.965,2
COMBO_2,stock_ret20 > 15% + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,358,143,165,50,39.94,46.09,-0.006,0.141,-6.296,2
COMBO_2,stock_ret20 > 15% + label:structure_context_KHÔNG_RÕ_NỀN,358,143,165,50,39.94,46.09,-0.006,0.141,-6.296,2
COMBO_2,drawdown20 -10% to 0% + label:structure_context_KHÔNG_RÕ_NỀN,1671,611,768,292,36.56,45.96,-0.125,-0.083,-4.856,2
COMBO_2,sideway_score20 >= 2 + label:market_regime_RẤT_YẾU,259,84,119,56,32.43,45.95,-0.487,-0.691,-3.744,2
COMBO_2,drawdown20 -10% to 0% + label:volume_context_VOLUME_CẠN,1121,381,515,225,33.99,45.94,-0.212,-0.142,-4.098,2
COMBO_2,range20 <= 10% + label:market_regime_RẤT_YẾU,170,49,78,43,28.82,45.88,-0.693,-0.931,-3.648,2
COMBO_2,volatility_contraction20 > 1.3 + label:market_regime_BÌNH_THƯỜNG,85,27,39,19,31.76,45.88,0.016,-1.712,-5.713,2
COMBO_2,drawdown20 -10% to 0% + label:market_regime_RẤT_YẾU,543,194,249,100,35.73,45.86,-0.275,-0.388,-4.359,2
COMBO_2,sideway_score20 >= 2 + label:market_context_MARKET_ỦNG_HỘ,423,139,194,90,32.86,45.86,-0.202,-0.144,-3.346,2
COMBO_2,volatility_contraction20 < 0.8 + label:market_regime_TÍCH_CỰC,262,95,120,47,36.26,45.8,-0.565,-0.245,-4.05,2
COMBO_2,volatility_contraction20 > 1.3 + label:market_regime_TĂNG_MẠNH,332,123,152,57,37.05,45.78,0.024,0.452,-5.204,2
COMBO_2,volume_ratio < 1x + label:structure_context_KHÔNG_RÕ_NỀN,1690,616,772,302,36.45,45.68,-0.422,-0.306,-4.775,2
COMBO_2,stock_dist_ma20 3-8% + label:volume_context_VOLUME_CẠN,265,93,121,51,35.09,45.66,-0.173,0.034,-4.578,2
COMBO_2,stock_dist_ma20 3-8% + label:market_context_MARKET_TRUNG_TÍNH,92,31,42,19,33.7,45.65,0.128,-0.889,-4.835,2
COMBO_2,stock_dist_ma20 > 8% + market_context risk-off,92,38,42,12,41.3,45.65,0.846,0.827,-6.078,2
COMBO_2,stock_dist_ma20 > 8% + label:market_context_MARKET_RISK-OFF,92,38,42,12,41.3,45.65,0.846,0.827,-6.078,2
COMBO_2,market_context risk-off + label:entry_context_ENTRY_XA_MA20___FOMO,92,38,42,12,41.3,45.65,0.846,0.827,-6.078,2
COMBO_2,volume_ratio 1.2-2.0x + label:market_regime_TÍCH_CỰC,103,34,47,22,33.01,45.63,-0.26,-0.421,-4.141,2
COMBO_2,stock_dist_ma20 < -3% + drawdown20 -10% to 0%,217,69,99,49,31.8,45.62,-1.114,-0.769,-4.814,2
COMBO_2,stock_dist_ma20 < -3% + label:risk_context_PULLBACK_LÀNH_MẠNH,217,69,99,49,31.8,45.62,-1.114,-0.769,-4.814,2
COMBO_2,drawdown20 -10% to 0% + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,217,69,99,49,31.8,45.62,-1.114,-0.769,-4.814,2
COMBO_2,volatility_contraction20 < 0.8 + label:market_regime_RẤT_YẾU,160,54,73,33,33.75,45.62,-0.37,-0.505,-3.959,2
COMBO_2,volatility_contraction20 < 0.8 + label:entry_context_ENTRY_GẦN_MA20,773,266,352,155,34.41,45.54,-0.498,-0.558,-4.086,2
COMBO_2,stock_dist_ma20 3-8% + volume_ratio < 1x,358,126,163,69,35.2,45.53,-0.117,-0.067,-4.691,2
COMBO_2,volume_ratio < 1x + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,358,126,163,69,35.2,45.53,-0.117,-0.067,-4.691,2
COMBO_2,volume_ratio < 1x + drawdown20 < -15%,178,67,81,30,37.64,45.51,-0.652,-0.34,-4.921,2
COMBO_2,volume_ratio < 1x + label:risk_context_DRAWDOWN_SÂU,178,67,81,30,37.64,45.51,-0.652,-0.34,-4.921,2
COMBO_2,stock_ret20 > 15% + label:market_context_MARKET_ỦNG_HỘ,187,75,85,27,40.11,45.45,0.025,0.372,-5.572,2
COMBO_2,sideway_score20 >= 2 + label:market_regime_BÌNH_THƯỜNG,154,51,70,33,33.12,45.45,-1.027,-1.861,-4.9,2
COMBO_2,drawdown20 < -15% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,66,26,30,10,39.39,45.45,-0.895,-0.161,-5.536,2
COMBO_2,volatility_contraction20 < 0.8 + label:volume_context_VOLUME_TRUNG_TÍNH,504,173,229,102,34.33,45.44,-0.886,-1.054,-4.821,2
COMBO_2,volatility_contraction20 > 1.3 + market_dist_ma20 > 5%,53,21,24,8,39.62,45.28,0.141,0.064,-5.91,2
COMBO_2,market_dist_ma20 > 5% + label:volatility_context_VOLATILITY_MỞ_RỘNG,53,21,24,8,39.62,45.28,0.141,0.064,-5.91,2
COMBO_2,volume_ratio < 1x + label:extension_context_KHÔNG_QUÁ_NÓNG,2163,746,978,439,34.49,45.21,-0.404,-0.384,-4.265,2
COMBO_2,volume_ratio 1.2-2.0x + label:market_context_MARKET_TRUNG_TÍNH,62,23,28,11,37.1,45.16,-0.644,-1.644,-5.625,2
COMBO_2,sideway_score20 >= 2 + volatility_contraction20 < 0.8,401,133,181,87,33.17,45.14,-0.586,-0.957,-3.915,2
COMBO_2,sideway_score20 >= 2 + label:volatility_context_VOLATILITY_CO_HẸP,401,133,181,87,33.17,45.14,-0.586,-0.957,-3.915,2
COMBO_2,volatility_contraction20 < 0.8 + label:structure_context_CÓ_NỀN___SIDEWAY,401,133,181,87,33.17,45.14,-0.586,-0.957,-3.915,2
COMBO_2,drawdown20 -10% to 0% + label:market_regime_TÍCH_CỰC,442,146,199,97,33.03,45.02,-0.162,-0.167,-3.728,2
COMBO_2,sideway_score20 >= 2 + label:volume_context_VOLUME_TĂNG_VỪA,289,93,130,66,32.18,44.98,-0.516,-0.548,-3.968,2
COMBO_2,volume_ratio < 1x + sideway_score20 >= 2,853,270,383,200,31.65,44.9,-0.552,-0.659,-3.798,2
COMBO_2,volume_ratio < 1x + label:structure_context_CÓ_NỀN___SIDEWAY,853,270,383,200,31.65,44.9,-0.552,-0.659,-3.798,2
COMBO_2,drawdown20 -10% to 0% + label:risk_context_PULLBACK_LÀNH_MẠNH,2910,1021,1306,583,35.09,44.88,-0.263,-0.265,-4.39,2
COMBO_2,volume_ratio < 1x + label:extension_context_SUY_YẾU_TRƯỚC_SIGNAL,223,86,100,37,38.57,44.84,-0.95,-0.409,-4.846,2
COMBO_2,volume_ratio < 1x + label:score_bucket_70-79,513,181,230,102,35.28,44.83,-0.429,-0.808,-4.699,2
COMBO_2,stock_ret5 > 8% + stock_dist_ma20 > 8%,152,64,68,20,42.11,44.74,0.505,0.678,-6.019,2
COMBO_2,stock_ret5 > 8% + label:entry_context_ENTRY_XA_MA20___FOMO,152,64,68,20,42.11,44.74,0.505,0.678,-6.019,2
COMBO_2,stock_ret5 > 8% + volatility_contraction20 > 1.3,150,67,67,16,44.67,44.67,0.589,0.846,-5.833,2
COMBO_2,stock_ret5 > 8% + label:volatility_context_VOLATILITY_MỞ_RỘNG,150,67,67,16,44.67,44.67,0.589,0.846,-5.833,2
COMBO_2,drawdown20 -10% to 0% + label:extension_context_KHÔNG_QUÁ_NÓNG,2647,917,1182,548,34.64,44.65,-0.318,-0.309,-4.223,2
COMBO_2,stock_dist_ma20 3-8% + volatility_contraction20 > 1.3,318,114,142,62,35.85,44.65,0.196,0.068,-4.804,2
COMBO_2,stock_dist_ma20 3-8% + label:volatility_context_VOLATILITY_MỞ_RỘNG,318,114,142,62,35.85,44.65,0.196,0.068,-4.804,2
COMBO_2,volatility_contraction20 > 1.3 + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,318,114,142,62,35.85,44.65,0.196,0.068,-4.804,2
COMBO_2,range20 <= 10% + label:market_context_MARKET_ỦNG_HỘ,287,87,128,72,30.31,44.6,-0.328,-0.407,-3.243,2
COMBO_2,volume_ratio < 1x + drawdown20 -10% to 0%,1860,643,827,390,34.57,44.46,-0.4,-0.344,-4.203,2
COMBO_2,volume_ratio < 1x + label:risk_context_PULLBACK_LÀNH_MẠNH,1860,643,827,390,34.57,44.46,-0.4,-0.344,-4.203,2
COMBO_2,stock_ret20 > 15% + volume_ratio 1.2-2.0x,97,41,43,13,42.27,44.33,0.102,0.161,-6.729,2
COMBO_2,volume_ratio 1.2-2.0x + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,97,41,43,13,42.27,44.33,0.102,0.161,-6.729,2
COMBO_2,stock_ret5 > 8% + label:volume_context_VOLUME_TRUNG_TÍNH,88,38,39,11,43.18,44.32,0.637,0.453,-6.03,2
COMBO_2,stock_ret20 > 15% + label:score_bucket_80+,296,124,131,41,41.89,44.26,-0.055,0.382,-6.028,2
COMBO_2,stock_dist_ma20 > 8% + drawdown20 -10% to 0%,174,75,77,22,43.1,44.25,1.135,0.954,-5.941,2
COMBO_2,stock_dist_ma20 > 8% + label:risk_context_PULLBACK_LÀNH_MẠNH,174,75,77,22,43.1,44.25,1.135,0.954,-5.941,2
COMBO_2,drawdown20 -10% to 0% + label:entry_context_ENTRY_XA_MA20___FOMO,174,75,77,22,43.1,44.25,1.135,0.954,-5.941,2
COMBO_2,stock_ret5 > 8% + label:structure_context_KHÔNG_RÕ_NỀN,260,110,115,35,42.31,44.23,0.164,0.513,-5.936,2
COMBO_2,volume_ratio < 1x + range20 <= 10%,512,159,226,127,31.05,44.14,-0.658,-0.71,-3.654,2
COMBO_2,market_context risk-off + label:market_regime_RẤT_YẾU,750,283,331,136,37.73,44.13,-0.078,-0.161,-4.433,2
COMBO_2,volume_ratio 1.2-2.0x + sideway_score20 >= 2,204,68,90,46,33.33,44.12,-0.213,-0.176,-3.624,2
COMBO_2,volume_ratio 1.2-2.0x + label:structure_context_CÓ_NỀN___SIDEWAY,204,68,90,46,33.33,44.12,-0.213,-0.176,-3.624,2
COMBO_2,range20 <= 10% + label:market_regime_BÌNH_THƯỜNG,102,34,45,23,33.33,44.12,-1.044,-1.856,-4.716,2
COMBO_2,market_ret5 > 4% + label:score_bucket_80+,102,42,45,15,41.18,44.12,0.444,0.284,-5.24,2
COMBO_2,stock_ret5 > 8% + volume_ratio 1.2-2.0x,100,41,44,15,41.0,44.0,0.127,0.234,-6.169,2
COMBO_2,volatility_contraction20 > 1.3 + label:volume_context_VOLUME_TĂNG_VỪA,273,99,120,54,36.26,43.96,0.307,0.325,-4.843,2
COMBO_2,stock_dist_ma20 3-8% + market_context risk-off,271,114,119,38,42.07,43.91,0.357,0.385,-4.713,2
COMBO_2,stock_dist_ma20 3-8% + label:market_context_MARKET_RISK-OFF,271,114,119,38,42.07,43.91,0.357,0.385,-4.713,2
COMBO_2,market_context risk-off + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,271,114,119,38,42.07,43.91,0.357,0.385,-4.713,2
COMBO_2,range20 <= 10% + volatility_contraction20 < 0.8,230,69,101,60,30.0,43.91,-0.615,-0.994,-3.771,2
COMBO_2,range20 <= 10% + label:volatility_context_VOLATILITY_CO_HẸP,230,69,101,60,30.0,43.91,-0.615,-0.994,-3.771,2
COMBO_2,volume_ratio < 1x + label:score_bucket_60-69,738,261,324,153,35.37,43.9,-0.713,-0.358,-4.366,2
COMBO_2,stock_dist_ma20 > 8% + label:entry_context_ENTRY_XA_MA20___FOMO,283,119,124,40,42.05,43.82,0.465,0.61,-6.024,2
COMBO_2,stock_dist_ma20 > 8% + label:structure_context_KHÔNG_RÕ_NỀN,283,119,124,40,42.05,43.82,0.465,0.61,-6.024,2
COMBO_2,stock_dist_ma20 > 8% + label:volume_context_VOLUME_TRUNG_TÍNH,105,44,46,15,41.9,43.81,0.616,0.386,-6.605,2
COMBO_2,volume_ratio < 1x + label:volume_context_VOLUME_TRUNG_TÍNH,1030,370,451,209,35.92,43.79,-0.668,-0.616,-4.677,2
COMBO_2,sideway_score20 >= 2 + label:extension_context_KHÔNG_QUÁ_NÓNG,1304,432,570,302,33.13,43.71,-0.429,-0.497,-3.751,2
COMBO_2,sideway_score20 >= 2 + label:structure_context_CÓ_NỀN___SIDEWAY,1304,432,570,302,33.13,43.71,-0.429,-0.497,-3.751,2
COMBO_2,stock_dist_ma20 3-8% + label:score_bucket_70-79,103,41,45,17,39.81,43.69,0.049,-0.59,-5.107,2
COMBO_2,stock_dist_ma20 > 8% + volatility_contraction20 > 1.3,158,68,69,21,43.04,43.67,0.726,0.659,-6.298,2
COMBO_2,stock_dist_ma20 > 8% + label:volatility_context_VOLATILITY_MỞ_RỘNG,158,68,69,21,43.04,43.67,0.726,0.659,-6.298,2
