pattern,conditions,n,win,fail,flat,winrate_pct,failrate_pct,avg_ret_t2_pct,avg_ret_t5_pct,avg_drawdown_t5_pct,combo_size
COMBO_3,volume_ratio < 1x + market_context risk-off + label:volume_context_VOLUME_TRUNG_TÍNH,486,195,183,108,40.12,37.65,-0.463,-0.056,-4.376,3
COMBO_3,stock_dist_ma20 < -3% + range20 <= 10% + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,85,31,32,22,36.47,37.65,-0.939,-0.317,-4.126,3
COMBO_3,market_ret20 < -5% + market_context risk-off + label:market_regime_RẤT_YẾU,367,152,138,77,41.42,37.6,0.589,1.12,-3.797,3
COMBO_3,volatility_contraction20 > 1.3 + drawdown20 -10% to 0% + label:entry_context_ENTRY_GẦN_MA20,402,160,151,91,39.8,37.56,0.096,0.297,-3.969,3
COMBO_3,volatility_contraction20 > 1.3 + drawdown20 -10% to 0% + label:volume_context_VOLUME_CẠN,312,130,117,65,41.67,37.5,0.345,0.628,-4.169,3
COMBO_3,stock_ret5 > 8% + stock_ret20 > 15% + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,104,52,39,13,50.0,37.5,0.971,1.511,-5.806,3
COMBO_3,stock_ret5 > 8% + stock_ret20 > 15% + label:structure_context_KHÔNG_RÕ_NỀN,104,52,39,13,50.0,37.5,0.971,1.511,-5.806,3
COMBO_3,stock_ret5 > 8% + stock_ret20 > 15% + stock_dist_ma20 > 8%,96,48,36,12,50.0,37.5,1.11,1.573,-5.726,3
COMBO_3,stock_ret5 > 8% + stock_ret20 > 15% + label:entry_context_ENTRY_XA_MA20___FOMO,96,48,36,12,50.0,37.5,1.11,1.573,-5.726,3
COMBO_3,stock_ret5 > 8% + stock_dist_ma20 > 8% + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,96,48,36,12,50.0,37.5,1.11,1.573,-5.726,3
COMBO_3,stock_dist_ma20 3-8% + volatility_contraction20 > 1.3 + market_ret20 < -5%,40,20,15,5,50.0,37.5,1.915,2.474,-4.162,3
COMBO_3,stock_dist_ma20 3-8% + market_ret20 < -5% + label:volatility_context_VOLATILITY_MỞ_RỘNG,40,20,15,5,50.0,37.5,1.915,2.474,-4.162,3
COMBO_3,volatility_contraction20 > 1.3 + market_ret20 < -5% + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,40,20,15,5,50.0,37.5,1.915,2.474,-4.162,3
COMBO_3,stock_ret5 > 8% + volume_ratio 1.2-2.0x + label:risk_context_RISK_TRUNG_TÍNH,32,14,12,6,43.75,37.5,-0.472,-0.569,-6.271,3
COMBO_3,stock_ret20 > 15% + market_context risk-off + label:volatility_context_VOLATILITY_TRUNG_TÍNH,32,16,12,4,50.0,37.5,0.726,2.557,-6.401,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 > 1.3 + drawdown20 -10% to 0%,382,158,143,81,41.36,37.43,0.054,0.422,-4.149,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 > 1.3 + label:risk_context_PULLBACK_LÀNH_MẠNH,382,158,143,81,41.36,37.43,0.054,0.422,-4.149,3
COMBO_3,volume_ratio < 1x + drawdown20 -10% to 0% + label:volatility_context_VOLATILITY_MỞ_RỘNG,382,158,143,81,41.36,37.43,0.054,0.422,-4.149,3
COMBO_3,range20 <= 10% + market_context risk-off + label:score_bucket_70-79,99,34,37,28,34.34,37.37,-0.701,-0.624,-3.615,3
COMBO_3,stock_dist_ma20 > 8% + drawdown20 -10% to 0% + label:market_context_MARKET_ỦNG_HỘ,83,41,31,11,49.4,37.35,1.483,1.791,-5.227,3
COMBO_3,sideway_score20 >= 2 + range20 <= 10% + label:volume_context_VOLUME_TRUNG_TÍNH,327,111,122,94,33.94,37.31,-0.419,-0.114,-3.475,3
COMBO_3,volatility_contraction20 < 0.8 + drawdown20 -10% to 0% + label:score_bucket_60-69,177,69,66,42,38.98,37.29,-0.472,-0.016,-3.622,3
COMBO_3,market_context risk-off + drawdown20 -10% to 0% + label:volume_context_VOLUME_TRUNG_TÍNH,526,210,196,120,39.92,37.26,-0.292,-0.005,-4.309,3
COMBO_3,sideway_score20 >= 2 + drawdown20 -10% to 0% + label:score_bucket_70-79,239,84,89,66,35.15,37.24,-0.491,-0.682,-3.756,3
COMBO_3,range20 <= 10% + drawdown20 -10% to 0% + label:volume_context_VOLUME_TRUNG_TÍNH,325,109,121,95,33.54,37.23,-0.43,-0.14,-3.476,3
COMBO_3,sideway_score20 >= 2 + range20 <= 10% + label:market_regime_TÍCH_CỰC,121,38,45,38,31.4,37.19,-0.206,0.032,-2.817,3
COMBO_3,volatility_contraction20 > 1.3 + market_context risk-off + label:score_bucket_60-69,191,79,71,41,41.36,37.17,0.733,1.054,-3.999,3
COMBO_3,stock_ret20 > 15% + stock_dist_ma20 > 8% + label:risk_context_RISK_TRUNG_TÍNH,70,33,26,11,47.14,37.14,-0.269,0.698,-6.315,3
COMBO_3,stock_dist_ma20 3-8% + drawdown20 -10% to 0% + label:score_bucket_60-69,35,17,13,5,48.57,37.14,-0.109,0.784,-5.622,3
COMBO_3,stock_dist_ma20 > 8% + volume_ratio < 1x + drawdown20 -10% to 0%,62,31,23,8,50.0,37.1,1.223,1.706,-5.105,3
COMBO_3,stock_dist_ma20 > 8% + volume_ratio < 1x + label:risk_context_PULLBACK_LÀNH_MẠNH,62,31,23,8,50.0,37.1,1.223,1.706,-5.105,3
COMBO_3,volume_ratio < 1x + drawdown20 -10% to 0% + label:entry_context_ENTRY_XA_MA20___FOMO,62,31,23,8,50.0,37.1,1.223,1.706,-5.105,3
COMBO_3,volume_ratio 1.2-2.0x + market_context risk-off + label:volatility_context_VOLATILITY_TRUNG_TÍNH,89,45,33,11,50.56,37.08,0.402,1.725,-3.919,3
COMBO_3,volume_ratio < 1x + market_context risk-off + label:score_bucket_60-69,405,180,150,75,44.44,37.04,-0.18,0.691,-3.624,3
COMBO_3,volume_ratio < 1x + market_context risk-off + label:structure_context_KHÔNG_RÕ_NỀN,781,358,289,134,45.84,37.0,0.1,0.688,-4.238,3
COMBO_3,volume_ratio 1.2-2.0x + market_context risk-off + label:volume_context_VOLUME_TĂNG_VỪA,149,69,55,25,46.31,36.91,0.683,1.697,-4.302,3
COMBO_3,volatility_contraction20 > 1.3 + market_context risk-off + label:volume_context_VOLUME_TRUNG_TÍNH,225,102,83,40,45.33,36.89,0.338,0.436,-4.46,3
COMBO_3,stock_ret5 > 8% + volume_ratio 1.2-2.0x + volatility_contraction20 > 1.3,57,29,21,7,50.88,36.84,0.353,1.527,-5.978,3
COMBO_3,stock_ret5 > 8% + volume_ratio 1.2-2.0x + label:volatility_context_VOLATILITY_MỞ_RỘNG,57,29,21,7,50.88,36.84,0.353,1.527,-5.978,3
COMBO_3,stock_dist_ma20 < -3% + market_context risk-off + drawdown20 -10% to 0%,57,24,21,12,42.11,36.84,0.155,0.569,-4.039,3
COMBO_3,stock_dist_ma20 < -3% + market_context risk-off + label:risk_context_PULLBACK_LÀNH_MẠNH,57,24,21,12,42.11,36.84,0.155,0.569,-4.039,3
COMBO_3,stock_dist_ma20 < -3% + drawdown20 -10% to 0% + label:market_context_MARKET_RISK-OFF,57,24,21,12,42.11,36.84,0.155,0.569,-4.039,3
COMBO_3,market_context risk-off + drawdown20 -10% to 0% + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,57,24,21,12,42.11,36.84,0.155,0.569,-4.039,3
COMBO_3,stock_dist_ma20 < -3% + sideway_score20 >= 2 + label:market_regime_BÌNH_THƯỜNG,38,15,14,9,39.47,36.84,-1.298,-0.228,-5.129,3
COMBO_3,volume_ratio 1.2-2.0x + market_ret5 > 4% + label:structure_context_KHÔNG_RÕ_NỀN,38,19,14,5,50.0,36.84,0.061,1.783,-5.818,3
COMBO_3,volume_ratio 1.2-2.0x + market_ret5 > 4% + label:score_bucket_80+,38,17,14,7,44.74,36.84,0.625,1.492,-4.878,3
COMBO_3,sideway_score20 >= 2 + market_ret20 < -5% + label:market_regime_RẤT_YẾU,68,26,25,17,38.24,36.76,0.228,0.419,-2.784,3
COMBO_3,volatility_contraction20 < 0.8 + market_context risk-off + label:volume_context_VOLUME_TRUNG_TÍNH,196,77,72,47,39.29,36.73,-0.61,-0.52,-4.536,3
COMBO_3,range20 <= 10% + volatility_contraction20 < 0.8 + label:volume_context_VOLUME_TĂNG_VỪA,49,12,18,19,24.49,36.73,-0.855,-1.394,-4.007,3
COMBO_3,market_context risk-off + drawdown20 -10% to 0% + label:score_bucket_60-69,352,144,129,79,40.91,36.65,-0.081,0.64,-3.506,3
COMBO_3,range20 <= 10% + volatility_contraction20 > 1.3 + label:entry_context_ENTRY_GẦN_MA20,131,38,48,45,29.01,36.64,-0.276,-0.347,-3.347,3
COMBO_3,volatility_contraction20 > 1.3 + market_context risk-off + label:volatility_context_VOLATILITY_MỞ_RỘNG,587,260,215,112,44.29,36.63,0.53,0.745,-4.155,3
COMBO_3,volatility_contraction20 > 1.3 + market_context risk-off + label:market_context_MARKET_RISK-OFF,587,260,215,112,44.29,36.63,0.53,0.745,-4.155,3
COMBO_3,volume_ratio 1.2-2.0x + market_ret5 > 4% + label:market_regime_TĂNG_MẠNH,41,20,15,6,48.78,36.59,0.168,1.502,-5.429,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 < 0.8 + market_ret20 < -5%,115,50,42,23,43.48,36.52,-0.26,1.014,-3.502,3
COMBO_3,volume_ratio < 1x + market_ret20 < -5% + label:volatility_context_VOLATILITY_CO_HẸP,115,50,42,23,43.48,36.52,-0.26,1.014,-3.502,3
COMBO_3,market_ret20 < -5% + market_context risk-off + label:score_bucket_80+,148,74,54,20,50.0,36.49,0.956,2.605,-3.632,3
COMBO_3,volume_ratio 1.2-2.0x + range20 <= 10% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,74,25,27,22,33.78,36.49,-0.395,-0.217,-3.616,3
COMBO_3,volume_ratio < 1x + market_context risk-off + label:volume_context_VOLUME_TĂNG_VỪA,74,27,27,20,36.49,36.49,-0.645,0.437,-3.955,3
COMBO_3,volume_ratio < 1x + market_ret20 < -5% + label:score_bucket_80+,85,44,31,10,51.76,36.47,0.632,2.305,-3.61,3
COMBO_3,volume_ratio < 1x + market_context risk-off + label:market_regime_YẾU,735,317,268,150,43.13,36.46,-0.258,0.444,-4.005,3
COMBO_3,volume_ratio 1.2-2.0x + market_context risk-off + drawdown20 -10% to 0%,195,91,71,33,46.67,36.41,0.807,1.212,-4.368,3
COMBO_3,volume_ratio 1.2-2.0x + market_context risk-off + label:risk_context_PULLBACK_LÀNH_MẠNH,195,91,71,33,46.67,36.41,0.807,1.212,-4.368,3
COMBO_3,volume_ratio 1.2-2.0x + drawdown20 -10% to 0% + label:market_context_MARKET_RISK-OFF,195,91,71,33,46.67,36.41,0.807,1.212,-4.368,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 > 1.3 + label:entry_context_ENTRY_GẦN_MA20,283,121,103,59,42.76,36.4,0.049,0.346,-3.885,3
COMBO_3,sideway_score20 >= 2 + volatility_contraction20 < 0.8 + label:score_bucket_60-69,110,43,40,27,39.09,36.36,-0.477,-0.306,-3.562,3
COMBO_3,stock_dist_ma20 < -3% + volume_ratio 1.2-2.0x + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,55,27,20,8,49.09,36.36,0.147,1.346,-3.47,3
COMBO_3,stock_dist_ma20 < -3% + volume_ratio 1.2-2.0x + label:risk_context_RISK_TRUNG_TÍNH,33,16,12,5,48.48,36.36,0.028,1.664,-3.297,3
COMBO_3,volatility_contraction20 < 0.8 + market_ret20 < -5% + label:structure_context_KHÔNG_RÕ_NỀN,113,49,41,23,43.36,36.28,-0.406,0.978,-3.725,3
COMBO_3,sideway_score20 >= 2 + volatility_contraction20 > 1.3 + label:score_bucket_70-79,80,28,29,23,35.0,36.25,-0.258,-0.715,-3.609,3
COMBO_3,stock_dist_ma20 3-8% + volatility_contraction20 > 1.3 + label:score_bucket_70-79,47,21,17,9,44.68,36.17,0.23,0.127,-4.62,3
COMBO_3,stock_dist_ma20 3-8% + market_context risk-off + label:volume_context_VOLUME_CẠN,86,39,31,16,45.35,36.05,0.267,1.015,-3.945,3
COMBO_3,stock_dist_ma20 < -3% + market_context risk-off + label:score_bucket_60-69,111,55,40,16,49.55,36.04,0.143,0.588,-4.578,3
COMBO_3,stock_ret5 > 8% + volume_ratio < 1x + label:volume_context_VOLUME_CẠN,39,20,14,5,51.28,35.9,0.08,0.281,-5.784,3
COMBO_3,market_ret20 < -5% + drawdown20 -10% to 0% + label:volume_context_VOLUME_TĂNG_VỪA,67,29,24,14,43.28,35.82,2.323,3.03,-3.946,3
COMBO_3,volatility_contraction20 < 0.8 + market_ret20 < -5% + market_context risk-off,126,54,45,27,42.86,35.71,-0.31,0.95,-3.523,3
COMBO_3,volatility_contraction20 < 0.8 + market_ret20 < -5% + label:volatility_context_VOLATILITY_CO_HẸP,126,54,45,27,42.86,35.71,-0.31,0.95,-3.523,3
COMBO_3,volatility_contraction20 < 0.8 + market_ret20 < -5% + label:market_context_MARKET_RISK-OFF,126,54,45,27,42.86,35.71,-0.31,0.95,-3.523,3
COMBO_3,market_ret20 < -5% + market_context risk-off + label:volatility_context_VOLATILITY_CO_HẸP,126,54,45,27,42.86,35.71,-0.31,0.95,-3.523,3
COMBO_3,stock_dist_ma20 < -3% + volume_ratio < 1x + label:market_regime_RẤT_YẾU,70,33,25,12,47.14,35.71,1.122,1.129,-3.629,3
COMBO_3,sideway_score20 >= 2 + market_context risk-off + label:market_regime_YẾU,367,137,131,99,37.33,35.69,-0.312,0.115,-3.394,3
COMBO_3,volatility_contraction20 > 1.3 + market_context risk-off + drawdown20 -10% to 0%,412,179,147,86,43.45,35.68,0.502,0.728,-3.975,3
COMBO_3,volatility_contraction20 > 1.3 + market_context risk-off + label:risk_context_PULLBACK_LÀNH_MẠNH,412,179,147,86,43.45,35.68,0.502,0.728,-3.975,3
COMBO_3,volatility_contraction20 > 1.3 + drawdown20 -10% to 0% + label:market_context_MARKET_RISK-OFF,412,179,147,86,43.45,35.68,0.502,0.728,-3.975,3
COMBO_3,market_context risk-off + drawdown20 -10% to 0% + label:volatility_context_VOLATILITY_MỞ_RỘNG,412,179,147,86,43.45,35.68,0.502,0.728,-3.975,3
COMBO_3,volatility_contraction20 > 1.3 + market_context risk-off + label:structure_context_KHÔNG_RÕ_NỀN,401,190,143,68,47.38,35.66,0.737,1.006,-4.571,3
COMBO_3,volume_ratio < 1x + drawdown20 -10% to 0% + label:market_regime_YẾU,539,220,192,127,40.82,35.62,-0.19,0.36,-3.79,3
COMBO_3,stock_ret5 > 8% + stock_ret20 > 15% + volatility_contraction20 > 1.3,62,32,22,8,51.61,35.48,0.959,1.579,-6.155,3
COMBO_3,stock_ret5 > 8% + stock_ret20 > 15% + label:volatility_context_VOLATILITY_MỞ_RỘNG,62,32,22,8,51.61,35.48,0.959,1.579,-6.155,3
COMBO_3,stock_ret5 > 8% + volatility_contraction20 > 1.3 + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,62,32,22,8,51.61,35.48,0.959,1.579,-6.155,3
COMBO_3,stock_dist_ma20 > 8% + volume_ratio < 1x + label:market_context_MARKET_ỦNG_HỘ,31,16,11,4,51.61,35.48,1.248,1.431,-4.494,3
COMBO_3,sideway_score20 >= 2 + drawdown20 -10% to 0% + label:market_regime_YẾU,358,133,127,98,37.15,35.47,-0.349,0.086,-3.421,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 > 1.3 + market_context risk-off,302,137,107,58,45.36,35.43,0.187,0.634,-3.816,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 > 1.3 + label:market_context_MARKET_RISK-OFF,302,137,107,58,45.36,35.43,0.187,0.634,-3.816,3
COMBO_3,volume_ratio < 1x + market_context risk-off + label:volatility_context_VOLATILITY_MỞ_RỘNG,302,137,107,58,45.36,35.43,0.187,0.634,-3.816,3
COMBO_3,stock_ret5 > 8% + volume_ratio < 1x + label:structure_context_KHÔNG_RÕ_NỀN,57,29,20,8,50.88,35.09,0.52,0.59,-5.753,3
COMBO_3,range20 <= 10% + volatility_contraction20 > 1.3 + market_context risk-off,100,37,35,28,37.0,35.0,0.198,0.395,-2.903,3
COMBO_3,range20 <= 10% + volatility_contraction20 > 1.3 + label:market_context_MARKET_RISK-OFF,100,37,35,28,37.0,35.0,0.198,0.395,-2.903,3
COMBO_3,range20 <= 10% + market_context risk-off + label:volatility_context_VOLATILITY_MỞ_RỘNG,100,37,35,28,37.0,35.0,0.198,0.395,-2.903,3
COMBO_3,stock_ret5 > 8% + stock_dist_ma20 > 8% + label:market_context_MARKET_ỦNG_HỘ,63,30,22,11,47.62,34.92,1.596,1.894,-4.775,3
COMBO_3,stock_dist_ma20 > 8% + market_context risk-off + label:score_bucket_80+,43,21,15,7,48.84,34.88,0.732,1.997,-5.473,3
COMBO_3,volume_ratio 1.2-2.0x + volatility_contraction20 > 1.3 + label:score_bucket_60-69,43,21,15,7,48.84,34.88,1.688,1.514,-4.654,3
COMBO_3,sideway_score20 >= 2 + range20 <= 10% + label:market_regime_YẾU,207,74,72,61,35.75,34.78,-0.466,0.25,-3.433,3
COMBO_3,market_context risk-off + drawdown20 < -15% + label:market_regime_YẾU,69,37,24,8,53.62,34.78,0.072,1.444,-3.891,3
COMBO_3,stock_dist_ma20 < -3% + sideway_score20 >= 2 + volatility_contraction20 < 0.8,46,16,16,14,34.78,34.78,-1.419,-0.636,-4.376,3
COMBO_3,stock_dist_ma20 < -3% + sideway_score20 >= 2 + label:volatility_context_VOLATILITY_CO_HẸP,46,16,16,14,34.78,34.78,-1.419,-0.636,-4.376,3
COMBO_3,stock_dist_ma20 < -3% + volatility_contraction20 < 0.8 + label:structure_context_CÓ_NỀN___SIDEWAY,46,16,16,14,34.78,34.78,-1.419,-0.636,-4.376,3
COMBO_3,stock_dist_ma20 < -3% + volatility_contraction20 > 1.3 + drawdown20 -10% to 0%,46,19,16,11,41.3,34.78,0.313,0.863,-3.819,3
COMBO_3,stock_dist_ma20 < -3% + volatility_contraction20 > 1.3 + label:risk_context_PULLBACK_LÀNH_MẠNH,46,19,16,11,41.3,34.78,0.313,0.863,-3.819,3
COMBO_3,stock_dist_ma20 < -3% + market_ret20 < -5% + label:volume_context_VOLUME_TRUNG_TÍNH,46,25,16,5,54.35,34.78,1.683,1.792,-3.369,3
COMBO_3,stock_dist_ma20 < -3% + drawdown20 -10% to 0% + label:volatility_context_VOLATILITY_MỞ_RỘNG,46,19,16,11,41.3,34.78,0.313,0.863,-3.819,3
COMBO_3,volume_ratio 1.2-2.0x + range20 <= 10% + label:volume_context_VOLUME_TRUNG_TÍNH,46,11,16,19,23.91,34.78,-0.244,0.001,-2.996,3
COMBO_3,sideway_score20 >= 2 + volatility_contraction20 < 0.8 + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,46,16,16,14,34.78,34.78,-1.419,-0.636,-4.376,3
COMBO_3,volatility_contraction20 > 1.3 + drawdown20 -10% to 0% + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,46,19,16,11,41.3,34.78,0.313,0.863,-3.819,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 > 1.3 + label:structure_context_KHÔNG_RÕ_NỀN,371,173,129,69,46.63,34.77,0.428,0.948,-4.405,3
COMBO_3,volume_ratio 1.2-2.0x + market_ret20 < -5% + label:market_regime_RẤT_YẾU,58,31,20,7,53.45,34.48,0.907,1.968,-4.353,3
COMBO_3,stock_dist_ma20 < -3% + volatility_contraction20 > 1.3 + label:market_regime_TÍCH_CỰC,32,13,11,8,40.62,34.38,-0.81,-0.433,-4.966,3
COMBO_3,range20 <= 10% + market_context risk-off + label:market_regime_YẾU,210,77,72,61,36.67,34.29,-0.361,0.338,-3.403,3
COMBO_3,volatility_contraction20 > 1.3 + market_ret5 > 4% + label:extension_context_KHÔNG_QUÁ_NÓNG,35,16,12,7,45.71,34.29,1.738,2.813,-5.66,3
COMBO_3,stock_dist_ma20 < -3% + volume_ratio < 1x + market_ret20 < -5%,79,43,27,9,54.43,34.18,1.471,1.924,-3.179,3
COMBO_3,volume_ratio < 1x + market_ret20 < -5% + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,79,43,27,9,54.43,34.18,1.471,1.924,-3.179,3
COMBO_3,range20 <= 10% + volatility_contraction20 < 0.8 + label:score_bucket_70-79,41,15,14,12,36.59,34.15,-0.729,-0.749,-3.619,3
COMBO_3,volatility_contraction20 > 1.3 + market_context risk-off + label:volume_context_VOLUME_CẠN,208,95,71,42,45.67,34.13,0.374,0.702,-3.642,3
COMBO_3,market_context risk-off + drawdown20 -10% to 0% + label:market_regime_YẾU,739,316,252,171,42.76,34.1,0.202,0.841,-3.706,3
COMBO_3,stock_ret5 > 8% + stock_ret20 > 15% + label:score_bucket_80+,88,47,30,11,53.41,34.09,1.019,1.977,-5.333,3
COMBO_3,stock_dist_ma20 < -3% + range20 <= 10% + label:market_context_MARKET_TRUNG_TÍNH,47,19,16,12,40.43,34.04,-1.3,0.031,-4.297,3
COMBO_3,volume_ratio 1.2-2.0x + volatility_contraction20 > 1.3 + label:score_bucket_70-79,47,21,16,10,44.68,34.04,0.526,-0.033,-5.012,3
COMBO_3,range20 <= 10% + drawdown20 -10% to 0% + label:market_regime_YẾU,206,75,70,61,36.41,33.98,-0.349,0.347,-3.416,3
COMBO_3,volume_ratio 1.2-2.0x + market_context risk-off + label:score_bucket_60-69,56,28,19,9,50.0,33.93,1.177,1.613,-4.314,3
COMBO_3,volume_ratio 1.2-2.0x + market_ret20 < -5% + label:extension_context_KHÔNG_QUÁ_NÓNG,68,40,23,5,58.82,33.82,1.695,2.846,-3.901,3
COMBO_3,stock_dist_ma20 < -3% + volatility_contraction20 > 1.3 + market_context risk-off,95,45,32,18,47.37,33.68,0.874,1.435,-4.042,3
COMBO_3,stock_dist_ma20 < -3% + volatility_contraction20 > 1.3 + label:market_context_MARKET_RISK-OFF,95,45,32,18,47.37,33.68,0.874,1.435,-4.042,3
COMBO_3,stock_dist_ma20 < -3% + market_context risk-off + label:volatility_context_VOLATILITY_MỞ_RỘNG,95,45,32,18,47.37,33.68,0.874,1.435,-4.042,3
COMBO_3,volatility_contraction20 > 1.3 + market_context risk-off + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,95,45,32,18,47.37,33.68,0.874,1.435,-4.042,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 > 1.3 + label:score_bucket_70-79,140,59,47,34,42.14,33.57,0.324,-0.018,-4.148,3
COMBO_3,stock_dist_ma20 3-8% + market_context risk-off + label:market_regime_YẾU,147,71,49,27,48.3,33.33,1.186,1.607,-3.595,3
COMBO_3,market_context risk-off + drawdown20 < -15% + label:structure_context_KHÔNG_RÕ_NỀN,114,58,38,18,50.88,33.33,0.211,1.131,-4.062,3
COMBO_3,market_context risk-off + drawdown20 < -15% + label:risk_context_DRAWDOWN_SÂU,114,58,38,18,50.88,33.33,0.211,1.131,-4.062,3
COMBO_3,market_context risk-off + drawdown20 < -15% + label:market_context_MARKET_RISK-OFF,114,58,38,18,50.88,33.33,0.211,1.131,-4.062,3
COMBO_3,stock_dist_ma20 3-8% + volatility_contraction20 > 1.3 + label:market_regime_YẾU,69,30,23,16,43.48,33.33,0.673,0.97,-3.549,3
COMBO_3,stock_dist_ma20 < -3% + market_ret20 < -5% + label:risk_context_RISK_TRUNG_TÍNH,63,35,21,7,55.56,33.33,1.534,1.881,-3.269,3
COMBO_3,volume_ratio 1.2-2.0x + market_context risk-off + label:score_bucket_70-79,63,31,21,11,49.21,33.33,-0.002,0.243,-4.831,3
COMBO_3,volume_ratio 1.2-2.0x + volatility_contraction20 > 1.3 + label:market_regime_YẾU,54,26,18,10,48.15,33.33,1.185,1.521,-3.394,3
COMBO_3,volume_ratio 1.2-2.0x + range20 <= 10% + market_context risk-off,51,22,17,12,43.14,33.33,-0.097,0.604,-3.631,3
COMBO_3,volume_ratio 1.2-2.0x + range20 <= 10% + label:market_context_MARKET_RISK-OFF,51,22,17,12,43.14,33.33,-0.097,0.604,-3.631,3
COMBO_3,range20 <= 10% + volatility_contraction20 > 1.3 + label:score_bucket_70-79,48,16,16,16,33.33,33.33,-0.596,-0.853,-3.665,3
COMBO_3,market_ret5 > 4% + market_dist_ma20 > 5% + label:extension_context_KHÔNG_QUÁ_NÓNG,45,22,15,8,48.89,33.33,1.659,1.936,-3.588,3
COMBO_3,volume_ratio 1.2-2.0x + volatility_contraction20 > 1.3 + label:risk_context_RISK_TRUNG_TÍNH,42,21,14,7,50.0,33.33,-0.072,0.782,-5.084,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 > 1.3 + drawdown20 < -15%,42,18,14,10,42.86,33.33,0.24,0.409,-4.498,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 > 1.3 + label:risk_context_DRAWDOWN_SÂU,42,18,14,10,42.86,33.33,0.24,0.409,-4.498,3
COMBO_3,volume_ratio < 1x + drawdown20 < -15% + label:volatility_context_VOLATILITY_MỞ_RỘNG,42,18,14,10,42.86,33.33,0.24,0.409,-4.498,3
COMBO_3,sideway_score20 >= 2 + market_ret20 < -5% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,39,18,13,8,46.15,33.33,0.36,0.944,-2.512,3
COMBO_3,volatility_contraction20 > 1.3 + market_context fomo/hưng phấn + label:volume_context_VOLUME_TRUNG_TÍNH,39,19,13,7,48.72,33.33,1.365,2.31,-5.145,3
COMBO_3,stock_ret5 > 8% + volume_ratio < 1x + label:extension_context_KHÔNG_QUÁ_NÓNG,36,19,12,5,52.78,33.33,0.307,1.382,-5.691,3
COMBO_3,stock_ret20 > 15% + market_ret20 < -5% + market_context risk-off,33,18,11,4,54.55,33.33,2.652,5.322,-5.705,3
COMBO_3,stock_ret20 > 15% + market_ret20 < -5% + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,33,18,11,4,54.55,33.33,2.652,5.322,-5.705,3
COMBO_3,stock_ret20 > 15% + market_ret20 < -5% + label:structure_context_KHÔNG_RÕ_NỀN,33,18,11,4,54.55,33.33,2.652,5.322,-5.705,3
COMBO_3,stock_ret20 > 15% + market_ret20 < -5% + label:market_context_MARKET_RISK-OFF,33,18,11,4,54.55,33.33,2.652,5.322,-5.705,3
COMBO_3,market_ret20 < -5% + market_context risk-off + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,33,18,11,4,54.55,33.33,2.652,5.322,-5.705,3
COMBO_3,volatility_contraction20 > 1.3 + market_context risk-off + label:score_bucket_70-79,189,88,62,39,46.56,32.8,0.729,0.527,-4.218,3
COMBO_3,volume_ratio < 1x + sideway_score20 >= 2 + market_ret20 < -5%,58,24,19,15,41.38,32.76,0.579,0.72,-2.466,3
COMBO_3,volume_ratio < 1x + market_ret20 < -5% + label:structure_context_CÓ_NỀN___SIDEWAY,58,24,19,15,41.38,32.76,0.579,0.72,-2.466,3
COMBO_3,market_ret20 < -5% + drawdown20 -10% to 0% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,110,59,36,15,53.64,32.73,0.885,2.354,-3.392,3
COMBO_3,volume_ratio 1.2-2.0x + drawdown20 -10% to 0% + label:score_bucket_60-69,49,26,16,7,53.06,32.65,1.008,1.222,-4.838,3
COMBO_3,market_ret20 < -5% + drawdown20 -10% to 0% + label:structure_context_KHÔNG_RÕ_NỀN,242,120,79,43,49.59,32.64,1.259,2.583,-3.762,3
COMBO_3,market_ret20 < -5% + market_context risk-off + label:volatility_context_VOLATILITY_TRUNG_TÍNH,166,90,54,22,54.22,32.53,1.183,2.51,-3.381,3
