rule_name,conditions,n,failrate_pct,winrate_pct,avg_ret_t2_pct,avg_ret_t5_pct,avg_drawdown_t5_pct,action,confidence,reason
V202_RULE_137,sideway_score20 >= 2 + market_context fomo/hưng phấn + label:score_bucket_80+,43,60.47,30.23,0.101,-1.258,-4.552,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_138,volume_ratio 1.2-2.0x + volatility_contraction20 < 0.8 + label:market_context_MARKET_ỦNG_HỘ,48,60.42,25.0,-0.737,-1.479,-5.029,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_139,volume_ratio < 1x + market_ret5 > 4% + label:volume_context_VOLUME_TRUNG_TÍNH,48,60.42,29.17,-1.424,-1.74,-6.219,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_140,stock_dist_ma20 3-8% + sideway_score20 >= 2 + label:score_bucket_80+,98,60.2,24.49,-0.705,-1.553,-4.39,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_141,stock_dist_ma20 3-8% + sideway_score20 >= 2 + label:market_context_MARKET_ỦNG_HỘ,60,60.0,21.67,-0.607,-1.403,-4.08,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_142,sideway_score20 >= 2 + market_context fomo/hưng phấn + label:entry_context_ENTRY_GẦN_MA20,50,60.0,22.0,-0.48,-2.001,-4.636,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_143,volume_ratio < 1x + market_dist_ma20 > 5% + label:structure_context_KHÔNG_RÕ_NỀN,45,60.0,31.11,-1.756,-1.889,-6.337,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_144,volume_ratio < 1x + market_dist_ma20 > 5% + label:score_bucket_80+,45,60.0,31.11,-1.118,-1.582,-5.184,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_145,stock_dist_ma20 < -3% + drawdown20 < -15% + label:market_regime_TÍCH_CỰC,35,60.0,22.86,-1.663,-1.958,-5.292,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_146,stock_dist_ma20 < -3% + volume_ratio < 1x + label:market_context_MARKET_ỦNG_HỘ,227,59.91,23.79,-1.318,-1.995,-5.201,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_147,volume_ratio < 1x + market_context fomo/hưng phấn + label:structure_context_KHÔNG_RÕ_NỀN,77,59.74,28.57,-1.425,-1.864,-6.351,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_148,volume_ratio < 1x + drawdown20 < -15% + label:market_regime_TĂNG_MẠNH,47,59.57,23.4,-2.344,-2.754,-7.274,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_149,market_context fomo/hưng phấn + drawdown20 -10% to 0% + label:volume_context_VOLUME_TĂNG_VỪA,47,59.57,27.66,-1.665,-2.507,-6.812,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_150,volume_ratio < 1x + drawdown20 < -15% + label:market_regime_TÍCH_CỰC,32,59.38,21.88,-1.802,-1.861,-5.329,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_151,volatility_contraction20 < 0.8 + market_dist_ma20 > 5% + label:extension_context_KHÔNG_QUÁ_NÓNG,32,59.38,34.38,-0.429,-0.697,-4.222,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_028,stock_dist_ma20 < -3% + label:market_context_MARKET_ỦNG_HỘ,243,59.26,23.87,-1.364,-1.995,-5.228,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_029,market_ret5 > 4% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,66,59.09,24.24,-0.646,-2.041,-5.963,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_152,market_ret5 > 4% + market_context fomo/hưng phấn + label:volatility_context_VOLATILITY_TRUNG_TÍNH,61,59.02,24.59,-0.452,-2.091,-5.841,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_153,stock_dist_ma20 < -3% + drawdown20 < -15% + label:score_bucket_70-79,39,58.97,28.21,-1.523,-1.561,-5.913,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_154,stock_ret5 > 8% + stock_dist_ma20 3-8% + label:market_context_MARKET_ỦNG_HỘ,34,58.82,17.65,-1.865,-1.606,-5.972,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_155,volume_ratio < 1x + market_context fomo/hưng phấn + label:score_bucket_80+,63,58.73,30.16,-0.896,-1.582,-5.513,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_030,market_context fomo/hưng phấn + label:volume_context_VOLUME_TĂNG_VỪA,75,58.67,30.67,-1.417,-1.891,-6.764,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_156,volume_ratio < 1x + market_context fomo/hưng phấn + label:market_regime_TĂNG_MẠNH,75,58.67,26.67,-1.205,-1.807,-5.871,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_157,volume_ratio < 1x + market_context fomo/hưng phấn + label:volatility_context_VOLATILITY_TRUNG_TÍNH,41,58.54,21.95,-1.237,-2.615,-6.346,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_158,market_context fomo/hưng phấn + drawdown20 -10% to 0% + label:volume_context_VOLUME_CẠN,41,58.54,21.95,-0.893,-1.491,-5.128,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_159,stock_dist_ma20 3-8% + sideway_score20 >= 2 + label:volume_context_VOLUME_TĂNG_VỪA,53,58.49,26.42,-0.475,-0.939,-4.294,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_160,stock_dist_ma20 < -3% + volatility_contraction20 < 0.8 + label:structure_context_KHÔNG_RÕ_NỀN,202,58.42,23.27,-1.825,-2.511,-6.004,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_031,stock_ret20 > 15% + market_dist_ma20 > 5%,36,58.33,33.33,-0.928,-1.462,-7.314,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_032,volume_ratio > 3x + label:volatility_context_VOLATILITY_TRUNG_TÍNH,36,58.33,19.44,-1.053,-1.901,-5.584,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_033,market_dist_ma20 > 5% + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,36,58.33,33.33,-0.928,-1.462,-7.314,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_161,stock_ret20 > 15% + market_dist_ma20 > 5% + market_context fomo/hưng phấn,36,58.33,33.33,-0.928,-1.462,-7.314,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_162,stock_ret20 > 15% + market_dist_ma20 > 5% + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,36,58.33,33.33,-0.928,-1.462,-7.314,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_163,stock_ret20 > 15% + market_dist_ma20 > 5% + label:structure_context_KHÔNG_RÕ_NỀN,36,58.33,33.33,-0.928,-1.462,-7.314,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_164,stock_ret20 > 15% + market_dist_ma20 > 5% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,36,58.33,33.33,-0.928,-1.462,-7.314,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_165,stock_ret20 > 15% + market_dist_ma20 > 5% + label:score_bucket_80+,36,58.33,33.33,-0.928,-1.462,-7.314,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_166,market_dist_ma20 > 5% + market_context fomo/hưng phấn + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,36,58.33,33.33,-0.928,-1.462,-7.314,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_034,volatility_contraction20 < 0.8 + label:market_regime_BÌNH_THƯỜNG,175,58.29,21.14,-1.31,-2.601,-5.417,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_167,volume_ratio < 1x + drawdown20 < -15% + label:market_context_MARKET_ỦNG_HỘ,67,58.21,23.88,-2.221,-1.91,-6.074,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_168,market_context fomo/hưng phấn + drawdown20 -10% to 0% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,67,58.21,26.87,-0.643,-1.761,-5.781,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_169,sideway_score20 >= 2 + market_context fomo/hưng phấn + drawdown20 -10% to 0%,55,58.18,21.82,-0.496,-1.761,-4.563,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_170,sideway_score20 >= 2 + market_context fomo/hưng phấn + label:risk_context_PULLBACK_LÀNH_MẠNH,55,58.18,21.82,-0.496,-1.761,-4.563,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_171,sideway_score20 >= 2 + drawdown20 -10% to 0% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,55,58.18,21.82,-0.496,-1.761,-4.563,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_172,market_context fomo/hưng phấn + drawdown20 -10% to 0% + label:structure_context_CÓ_NỀN___SIDEWAY,55,58.18,21.82,-0.496,-1.761,-4.563,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_035,stock_ret20 > 15% + label:entry_context_ENTRY_GẦN_MA20,31,58.06,29.03,-1.585,-1.157,-6.897,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_173,stock_ret20 > 15% + market_dist_ma20 > 5% + label:market_regime_TĂNG_MẠNH,31,58.06,32.26,-1.021,-1.686,-7.529,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_174,stock_dist_ma20 > 8% + volume_ratio 1.2-2.0x + label:extension_context_KHÔNG_QUÁ_NÓNG,31,58.06,22.58,-0.819,-2.514,-6.947,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_175,stock_dist_ma20 < -3% + volatility_contraction20 < 0.8 + label:risk_context_RISK_TRUNG_TÍNH,119,57.98,25.21,-2.051,-2.712,-6.422,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_036,volume_ratio < 1x + market_ret5 > 4%,88,57.95,23.86,-1.155,-1.474,-5.704,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_176,stock_dist_ma20 < -3% + volume_ratio < 1x + label:volatility_context_VOLATILITY_TRUNG_TÍNH,233,57.94,28.76,-1.098,-1.531,-5.431,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_037,drawdown20 < -15% + label:market_context_MARKET_ỦNG_HỘ,76,57.89,23.68,-2.277,-2.057,-6.133,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_177,stock_ret5 > 8% + volatility_contraction20 > 1.3 + label:market_regime_RẤT_YẾU,38,57.89,39.47,1.19,0.526,-6.86,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_178,stock_dist_ma20 3-8% + sideway_score20 >= 2 + label:risk_context_RISK_TRUNG_TÍNH,38,57.89,28.95,-0.5,-0.729,-3.914,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_179,stock_dist_ma20 3-8% + drawdown20 -10% to 0% + label:volume_context_VOLUME_TĂNG_VỪA,180,57.78,30.56,-0.437,-0.84,-5.359,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_038,market_context fomo/hưng phấn + label:volume_context_VOLUME_CẠN,45,57.78,22.22,-0.888,-1.248,-4.952,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_180,volume_ratio < 1x + market_dist_ma20 > 5% + drawdown20 -10% to 0%,45,57.78,31.11,-1.133,-1.444,-5.045,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_181,volume_ratio < 1x + market_dist_ma20 > 5% + label:risk_context_PULLBACK_LÀNH_MẠNH,45,57.78,31.11,-1.133,-1.444,-5.045,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_182,stock_dist_ma20 3-8% + market_ret20 < -5% + label:market_regime_RẤT_YẾU,52,57.69,32.69,-0.024,0.091,-5.551,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_183,market_ret5 > 4% + market_context fomo/hưng phấn + label:volume_context_VOLUME_TĂNG_VỪA,52,57.69,32.69,-0.936,-1.569,-6.464,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_039,sideway_score20 >= 2 + market_context fomo/hưng phấn,59,57.63,23.73,-0.373,-1.449,-4.558,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_040,sideway_score20 >= 2 + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,59,57.63,23.73,-0.373,-1.449,-4.558,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_041,market_context fomo/hưng phấn + label:structure_context_CÓ_NỀN___SIDEWAY,59,57.63,23.73,-0.373,-1.449,-4.558,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_184,sideway_score20 >= 2 + market_context fomo/hưng phấn + label:extension_context_KHÔNG_QUÁ_NÓNG,59,57.63,23.73,-0.373,-1.449,-4.558,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_185,sideway_score20 >= 2 + market_context fomo/hưng phấn + label:structure_context_CÓ_NỀN___SIDEWAY,59,57.63,23.73,-0.373,-1.449,-4.558,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_186,sideway_score20 >= 2 + market_context fomo/hưng phấn + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,59,57.63,23.73,-0.373,-1.449,-4.558,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_187,volatility_contraction20 < 0.8 + market_dist_ma20 > 5% + market_context fomo/hưng phấn,33,57.58,36.36,-1.209,-0.882,-5.114,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_188,volatility_contraction20 < 0.8 + market_dist_ma20 > 5% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,33,57.58,36.36,-1.209,-0.882,-5.114,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_189,market_ret5 > 4% + drawdown20 -10% to 0% + label:volume_context_VOLUME_TĂNG_VỪA,33,57.58,27.27,-0.895,-2.106,-6.67,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_190,market_dist_ma20 > 5% + market_context fomo/hưng phấn + label:volatility_context_VOLATILITY_CO_HẸP,33,57.58,36.36,-1.209,-0.882,-5.114,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_191,stock_dist_ma20 < -3% + volume_ratio < 1x + label:extension_context_SUY_YẾU_TRƯỚC_SIGNAL,139,57.55,28.06,-1.895,-1.968,-5.97,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_042,drawdown20 < -15% + label:market_regime_TÍCH_CỰC,40,57.5,25.0,-1.707,-1.862,-5.388,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_192,sideway_score20 >= 2 + market_ret5 > 4% + label:entry_context_ENTRY_GẦN_MA20,40,57.5,22.5,-0.318,-1.962,-4.823,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_193,volatility_contraction20 < 0.8 + drawdown20 -10% to 0% + label:market_regime_BÌNH_THƯỜNG,127,57.48,25.2,-1.127,-2.35,-5.168,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_194,stock_dist_ma20 < -3% + volatility_contraction20 < 0.8 + label:score_bucket_80+,47,57.45,21.28,-1.18,-2.247,-5.552,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_195,stock_dist_ma20 3-8% + drawdown20 -10% to 0% + label:market_regime_BÌNH_THƯỜNG,61,57.38,31.15,-0.385,-2.04,-5.517,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_043,market_context fomo/hưng phấn + label:entry_context_ENTRY_GẦN_MA20,89,57.3,25.84,-0.476,-1.148,-4.804,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_196,stock_dist_ma20 < -3% + volatility_contraction20 < 0.8 + label:market_context_MARKET_ỦNG_HỘ,103,57.28,23.3,-1.304,-1.647,-4.79,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_197,volume_ratio < 1x + volatility_contraction20 < 0.8 + label:market_regime_BÌNH_THƯỜNG,154,57.14,20.78,-1.25,-2.453,-5.333,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_198,market_context fomo/hưng phấn + drawdown20 -10% to 0% + label:score_bucket_80+,147,57.14,32.65,-0.456,-0.916,-5.912,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_199,stock_dist_ma20 < -3% + volatility_contraction20 < 0.8 + label:volume_context_VOLUME_CẠN,91,57.14,18.68,-1.035,-1.996,-5.102,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_200,market_context fomo/hưng phấn + drawdown20 -10% to 0% + label:entry_context_ENTRY_GẦN_MA20,84,57.14,25.0,-0.62,-1.274,-4.822,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_201,volume_ratio < 1x + market_ret5 > 4% + label:extension_context_KHÔNG_QUÁ_NÓNG,70,57.14,22.86,-0.991,-1.14,-5.31,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_202,stock_ret5 > 8% + stock_dist_ma20 > 8% + label:extension_context_KHÔNG_QUÁ_NÓNG,56,57.14,28.57,-0.534,-0.855,-6.52,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_203,stock_dist_ma20 3-8% + range20 <= 10% + label:volume_context_VOLUME_TĂNG_VỪA,49,57.14,22.45,-0.529,-1.469,-4.097,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_204,stock_dist_ma20 < -3% + drawdown20 < -15% + label:extension_context_KHÔNG_QUÁ_NÓNG,49,57.14,28.57,0.394,-0.512,-4.657,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_205,volume_ratio < 1x + market_ret5 > 4% + label:entry_context_ENTRY_GẦN_MA20,49,57.14,20.41,-0.699,-1.275,-4.81,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_206,sideway_score20 >= 2 + market_context fomo/hưng phấn + label:market_regime_TĂNG_MẠNH,49,57.14,22.45,-0.261,-1.467,-4.904,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_207,volume_ratio < 1x + market_dist_ma20 > 5% + label:extension_context_KHÔNG_QUÁ_NÓNG,42,57.14,30.95,-1.018,-1.0,-4.829,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_208,volatility_contraction20 < 0.8 + drawdown20 < -15% + label:volume_context_VOLUME_TRUNG_TÍNH,35,57.14,34.29,-2.565,-1.43,-5.274,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_044,market_ret5 > 4% + label:volume_context_VOLUME_TĂNG_VỪA,58,56.9,31.03,-0.83,-1.217,-6.522,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_209,volume_ratio < 1x + market_ret5 > 4% + label:market_regime_TĂNG_MẠNH,51,56.86,25.49,-0.912,-1.654,-5.68,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_210,volume_ratio < 1x + market_dist_ma20 > 5% + market_context fomo/hưng phấn,51,56.86,33.33,-1.455,-1.553,-5.671,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_211,volume_ratio < 1x + market_dist_ma20 > 5% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,51,56.86,33.33,-1.455,-1.553,-5.671,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_212,stock_dist_ma20 < -3% + drawdown20 -10% to 0% + label:market_regime_TĂNG_MẠNH,44,56.82,27.27,-1.027,-1.693,-4.794,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
