signal,n,win,fail,flat,winrate_pct,avg_ret_t2_pct,avg_ret_t5_pct,median_ret_t5_pct,avg_drawdown_t5_pct,avg_quality_score,conclusion
PULLBACK_MA20_QUALITY,71,28,34,9,39.44,-0.395,-0.269,-0.45,-4.855,77.373,YẾU/CẦN LỌC
